"Step","swa_coco_ltd_constraint_b005 - contrastive_loss","swa_coco_ltd_constraint_b005 - contrastive_loss__MIN","swa_coco_ltd_constraint_b005 - contrastive_loss__MAX","swa_coco_ltd_constraint_b01 - contrastive_loss","swa_coco_ltd_constraint_b01 - contrastive_loss__MIN","swa_coco_ltd_constraint_b01 - contrastive_loss__MAX","swa_coco_ltd_constraint_b03 - contrastive_loss","swa_coco_ltd_constraint_b03 - contrastive_loss__MIN","swa_coco_ltd_constraint_b03 - contrastive_loss__MAX","swa_coco_ltd_constraint - contrastive_loss","swa_coco_ltd_constraint - contrastive_loss__MIN","swa_coco_ltd_constraint - contrastive_loss__MAX","swa_coco_ltd - contrastive_loss","swa_coco_ltd - contrastive_loss__MIN","swa_coco_ltd - contrastive_loss__MAX"
"62864","1.3285096883773804","1.3285096883773804","1.3285096883773804","1.1517446041107178","1.1517446041107178","1.1517446041107178","1.0152982473373413","1.0152982473373413","1.0152982473373413","1.041770577430725","1.041770577430725","1.041770577430725","1.0739812850952148","1.0739812850952148","1.0739812850952148"
"62964","1.0550968647003174","1.0550968647003174","1.0550968647003174","1.3154536485671997","1.3154536485671997","1.3154536485671997","1.157779335975647","1.157779335975647","1.157779335975647","1.0857024192810059","1.0857024192810059","1.0857024192810059","1.041491985321045","1.041491985321045","1.041491985321045"
"63064","1.494062066078186","1.494062066078186","1.494062066078186","1.2847628593444824","1.2847628593444824","1.2847628593444824","1.0811059474945068","1.0811059474945068","1.0811059474945068","1.0633442401885986","1.0633442401885986","1.0633442401885986","1.041913628578186","1.041913628578186","1.041913628578186"
"63164","1.3447456359863281","1.3447456359863281","1.3447456359863281","1.338194727897644","1.338194727897644","1.338194727897644","1.1806002855300903","1.1806002855300903","1.1806002855300903","1.1207201480865479","1.1207201480865479","1.1207201480865479","0.9959878921508789","0.9959878921508789","0.9959878921508789"
"63264","1.2497210502624512","1.2497210502624512","1.2497210502624512","1.417799472808838","1.417799472808838","1.417799472808838","1.0268166065216064","1.0268166065216064","1.0268166065216064","0.9543205499649048","0.9543205499649048","0.9543205499649048","1.1374768018722534","1.1374768018722534","1.1374768018722534"
"63364","1.2945653200149536","1.2945653200149536","1.2945653200149536","1.1724144220352173","1.1724144220352173","1.1724144220352173","0.9823176860809326","0.9823176860809326","0.9823176860809326","1.3386785984039307","1.3386785984039307","1.3386785984039307","1.3903374671936035","1.3903374671936035","1.3903374671936035"
"63464","1.3571727275848389","1.3571727275848389","1.3571727275848389","1.195664405822754","1.195664405822754","1.195664405822754","1.0086333751678467","1.0086333751678467","1.0086333751678467","1.0275214910507202","1.0275214910507202","1.0275214910507202","1.131143569946289","1.131143569946289","1.131143569946289"
"63564","1.4945764541625977","1.4945764541625977","1.4945764541625977","1.5837504863739014","1.5837504863739014","1.5837504863739014","1.331965446472168","1.331965446472168","1.331965446472168","1.3331546783447266","1.3331546783447266","1.3331546783447266","1.1191905736923218","1.1191905736923218","1.1191905736923218"
"63664","1.3149504661560059","1.3149504661560059","1.3149504661560059","1.1551854610443115","1.1551854610443115","1.1551854610443115","1.162293553352356","1.162293553352356","1.162293553352356","1.0400159358978271","1.0400159358978271","1.0400159358978271","1.1344118118286133","1.1344118118286133","1.1344118118286133"
"63764","1.1247915029525757","1.1247915029525757","1.1247915029525757","1.3179090023040771","1.3179090023040771","1.3179090023040771","1.1587111949920654","1.1587111949920654","1.1587111949920654","1.2902641296386719","1.2902641296386719","1.2902641296386719","1.2371859550476074","1.2371859550476074","1.2371859550476074"
"63864","1.3720333576202393","1.3720333576202393","1.3720333576202393","1.3210475444793701","1.3210475444793701","1.3210475444793701","1.3587177991867065","1.3587177991867065","1.3587177991867065","1.0186760425567627","1.0186760425567627","1.0186760425567627","1.0810565948486328","1.0810565948486328","1.0810565948486328"
"63964","1.3249703645706177","1.3249703645706177","1.3249703645706177","1.1660537719726562","1.1660537719726562","1.1660537719726562","1.1240116357803345","1.1240116357803345","1.1240116357803345","1.1696109771728516","1.1696109771728516","1.1696109771728516","1.1516306400299072","1.1516306400299072","1.1516306400299072"
"64064","1.1392884254455566","1.1392884254455566","1.1392884254455566","1.2728383541107178","1.2728383541107178","1.2728383541107178","1.2686383724212646","1.2686383724212646","1.2686383724212646","1.3950210809707642","1.3950210809707642","1.3950210809707642","1.1738512516021729","1.1738512516021729","1.1738512516021729"
"64164","1.175402045249939","1.175402045249939","1.175402045249939","1.1863899230957031","1.1863899230957031","1.1863899230957031","1.01239013671875","1.01239013671875","1.01239013671875","1.1403188705444336","1.1403188705444336","1.1403188705444336","1.1435027122497559","1.1435027122497559","1.1435027122497559"
"64264","1.276633381843567","1.276633381843567","1.276633381843567","1.3610665798187256","1.3610665798187256","1.3610665798187256","0.9319091439247131","0.9319091439247131","0.9319091439247131","1.1607792377471924","1.1607792377471924","1.1607792377471924","1.0218322277069092","1.0218322277069092","1.0218322277069092"
"64364","1.1846911907196045","1.1846911907196045","1.1846911907196045","1.4071104526519775","1.4071104526519775","1.4071104526519775","1.0612417459487915","1.0612417459487915","1.0612417459487915","1.1839501857757568","1.1839501857757568","1.1839501857757568","1.1013485193252563","1.1013485193252563","1.1013485193252563"
"64464","1.2294952869415283","1.2294952869415283","1.2294952869415283","1.1979824304580688","1.1979824304580688","1.1979824304580688","1.282139778137207","1.282139778137207","1.282139778137207","1.0850638151168823","1.0850638151168823","1.0850638151168823","1.2187716960906982","1.2187716960906982","1.2187716960906982"
"64564","1.3017587661743164","1.3017587661743164","1.3017587661743164","1.4140948057174683","1.4140948057174683","1.4140948057174683","1.230364203453064","1.230364203453064","1.230364203453064","1.0206866264343262","1.0206866264343262","1.0206866264343262","1.193094253540039","1.193094253540039","1.193094253540039"
"64664","1.2421590089797974","1.2421590089797974","1.2421590089797974","1.16182541847229","1.16182541847229","1.16182541847229","1.199991226196289","1.199991226196289","1.199991226196289","1.0448821783065796","1.0448821783065796","1.0448821783065796","1.2927364110946655","1.2927364110946655","1.2927364110946655"
"64764","1.3282891511917114","1.3282891511917114","1.3282891511917114","1.0609400272369385","1.0609400272369385","1.0609400272369385","1.242474913597107","1.242474913597107","1.242474913597107","1.1563936471939087","1.1563936471939087","1.1563936471939087","0.9622594118118286","0.9622594118118286","0.9622594118118286"
"64864","1.3865910768508911","1.3865910768508911","1.3865910768508911","1.0573748350143433","1.0573748350143433","1.0573748350143433","1.1699692010879517","1.1699692010879517","1.1699692010879517","1.0927255153656006","1.0927255153656006","1.0927255153656006","1.2037620544433594","1.2037620544433594","1.2037620544433594"
"64964","1.0897624492645264","1.0897624492645264","1.0897624492645264","1.246376395225525","1.246376395225525","1.246376395225525","0.9844330549240112","0.9844330549240112","0.9844330549240112","1.109511137008667","1.109511137008667","1.109511137008667","1.1612908840179443","1.1612908840179443","1.1612908840179443"
"65064","1.3939224481582642","1.3939224481582642","1.3939224481582642","1.3083680868148804","1.3083680868148804","1.3083680868148804","1.2793947458267212","1.2793947458267212","1.2793947458267212","0.9446030259132385","0.9446030259132385","0.9446030259132385","1.2249619960784912","1.2249619960784912","1.2249619960784912"
"65164","1.3575317859649658","1.3575317859649658","1.3575317859649658","1.0707024335861206","1.0707024335861206","1.0707024335861206","1.1703169345855713","1.1703169345855713","1.1703169345855713","1.0527472496032715","1.0527472496032715","1.0527472496032715","1.0759472846984863","1.0759472846984863","1.0759472846984863"
"65264","1.3451223373413086","1.3451223373413086","1.3451223373413086","1.3371572494506836","1.3371572494506836","1.3371572494506836","1.0850276947021484","1.0850276947021484","1.0850276947021484","1.1667494773864746","1.1667494773864746","1.1667494773864746","0.960164487361908","0.960164487361908","0.960164487361908"
"65364","1.0582813024520874","1.0582813024520874","1.0582813024520874","1.2396888732910156","1.2396888732910156","1.2396888732910156","1.2809804677963257","1.2809804677963257","1.2809804677963257","1.1487936973571777","1.1487936973571777","1.1487936973571777","1.1349986791610718","1.1349986791610718","1.1349986791610718"
"65464","1.322579026222229","1.322579026222229","1.322579026222229","1.2750910520553589","1.2750910520553589","1.2750910520553589","1.1859303712844849","1.1859303712844849","1.1859303712844849","1.2385406494140625","1.2385406494140625","1.2385406494140625","1.0791178941726685","1.0791178941726685","1.0791178941726685"
"65564","1.3012876510620117","1.3012876510620117","1.3012876510620117","1.261857271194458","1.261857271194458","1.261857271194458","1.3137247562408447","1.3137247562408447","1.3137247562408447","1.1548501253128052","1.1548501253128052","1.1548501253128052","0.9389267563819885","0.9389267563819885","0.9389267563819885"
"65664","1.2103523015975952","1.2103523015975952","1.2103523015975952","1.3568487167358398","1.3568487167358398","1.3568487167358398","1.2702181339263916","1.2702181339263916","1.2702181339263916","1.0741932392120361","1.0741932392120361","1.0741932392120361","1.0525672435760498","1.0525672435760498","1.0525672435760498"
"65764","1.2573018074035645","1.2573018074035645","1.2573018074035645","1.1421458721160889","1.1421458721160889","1.1421458721160889","1.0737981796264648","1.0737981796264648","1.0737981796264648","1.1863813400268555","1.1863813400268555","1.1863813400268555","1.1090335845947266","1.1090335845947266","1.1090335845947266"
"65864","1.2821860313415527","1.2821860313415527","1.2821860313415527","1.2229251861572266","1.2229251861572266","1.2229251861572266","1.0112053155899048","1.0112053155899048","1.0112053155899048","1.1473420858383179","1.1473420858383179","1.1473420858383179","1.3293734788894653","1.3293734788894653","1.3293734788894653"
"65964","1.3953673839569092","1.3953673839569092","1.3953673839569092","1.2248790264129639","1.2248790264129639","1.2248790264129639","1.1090787649154663","1.1090787649154663","1.1090787649154663","1.0794721841812134","1.0794721841812134","1.0794721841812134","0.8106268048286438","0.8106268048286438","0.8106268048286438"
"66064","1.2068285942077637","1.2068285942077637","1.2068285942077637","1.3210344314575195","1.3210344314575195","1.3210344314575195","0.9997522830963135","0.9997522830963135","0.9997522830963135","1.1648974418640137","1.1648974418640137","1.1648974418640137","1.1219645738601685","1.1219645738601685","1.1219645738601685"
"66164","1.3588981628417969","1.3588981628417969","1.3588981628417969","1.036961555480957","1.036961555480957","1.036961555480957","1.5359221696853638","1.5359221696853638","1.5359221696853638","1.1947320699691772","1.1947320699691772","1.1947320699691772","1.2532620429992676","1.2532620429992676","1.2532620429992676"
"66264","1.2134075164794922","1.2134075164794922","1.2134075164794922","1.2079325914382935","1.2079325914382935","1.2079325914382935","1.2614644765853882","1.2614644765853882","1.2614644765853882","1.0903434753417969","1.0903434753417969","1.0903434753417969","1.0519943237304688","1.0519943237304688","1.0519943237304688"
"66364","1.3042794466018677","1.3042794466018677","1.3042794466018677","1.344588279724121","1.344588279724121","1.344588279724121","1.1785352230072021","1.1785352230072021","1.1785352230072021","0.9944416284561157","0.9944416284561157","0.9944416284561157","1.0539581775665283","1.0539581775665283","1.0539581775665283"
"66390","1.2292149066925049","1.2292149066925049","1.2292149066925049","1.1953816413879395","1.1953816413879395","1.1953816413879395","1.1683621406555176","1.1683621406555176","1.1683621406555176","0.8079186081886292","0.8079186081886292","0.8079186081886292","1.1441346406936646","1.1441346406936646","1.1441346406936646"
"66490","1.1832633018493652","1.1832633018493652","1.1832633018493652","1.1268353462219238","1.1268353462219238","1.1268353462219238","1.1619627475738525","1.1619627475738525","1.1619627475738525","1.1079379320144653","1.1079379320144653","1.1079379320144653","1.1277762651443481","1.1277762651443481","1.1277762651443481"
"66590","1.2417370080947876","1.2417370080947876","1.2417370080947876","1.2030059099197388","1.2030059099197388","1.2030059099197388","1.200528621673584","1.200528621673584","1.200528621673584","1.237055778503418","1.237055778503418","1.237055778503418","1.057219386100769","1.057219386100769","1.057219386100769"
"66690","1.301958441734314","1.301958441734314","1.301958441734314","1.5049686431884766","1.5049686431884766","1.5049686431884766","1.2299962043762207","1.2299962043762207","1.2299962043762207","1.0711538791656494","1.0711538791656494","1.0711538791656494","1.1242656707763672","1.1242656707763672","1.1242656707763672"
"66790","1.0714514255523682","1.0714514255523682","1.0714514255523682","1.1742826700210571","1.1742826700210571","1.1742826700210571","1.2252256870269775","1.2252256870269775","1.2252256870269775","1.29245924949646","1.29245924949646","1.29245924949646","0.9846148490905762","0.9846148490905762","0.9846148490905762"
"66890","1.3614989519119263","1.3614989519119263","1.3614989519119263","1.1822896003723145","1.1822896003723145","1.1822896003723145","1.1091009378433228","1.1091009378433228","1.1091009378433228","1.3261336088180542","1.3261336088180542","1.3261336088180542","1.191005825996399","1.191005825996399","1.191005825996399"
"66990","1.2305927276611328","1.2305927276611328","1.2305927276611328","1.178758978843689","1.178758978843689","1.178758978843689","1.233328938484192","1.233328938484192","1.233328938484192","1.00767183303833","1.00767183303833","1.00767183303833","1.2321083545684814","1.2321083545684814","1.2321083545684814"
"67090","1.1414427757263184","1.1414427757263184","1.1414427757263184","1.2164385318756104","1.2164385318756104","1.2164385318756104","1.1287500858306885","1.1287500858306885","1.1287500858306885","1.1161319017410278","1.1161319017410278","1.1161319017410278","1.1563515663146973","1.1563515663146973","1.1563515663146973"
"67190","1.3435341119766235","1.3435341119766235","1.3435341119766235","1.3251392841339111","1.3251392841339111","1.3251392841339111","0.9921388030052185","0.9921388030052185","0.9921388030052185","1.076087474822998","1.076087474822998","1.076087474822998","1.116715431213379","1.116715431213379","1.116715431213379"
"67290","1.0622925758361816","1.0622925758361816","1.0622925758361816","0.9894014596939087","0.9894014596939087","0.9894014596939087","1.2892858982086182","1.2892858982086182","1.2892858982086182","1.208993673324585","1.208993673324585","1.208993673324585","0.9157401919364929","0.9157401919364929","0.9157401919364929"
"67390","1.2416369915008545","1.2416369915008545","1.2416369915008545","1.4230761528015137","1.4230761528015137","1.4230761528015137","1.3226511478424072","1.3226511478424072","1.3226511478424072","1.0528984069824219","1.0528984069824219","1.0528984069824219","1.226168155670166","1.226168155670166","1.226168155670166"
"67490","1.2507781982421875","1.2507781982421875","1.2507781982421875","1.2969390153884888","1.2969390153884888","1.2969390153884888","1.123666763305664","1.123666763305664","1.123666763305664","1.011765718460083","1.011765718460083","1.011765718460083","1.1036672592163086","1.1036672592163086","1.1036672592163086"
"67590","1.2742561101913452","1.2742561101913452","1.2742561101913452","1.103058934211731","1.103058934211731","1.103058934211731","1.1409443616867065","1.1409443616867065","1.1409443616867065","0.9059707522392273","0.9059707522392273","0.9059707522392273","1.0775556564331055","1.0775556564331055","1.0775556564331055"
"67690","1.314613699913025","1.314613699913025","1.314613699913025","1.221346378326416","1.221346378326416","1.221346378326416","1.1384426355361938","1.1384426355361938","1.1384426355361938","0.9783761501312256","0.9783761501312256","0.9783761501312256","1.1707513332366943","1.1707513332366943","1.1707513332366943"
"67790","1.089598536491394","1.089598536491394","1.089598536491394","1.2880802154541016","1.2880802154541016","1.2880802154541016","1.0471866130828857","1.0471866130828857","1.0471866130828857","1.0607329607009888","1.0607329607009888","1.0607329607009888","0.9830214977264404","0.9830214977264404","0.9830214977264404"
"67890","1.1205040216445923","1.1205040216445923","1.1205040216445923","1.3210740089416504","1.3210740089416504","1.3210740089416504","1.155716896057129","1.155716896057129","1.155716896057129","0.9856259822845459","0.9856259822845459","0.9856259822845459","0.9636496305465698","0.9636496305465698","0.9636496305465698"
"67990","1.3404816389083862","1.3404816389083862","1.3404816389083862","1.0364794731140137","1.0364794731140137","1.0364794731140137","1.1489365100860596","1.1489365100860596","1.1489365100860596","1.052718997001648","1.052718997001648","1.052718997001648","1.1456198692321777","1.1456198692321777","1.1456198692321777"
"68090","1.2594456672668457","1.2594456672668457","1.2594456672668457","1.194819450378418","1.194819450378418","1.194819450378418","1.2788996696472168","1.2788996696472168","1.2788996696472168","1.1773682832717896","1.1773682832717896","1.1773682832717896","1.3440649509429932","1.3440649509429932","1.3440649509429932"
"68190","1.1485737562179565","1.1485737562179565","1.1485737562179565","1.2955185174942017","1.2955185174942017","1.2955185174942017","1.0952892303466797","1.0952892303466797","1.0952892303466797","0.9146613478660583","0.9146613478660583","0.9146613478660583","1.0917469263076782","1.0917469263076782","1.0917469263076782"
"68290","1.1953667402267456","1.1953667402267456","1.1953667402267456","1.1495945453643799","1.1495945453643799","1.1495945453643799","1.1411709785461426","1.1411709785461426","1.1411709785461426","1.1018996238708496","1.1018996238708496","1.1018996238708496","1.201462745666504","1.201462745666504","1.201462745666504"
"68390","1.157832384109497","1.157832384109497","1.157832384109497","1.1663165092468262","1.1663165092468262","1.1663165092468262","1.3706257343292236","1.3706257343292236","1.3706257343292236","1.1371638774871826","1.1371638774871826","1.1371638774871826","1.040473222732544","1.040473222732544","1.040473222732544"
"68490","1.0899832248687744","1.0899832248687744","1.0899832248687744","1.1044179201126099","1.1044179201126099","1.1044179201126099","1.1085021495819092","1.1085021495819092","1.1085021495819092","0.9673446416854858","0.9673446416854858","0.9673446416854858","1.2162306308746338","1.2162306308746338","1.2162306308746338"
"68590","1.2269350290298462","1.2269350290298462","1.2269350290298462","1.2695155143737793","1.2695155143737793","1.2695155143737793","0.9692937135696411","0.9692937135696411","0.9692937135696411","1.1778151988983154","1.1778151988983154","1.1778151988983154","1.0978062152862549","1.0978062152862549","1.0978062152862549"
"68690","1.3368929624557495","1.3368929624557495","1.3368929624557495","1.12953782081604","1.12953782081604","1.12953782081604","1.0260026454925537","1.0260026454925537","1.0260026454925537","1.0485095977783203","1.0485095977783203","1.0485095977783203","1.0978151559829712","1.0978151559829712","1.0978151559829712"
"68790","1.290528416633606","1.290528416633606","1.290528416633606","1.4036041498184204","1.4036041498184204","1.4036041498184204","0.9885407090187073","0.9885407090187073","0.9885407090187073","1.0855271816253662","1.0855271816253662","1.0855271816253662","0.9827517867088318","0.9827517867088318","0.9827517867088318"
"68890","1.13457453250885","1.13457453250885","1.13457453250885","1.150089979171753","1.150089979171753","1.150089979171753","1.0121326446533203","1.0121326446533203","1.0121326446533203","1.0872772932052612","1.0872772932052612","1.0872772932052612","1.086808681488037","1.086808681488037","1.086808681488037"
"68990","1.4379597902297974","1.4379597902297974","1.4379597902297974","1.118420958518982","1.118420958518982","1.118420958518982","1.027167558670044","1.027167558670044","1.027167558670044","1.1549241542816162","1.1549241542816162","1.1549241542816162","1.1586493253707886","1.1586493253707886","1.1586493253707886"
"69090","1.2580581903457642","1.2580581903457642","1.2580581903457642","1.3279904127120972","1.3279904127120972","1.3279904127120972","1.0485986471176147","1.0485986471176147","1.0485986471176147","1.0046443939208984","1.0046443939208984","1.0046443939208984","1.1897282600402832","1.1897282600402832","1.1897282600402832"
"69190","1.2297875881195068","1.2297875881195068","1.2297875881195068","1.3808104991912842","1.3808104991912842","1.3808104991912842","1.0421741008758545","1.0421741008758545","1.0421741008758545","0.908068060874939","0.908068060874939","0.908068060874939","0.8980730772018433","0.8980730772018433","0.8980730772018433"
"69290","1.4924507141113281","1.4924507141113281","1.4924507141113281","1.0739150047302246","1.0739150047302246","1.0739150047302246","1.278672695159912","1.278672695159912","1.278672695159912","0.9779974818229675","0.9779974818229675","0.9779974818229675","1.2405250072479248","1.2405250072479248","1.2405250072479248"
"69390","1.1732457876205444","1.1732457876205444","1.1732457876205444","1.1549603939056396","1.1549603939056396","1.1549603939056396","1.006659984588623","1.006659984588623","1.006659984588623","1.050511121749878","1.050511121749878","1.050511121749878","1.174409031867981","1.174409031867981","1.174409031867981"
"69490","1.0737178325653076","1.0737178325653076","1.0737178325653076","1.1237068176269531","1.1237068176269531","1.1237068176269531","0.9574179649353027","0.9574179649353027","0.9574179649353027","1.0985238552093506","1.0985238552093506","1.0985238552093506","1.1501168012619019","1.1501168012619019","1.1501168012619019"
"69590","1.3955721855163574","1.3955721855163574","1.3955721855163574","1.2775287628173828","1.2775287628173828","1.2775287628173828","1.2534929513931274","1.2534929513931274","1.2534929513931274","1.0229657888412476","1.0229657888412476","1.0229657888412476","0.9770618677139282","0.9770618677139282","0.9770618677139282"
"69690","1.127626895904541","1.127626895904541","1.127626895904541","1.0793607234954834","1.0793607234954834","1.0793607234954834","1.1986850500106812","1.1986850500106812","1.1986850500106812","1.1405287981033325","1.1405287981033325","1.1405287981033325","1.1276273727416992","1.1276273727416992","1.1276273727416992"
"69790","1.36521577835083","1.36521577835083","1.36521577835083","1.3286819458007812","1.3286819458007812","1.3286819458007812","1.2142112255096436","1.2142112255096436","1.2142112255096436","0.9761667251586914","0.9761667251586914","0.9761667251586914","1.3793003559112549","1.3793003559112549","1.3793003559112549"
"69890","1.237938404083252","1.237938404083252","1.237938404083252","1.3451993465423584","1.3451993465423584","1.3451993465423584","1.0464091300964355","1.0464091300964355","1.0464091300964355","1.1043734550476074","1.1043734550476074","1.1043734550476074","1.1261345148086548","1.1261345148086548","1.1261345148086548"
"69990","1.2963520288467407","1.2963520288467407","1.2963520288467407","1.1370410919189453","1.1370410919189453","1.1370410919189453","1.186879277229309","1.186879277229309","1.186879277229309","1.0560991764068604","1.0560991764068604","1.0560991764068604","1.2673699855804443","1.2673699855804443","1.2673699855804443"
"70090","1.1032607555389404","1.1032607555389404","1.1032607555389404","1.406062126159668","1.406062126159668","1.406062126159668","1.1127033233642578","1.1127033233642578","1.1127033233642578","1.0950288772583008","1.0950288772583008","1.0950288772583008","1.204714298248291","1.204714298248291","1.204714298248291"
"70190","1.1545528173446655","1.1545528173446655","1.1545528173446655","1.3891130685806274","1.3891130685806274","1.3891130685806274","1.112056016921997","1.112056016921997","1.112056016921997","1.0075702667236328","1.0075702667236328","1.0075702667236328","1.1327095031738281","1.1327095031738281","1.1327095031738281"
"70290","1.2528530359268188","1.2528530359268188","1.2528530359268188","1.081970453262329","1.081970453262329","1.081970453262329","1.1777442693710327","1.1777442693710327","1.1777442693710327","1.0775787830352783","1.0775787830352783","1.0775787830352783","1.2030168771743774","1.2030168771743774","1.2030168771743774"
"70390","1.328979730606079","1.328979730606079","1.328979730606079","1.152642846107483","1.152642846107483","1.152642846107483","1.2061024904251099","1.2061024904251099","1.2061024904251099","0.929900050163269","0.929900050163269","0.929900050163269","1.2294902801513672","1.2294902801513672","1.2294902801513672"
"70490","1.3674918413162231","1.3674918413162231","1.3674918413162231","1.0821950435638428","1.0821950435638428","1.0821950435638428","1.1614525318145752","1.1614525318145752","1.1614525318145752","1.028252363204956","1.028252363204956","1.028252363204956","0.9799729585647583","0.9799729585647583","0.9799729585647583"
"70590","1.419938325881958","1.419938325881958","1.419938325881958","1.3792226314544678","1.3792226314544678","1.3792226314544678","0.9776764512062073","0.9776764512062073","0.9776764512062073","1.1749430894851685","1.1749430894851685","1.1749430894851685","1.2632700204849243","1.2632700204849243","1.2632700204849243"
"70690","1.2662923336029053","1.2662923336029053","1.2662923336029053","1.1822171211242676","1.1822171211242676","1.1822171211242676","0.9571257829666138","0.9571257829666138","0.9571257829666138","1.2191368341445923","1.2191368341445923","1.2191368341445923","1.1097099781036377","1.1097099781036377","1.1097099781036377"
"70790","1.217148780822754","1.217148780822754","1.217148780822754","1.0956048965454102","1.0956048965454102","1.0956048965454102","1.055750846862793","1.055750846862793","1.055750846862793","1.2038850784301758","1.2038850784301758","1.2038850784301758","1.1479904651641846","1.1479904651641846","1.1479904651641846"
"70816","1.229175329208374","1.229175329208374","1.229175329208374","1.3780701160430908","1.3780701160430908","1.3780701160430908","1.022329568862915","1.022329568862915","1.022329568862915","1.0769319534301758","1.0769319534301758","1.0769319534301758","1.0721235275268555","1.0721235275268555","1.0721235275268555"
"70916","1.299344539642334","1.299344539642334","1.299344539642334","1.1933703422546387","1.1933703422546387","1.1933703422546387","0.8360476493835449","0.8360476493835449","0.8360476493835449","1.0014064311981201","1.0014064311981201","1.0014064311981201","0.9834240674972534","0.9834240674972534","0.9834240674972534"
"71016","1.3497920036315918","1.3497920036315918","1.3497920036315918","1.399462103843689","1.399462103843689","1.399462103843689","1.0988147258758545","1.0988147258758545","1.0988147258758545","1.0695666074752808","1.0695666074752808","1.0695666074752808","1.0854041576385498","1.0854041576385498","1.0854041576385498"
"71116","1.1387898921966553","1.1387898921966553","1.1387898921966553","1.2116883993148804","1.2116883993148804","1.2116883993148804","1.1672526597976685","1.1672526597976685","1.1672526597976685","1.05641770362854","1.05641770362854","1.05641770362854","0.8928811550140381","0.8928811550140381","0.8928811550140381"
"71216","1.3937046527862549","1.3937046527862549","1.3937046527862549","1.2510697841644287","1.2510697841644287","1.2510697841644287","0.9033048152923584","0.9033048152923584","0.9033048152923584","1.0000516176223755","1.0000516176223755","1.0000516176223755","1.0444427728652954","1.0444427728652954","1.0444427728652954"
"71316","1.455962061882019","1.455962061882019","1.455962061882019","0.9907596111297607","0.9907596111297607","0.9907596111297607","1.0386168956756592","1.0386168956756592","1.0386168956756592","1.0204696655273438","1.0204696655273438","1.0204696655273438","1.3170228004455566","1.3170228004455566","1.3170228004455566"
"71416","1.0801326036453247","1.0801326036453247","1.0801326036453247","1.2428252696990967","1.2428252696990967","1.2428252696990967","1.17833411693573","1.17833411693573","1.17833411693573","1.0065175294876099","1.0065175294876099","1.0065175294876099","1.0427409410476685","1.0427409410476685","1.0427409410476685"
"71516","1.3253729343414307","1.3253729343414307","1.3253729343414307","1.1604743003845215","1.1604743003845215","1.1604743003845215","1.0497820377349854","1.0497820377349854","1.0497820377349854","1.1070317029953003","1.1070317029953003","1.1070317029953003","0.9703602194786072","0.9703602194786072","0.9703602194786072"
"71616","1.318589448928833","1.318589448928833","1.318589448928833","1.1559996604919434","1.1559996604919434","1.1559996604919434","1.0996816158294678","1.0996816158294678","1.0996816158294678","1.077507734298706","1.077507734298706","1.077507734298706","1.0304328203201294","1.0304328203201294","1.0304328203201294"
"71716","1.3106398582458496","1.3106398582458496","1.3106398582458496","1.1154426336288452","1.1154426336288452","1.1154426336288452","1.0863242149353027","1.0863242149353027","1.0863242149353027","1.1710386276245117","1.1710386276245117","1.1710386276245117","1.1437572240829468","1.1437572240829468","1.1437572240829468"
"71816","1.1511287689208984","1.1511287689208984","1.1511287689208984","1.0817281007766724","1.0817281007766724","1.0817281007766724","1.1945276260375977","1.1945276260375977","1.1945276260375977","1.2564451694488525","1.2564451694488525","1.2564451694488525","1.2278262376785278","1.2278262376785278","1.2278262376785278"
"71916","1.0530885457992554","1.0530885457992554","1.0530885457992554","1.1222708225250244","1.1222708225250244","1.1222708225250244","1.0865100622177124","1.0865100622177124","1.0865100622177124","1.2693679332733154","1.2693679332733154","1.2693679332733154","1.037636399269104","1.037636399269104","1.037636399269104"
"72016","1.2715539932250977","1.2715539932250977","1.2715539932250977","1.2397806644439697","1.2397806644439697","1.2397806644439697","0.9306639432907104","0.9306639432907104","0.9306639432907104","0.9888823628425598","0.9888823628425598","0.9888823628425598","0.970386266708374","0.970386266708374","0.970386266708374"
"72116","1.1984515190124512","1.1984515190124512","1.1984515190124512","1.2973018884658813","1.2973018884658813","1.2973018884658813","1.007682204246521","1.007682204246521","1.007682204246521","1.1443747282028198","1.1443747282028198","1.1443747282028198","1.0826894044876099","1.0826894044876099","1.0826894044876099"
"72216","1.0878798961639404","1.0878798961639404","1.0878798961639404","1.291764497756958","1.291764497756958","1.291764497756958","1.1105397939682007","1.1105397939682007","1.1105397939682007","0.8720213174819946","0.8720213174819946","0.8720213174819946","1.0654680728912354","1.0654680728912354","1.0654680728912354"
"72316","1.074116826057434","1.074116826057434","1.074116826057434","1.1136422157287598","1.1136422157287598","1.1136422157287598","1.2193267345428467","1.2193267345428467","1.2193267345428467","0.9033564925193787","0.9033564925193787","0.9033564925193787","1.2678407430648804","1.2678407430648804","1.2678407430648804"
"72416","1.3130065202713013","1.3130065202713013","1.3130065202713013","1.1734302043914795","1.1734302043914795","1.1734302043914795","1.0895370244979858","1.0895370244979858","1.0895370244979858","1.019411325454712","1.019411325454712","1.019411325454712","1.0313310623168945","1.0313310623168945","1.0313310623168945"
"72516","1.1140369176864624","1.1140369176864624","1.1140369176864624","1.095959186553955","1.095959186553955","1.095959186553955","1.200911045074463","1.200911045074463","1.200911045074463","1.0968592166900635","1.0968592166900635","1.0968592166900635","0.957709789276123","0.957709789276123","0.957709789276123"
