"Step","swa_coco_ltd_constraint_b005 - contrastive_loss","swa_coco_ltd_constraint_b005 - contrastive_loss__MIN","swa_coco_ltd_constraint_b005 - contrastive_loss__MAX","swa_coco_ltd_constraint_b01 - contrastive_loss","swa_coco_ltd_constraint_b01 - contrastive_loss__MIN","swa_coco_ltd_constraint_b01 - contrastive_loss__MAX","swa_coco_ltd_constraint_b03 - contrastive_loss","swa_coco_ltd_constraint_b03 - contrastive_loss__MIN","swa_coco_ltd_constraint_b03 - contrastive_loss__MAX","swa_coco_ltd_constraint - contrastive_loss","swa_coco_ltd_constraint - contrastive_loss__MIN","swa_coco_ltd_constraint - contrastive_loss__MAX","swa_coco_ltd - contrastive_loss","swa_coco_ltd - contrastive_loss__MIN","swa_coco_ltd - contrastive_loss__MAX"
"1000","2.079770565032959","2.079770565032959","2.079770565032959","2.291210651397705","2.291210651397705","2.291210651397705","2.151822328567505","2.151822328567505","2.151822328567505","2.088052749633789","2.088052749633789","2.088052749633789","2.192941188812256","2.192941188812256","2.192941188812256"
"1100","2.0373857021331787","2.0373857021331787","2.0373857021331787","1.8190548419952393","1.8190548419952393","1.8190548419952393","1.9699983596801758","1.9699983596801758","1.9699983596801758","2.3002872467041016","2.3002872467041016","2.3002872467041016","2.0750350952148438","2.0750350952148438","2.0750350952148438"
"1200","2.2044849395751953","2.2044849395751953","2.2044849395751953","1.8490169048309326","1.8490169048309326","1.8490169048309326","2.0392813682556152","2.0392813682556152","2.0392813682556152","2.1079275608062744","2.1079275608062744","2.1079275608062744","2.397094964981079","2.397094964981079","2.397094964981079"
"1300","2.0215237140655518","2.0215237140655518","2.0215237140655518","1.8573822975158691","1.8573822975158691","1.8573822975158691","2.0313026905059814","2.0313026905059814","2.0313026905059814","2.1083240509033203","2.1083240509033203","2.1083240509033203","2.339571237564087","2.339571237564087","2.339571237564087"
"1400","1.827850341796875","1.827850341796875","1.827850341796875","2.0372538566589355","2.0372538566589355","2.0372538566589355","1.7908129692077637","1.7908129692077637","1.7908129692077637","2.1760268211364746","2.1760268211364746","2.1760268211364746","2.148703098297119","2.148703098297119","2.148703098297119"
"1500","1.8193960189819336","1.8193960189819336","1.8193960189819336","2.0245749950408936","2.0245749950408936","2.0245749950408936","1.7930052280426025","1.7930052280426025","1.7930052280426025","1.96108877658844","1.96108877658844","1.96108877658844","2.000436782836914","2.000436782836914","2.000436782836914"
"1600","1.883438229560852","1.883438229560852","1.883438229560852","1.8999369144439697","1.8999369144439697","1.8999369144439697","1.902045726776123","1.902045726776123","1.902045726776123","1.8584539890289307","1.8584539890289307","1.8584539890289307","1.9629571437835693","1.9629571437835693","1.9629571437835693"
"1700","1.8150513172149658","1.8150513172149658","1.8150513172149658","1.6985950469970703","1.6985950469970703","1.6985950469970703","2.0879764556884766","2.0879764556884766","2.0879764556884766","1.7672001123428345","1.7672001123428345","1.7672001123428345","1.9270055294036865","1.9270055294036865","1.9270055294036865"
"1800","1.7585688829421997","1.7585688829421997","1.7585688829421997","1.9345388412475586","1.9345388412475586","1.9345388412475586","2.0954129695892334","2.0954129695892334","2.0954129695892334","1.8198153972625732","1.8198153972625732","1.8198153972625732","1.9334989786148071","1.9334989786148071","1.9334989786148071"
"1900","1.8314552307128906","1.8314552307128906","1.8314552307128906","1.9829598665237427","1.9829598665237427","1.9829598665237427","1.6605740785598755","1.6605740785598755","1.6605740785598755","1.904045820236206","1.904045820236206","1.904045820236206","1.7234117984771729","1.7234117984771729","1.7234117984771729"
"2000","1.798488736152649","1.798488736152649","1.798488736152649","1.7821474075317383","1.7821474075317383","1.7821474075317383","1.9136219024658203","1.9136219024658203","1.9136219024658203","1.8726896047592163","1.8726896047592163","1.8726896047592163","1.7671928405761719","1.7671928405761719","1.7671928405761719"
"2100","1.9305710792541504","1.9305710792541504","1.9305710792541504","1.8444855213165283","1.8444855213165283","1.8444855213165283","2.1283679008483887","2.1283679008483887","2.1283679008483887","1.8521201610565186","1.8521201610565186","1.8521201610565186","1.7971653938293457","1.7971653938293457","1.7971653938293457"
"2200","1.8783148527145386","1.8783148527145386","1.8783148527145386","1.8549292087554932","1.8549292087554932","1.8549292087554932","1.8684122562408447","1.8684122562408447","1.8684122562408447","1.939638614654541","1.939638614654541","1.939638614654541","1.9558358192443848","1.9558358192443848","1.9558358192443848"
"2300","1.9899652004241943","1.9899652004241943","1.9899652004241943","1.7765260934829712","1.7765260934829712","1.7765260934829712","1.8134181499481201","1.8134181499481201","1.8134181499481201","1.675934076309204","1.675934076309204","1.675934076309204","1.9779448509216309","1.9779448509216309","1.9779448509216309"
"2400","1.8374491930007935","1.8374491930007935","1.8374491930007935","1.8261438608169556","1.8261438608169556","1.8261438608169556","1.7188295125961304","1.7188295125961304","1.7188295125961304","1.8621277809143066","1.8621277809143066","1.8621277809143066","2.004230260848999","2.004230260848999","2.004230260848999"
"2500","1.9224318265914917","1.9224318265914917","1.9224318265914917","1.5470631122589111","1.5470631122589111","1.5470631122589111","1.821394443511963","1.821394443511963","1.821394443511963","1.8732640743255615","1.8732640743255615","1.8732640743255615","1.9867291450500488","1.9867291450500488","1.9867291450500488"
"2600","1.8361804485321045","1.8361804485321045","1.8361804485321045","1.8224060535430908","1.8224060535430908","1.8224060535430908","1.7961499691009521","1.7961499691009521","1.7961499691009521","1.8882980346679688","1.8882980346679688","1.8882980346679688","1.8193124532699585","1.8193124532699585","1.8193124532699585"
"2700","1.8376071453094482","1.8376071453094482","1.8376071453094482","1.6807458400726318","1.6807458400726318","1.6807458400726318","1.558931827545166","1.558931827545166","1.558931827545166","1.8696508407592773","1.8696508407592773","1.8696508407592773","1.7153842449188232","1.7153842449188232","1.7153842449188232"
"2800","1.856555461883545","1.856555461883545","1.856555461883545","1.781219244003296","1.781219244003296","1.781219244003296","1.5935815572738647","1.5935815572738647","1.5935815572738647","2.094326972961426","2.094326972961426","2.094326972961426","1.8737571239471436","1.8737571239471436","1.8737571239471436"
"2900","1.912414312362671","1.912414312362671","1.912414312362671","1.9537445306777954","1.9537445306777954","1.9537445306777954","1.7004406452178955","1.7004406452178955","1.7004406452178955","1.6570794582366943","1.6570794582366943","1.6570794582366943","1.807662010192871","1.807662010192871","1.807662010192871"
"3000","1.656804084777832","1.656804084777832","1.656804084777832","1.6395938396453857","1.6395938396453857","1.6395938396453857","1.5670270919799805","1.5670270919799805","1.5670270919799805","1.8972901105880737","1.8972901105880737","1.8972901105880737","1.8933048248291016","1.8933048248291016","1.8933048248291016"
"3100","1.6749229431152344","1.6749229431152344","1.6749229431152344","1.7524951696395874","1.7524951696395874","1.7524951696395874","1.7843414545059204","1.7843414545059204","1.7843414545059204","1.8079445362091064","1.8079445362091064","1.8079445362091064","1.6531805992126465","1.6531805992126465","1.6531805992126465"
"3200","1.8563002347946167","1.8563002347946167","1.8563002347946167","1.6764452457427979","1.6764452457427979","1.6764452457427979","1.6421387195587158","1.6421387195587158","1.6421387195587158","1.6295554637908936","1.6295554637908936","1.6295554637908936","1.6152397394180298","1.6152397394180298","1.6152397394180298"
"3300","1.687852382659912","1.687852382659912","1.687852382659912","1.7117829322814941","1.7117829322814941","1.7117829322814941","1.7911430597305298","1.7911430597305298","1.7911430597305298","1.8510921001434326","1.8510921001434326","1.8510921001434326","1.9074921607971191","1.9074921607971191","1.9074921607971191"
"3400","1.984307885169983","1.984307885169983","1.984307885169983","1.6196908950805664","1.6196908950805664","1.6196908950805664","1.729079008102417","1.729079008102417","1.729079008102417","1.6789636611938477","1.6789636611938477","1.6789636611938477","1.87070894241333","1.87070894241333","1.87070894241333"
"3500","1.5794154405593872","1.5794154405593872","1.5794154405593872","1.7497880458831787","1.7497880458831787","1.7497880458831787","1.8545572757720947","1.8545572757720947","1.8545572757720947","1.7321017980575562","1.7321017980575562","1.7321017980575562","1.7961219549179077","1.7961219549179077","1.7961219549179077"
"3600","1.471415400505066","1.471415400505066","1.471415400505066","1.5137581825256348","1.5137581825256348","1.5137581825256348","1.5517809391021729","1.5517809391021729","1.5517809391021729","1.8967278003692627","1.8967278003692627","1.8967278003692627","1.6677308082580566","1.6677308082580566","1.6677308082580566"
"3700","1.792590856552124","1.792590856552124","1.792590856552124","1.9899027347564697","1.9899027347564697","1.9899027347564697","1.746376872062683","1.746376872062683","1.746376872062683","1.6127053499221802","1.6127053499221802","1.6127053499221802","1.737516164779663","1.737516164779663","1.737516164779663"
"3800","1.5912843942642212","1.5912843942642212","1.5912843942642212","1.6518114805221558","1.6518114805221558","1.6518114805221558","1.6950029134750366","1.6950029134750366","1.6950029134750366","1.679591417312622","1.679591417312622","1.679591417312622","1.9517674446105957","1.9517674446105957","1.9517674446105957"
"3900","1.7531012296676636","1.7531012296676636","1.7531012296676636","1.6456108093261719","1.6456108093261719","1.6456108093261719","1.4825913906097412","1.4825913906097412","1.4825913906097412","1.8779767751693726","1.8779767751693726","1.8779767751693726","1.6815061569213867","1.6815061569213867","1.6815061569213867"
"4000","1.6725941896438599","1.6725941896438599","1.6725941896438599","1.7827157974243164","1.7827157974243164","1.7827157974243164","1.5939589738845825","1.5939589738845825","1.5939589738845825","1.7045397758483887","1.7045397758483887","1.7045397758483887","1.7241816520690918","1.7241816520690918","1.7241816520690918"
"4100","1.6978509426116943","1.6978509426116943","1.6978509426116943","1.732311725616455","1.732311725616455","1.732311725616455","1.791933536529541","1.791933536529541","1.791933536529541","1.4586522579193115","1.4586522579193115","1.4586522579193115","1.7647640705108643","1.7647640705108643","1.7647640705108643"
"4200","1.7562404870986938","1.7562404870986938","1.7562404870986938","1.5237019062042236","1.5237019062042236","1.5237019062042236","1.6229918003082275","1.6229918003082275","1.6229918003082275","1.7434701919555664","1.7434701919555664","1.7434701919555664","1.7333464622497559","1.7333464622497559","1.7333464622497559"
"4300","1.7771223783493042","1.7771223783493042","1.7771223783493042","1.6420741081237793","1.6420741081237793","1.6420741081237793","1.781988501548767","1.781988501548767","1.781988501548767","1.7631782293319702","1.7631782293319702","1.7631782293319702","1.574210524559021","1.574210524559021","1.574210524559021"
"4400","1.674284815788269","1.674284815788269","1.674284815788269","1.6078190803527832","1.6078190803527832","1.6078190803527832","1.6335455179214478","1.6335455179214478","1.6335455179214478","1.50885009765625","1.50885009765625","1.50885009765625","1.6993622779846191","1.6993622779846191","1.6993622779846191"
"4426","1.8646349906921387","1.8646349906921387","1.8646349906921387","1.7291052341461182","1.7291052341461182","1.7291052341461182","1.818295955657959","1.818295955657959","1.818295955657959","1.6629140377044678","1.6629140377044678","1.6629140377044678","1.7043845653533936","1.7043845653533936","1.7043845653533936"
"4526","1.5458080768585205","1.5458080768585205","1.5458080768585205","1.7136037349700928","1.7136037349700928","1.7136037349700928","1.6386204957962036","1.6386204957962036","1.6386204957962036","1.7413980960845947","1.7413980960845947","1.7413980960845947","1.4752302169799805","1.4752302169799805","1.4752302169799805"
"4626","1.7296911478042603","1.7296911478042603","1.7296911478042603","1.4966776371002197","1.4966776371002197","1.4966776371002197","1.5954670906066895","1.5954670906066895","1.5954670906066895","1.7914059162139893","1.7914059162139893","1.7914059162139893","1.515876054763794","1.515876054763794","1.515876054763794"
"4726","1.5807545185089111","1.5807545185089111","1.5807545185089111","1.6984825134277344","1.6984825134277344","1.6984825134277344","1.5601212978363037","1.5601212978363037","1.5601212978363037","1.4187321662902832","1.4187321662902832","1.4187321662902832","1.7079975605010986","1.7079975605010986","1.7079975605010986"
"4826","1.6020352840423584","1.6020352840423584","1.6020352840423584","1.6171895265579224","1.6171895265579224","1.6171895265579224","1.5092302560806274","1.5092302560806274","1.5092302560806274","1.7014662027359009","1.7014662027359009","1.7014662027359009","1.9245893955230713","1.9245893955230713","1.9245893955230713"
"4926","1.6524136066436768","1.6524136066436768","1.6524136066436768","1.5788912773132324","1.5788912773132324","1.5788912773132324","1.4647607803344727","1.4647607803344727","1.4647607803344727","1.520174264907837","1.520174264907837","1.520174264907837","1.6572256088256836","1.6572256088256836","1.6572256088256836"
"5026","1.5919028520584106","1.5919028520584106","1.5919028520584106","1.5092315673828125","1.5092315673828125","1.5092315673828125","1.6588484048843384","1.6588484048843384","1.6588484048843384","1.4997835159301758","1.4997835159301758","1.4997835159301758","1.8496417999267578","1.8496417999267578","1.8496417999267578"
"5126","1.7326951026916504","1.7326951026916504","1.7326951026916504","1.6290414333343506","1.6290414333343506","1.6290414333343506","1.7012087106704712","1.7012087106704712","1.7012087106704712","1.5243475437164307","1.5243475437164307","1.5243475437164307","1.7909530401229858","1.7909530401229858","1.7909530401229858"
"5226","1.8912545442581177","1.8912545442581177","1.8912545442581177","1.6667901277542114","1.6667901277542114","1.6667901277542114","1.566277265548706","1.566277265548706","1.566277265548706","1.3399330377578735","1.3399330377578735","1.3399330377578735","1.568976640701294","1.568976640701294","1.568976640701294"
"5326","1.3741745948791504","1.3741745948791504","1.3741745948791504","1.5994608402252197","1.5994608402252197","1.5994608402252197","1.6651124954223633","1.6651124954223633","1.6651124954223633","1.7636876106262207","1.7636876106262207","1.7636876106262207","1.5858973264694214","1.5858973264694214","1.5858973264694214"
"5426","1.6573154926300049","1.6573154926300049","1.6573154926300049","1.5195026397705078","1.5195026397705078","1.5195026397705078","1.7596415281295776","1.7596415281295776","1.7596415281295776","1.6121575832366943","1.6121575832366943","1.6121575832366943","1.637919545173645","1.637919545173645","1.637919545173645"
"5526","1.5125548839569092","1.5125548839569092","1.5125548839569092","1.6131744384765625","1.6131744384765625","1.6131744384765625","1.4639735221862793","1.4639735221862793","1.4639735221862793","1.4882783889770508","1.4882783889770508","1.4882783889770508","1.5843775272369385","1.5843775272369385","1.5843775272369385"
"5626","1.7337546348571777","1.7337546348571777","1.7337546348571777","1.5362244844436646","1.5362244844436646","1.5362244844436646","1.5869897603988647","1.5869897603988647","1.5869897603988647","1.814544916152954","1.814544916152954","1.814544916152954","1.4534060955047607","1.4534060955047607","1.4534060955047607"
"5726","1.8266518115997314","1.8266518115997314","1.8266518115997314","1.5416910648345947","1.5416910648345947","1.5416910648345947","1.462032437324524","1.462032437324524","1.462032437324524","1.7249565124511719","1.7249565124511719","1.7249565124511719","1.5230116844177246","1.5230116844177246","1.5230116844177246"
"5826","1.6267362833023071","1.6267362833023071","1.6267362833023071","1.7417975664138794","1.7417975664138794","1.7417975664138794","1.7411112785339355","1.7411112785339355","1.7411112785339355","1.6467711925506592","1.6467711925506592","1.6467711925506592","1.6777849197387695","1.6777849197387695","1.6777849197387695"
"5926","1.587383508682251","1.587383508682251","1.587383508682251","1.3213815689086914","1.3213815689086914","1.3213815689086914","1.8297274112701416","1.8297274112701416","1.8297274112701416","1.6631364822387695","1.6631364822387695","1.6631364822387695","1.799170970916748","1.799170970916748","1.799170970916748"
"6026","1.4956384897232056","1.4956384897232056","1.4956384897232056","1.5369935035705566","1.5369935035705566","1.5369935035705566","1.3862754106521606","1.3862754106521606","1.3862754106521606","1.4025059938430786","1.4025059938430786","1.4025059938430786","1.4974055290222168","1.4974055290222168","1.4974055290222168"
"6126","1.5006060600280762","1.5006060600280762","1.5006060600280762","1.6483259201049805","1.6483259201049805","1.6483259201049805","1.3725152015686035","1.3725152015686035","1.3725152015686035","1.6266611814498901","1.6266611814498901","1.6266611814498901","1.6238675117492676","1.6238675117492676","1.6238675117492676"
"6226","1.5452772378921509","1.5452772378921509","1.5452772378921509","1.443894863128662","1.443894863128662","1.443894863128662","1.4301481246948242","1.4301481246948242","1.4301481246948242","1.7176729440689087","1.7176729440689087","1.7176729440689087","1.6574506759643555","1.6574506759643555","1.6574506759643555"
"6326","1.7500861883163452","1.7500861883163452","1.7500861883163452","1.6819095611572266","1.6819095611572266","1.6819095611572266","1.315711498260498","1.315711498260498","1.315711498260498","1.5900847911834717","1.5900847911834717","1.5900847911834717","1.525770664215088","1.525770664215088","1.525770664215088"
"6426","1.843584418296814","1.843584418296814","1.843584418296814","1.715584397315979","1.715584397315979","1.715584397315979","1.7080633640289307","1.7080633640289307","1.7080633640289307","1.5752283334732056","1.5752283334732056","1.5752283334732056","1.9295380115509033","1.9295380115509033","1.9295380115509033"
"6526","1.640178918838501","1.640178918838501","1.640178918838501","1.7928040027618408","1.7928040027618408","1.7928040027618408","1.4899656772613525","1.4899656772613525","1.4899656772613525","1.5190660953521729","1.5190660953521729","1.5190660953521729","1.546359896659851","1.546359896659851","1.546359896659851"
"6626","1.4137873649597168","1.4137873649597168","1.4137873649597168","1.5777475833892822","1.5777475833892822","1.5777475833892822","1.5770072937011719","1.5770072937011719","1.5770072937011719","1.64626145362854","1.64626145362854","1.64626145362854","1.6339375972747803","1.6339375972747803","1.6339375972747803"
"6726","1.4951752424240112","1.4951752424240112","1.4951752424240112","1.8576974868774414","1.8576974868774414","1.8576974868774414","1.4676027297973633","1.4676027297973633","1.4676027297973633","1.6748147010803223","1.6748147010803223","1.6748147010803223","1.5630037784576416","1.5630037784576416","1.5630037784576416"
"6826","1.7272839546203613","1.7272839546203613","1.7272839546203613","1.5856406688690186","1.5856406688690186","1.5856406688690186","1.7079439163208008","1.7079439163208008","1.7079439163208008","1.7151448726654053","1.7151448726654053","1.7151448726654053","1.353147029876709","1.353147029876709","1.353147029876709"
"6926","1.5967848300933838","1.5967848300933838","1.5967848300933838","1.5996121168136597","1.5996121168136597","1.5996121168136597","1.8548600673675537","1.8548600673675537","1.8548600673675537","1.5585715770721436","1.5585715770721436","1.5585715770721436","1.3954200744628906","1.3954200744628906","1.3954200744628906"
"7026","1.6591664552688599","1.6591664552688599","1.6591664552688599","1.663982629776001","1.663982629776001","1.663982629776001","1.4429669380187988","1.4429669380187988","1.4429669380187988","1.778226375579834","1.778226375579834","1.778226375579834","1.7718756198883057","1.7718756198883057","1.7718756198883057"
"7126","1.5642613172531128","1.5642613172531128","1.5642613172531128","1.7209279537200928","1.7209279537200928","1.7209279537200928","1.3673546314239502","1.3673546314239502","1.3673546314239502","1.6488561630249023","1.6488561630249023","1.6488561630249023","1.9685629606246948","1.9685629606246948","1.9685629606246948"
"7226","1.7528095245361328","1.7528095245361328","1.7528095245361328","1.5918656587600708","1.5918656587600708","1.5918656587600708","1.7154426574707031","1.7154426574707031","1.7154426574707031","1.5868841409683228","1.5868841409683228","1.5868841409683228","1.713356614112854","1.713356614112854","1.713356614112854"
"7326","1.5690701007843018","1.5690701007843018","1.5690701007843018","1.3314087390899658","1.3314087390899658","1.3314087390899658","1.5241715908050537","1.5241715908050537","1.5241715908050537","1.567009687423706","1.567009687423706","1.567009687423706","1.5624343156814575","1.5624343156814575","1.5624343156814575"
"7426","1.6315548419952393","1.6315548419952393","1.6315548419952393","1.9070744514465332","1.9070744514465332","1.9070744514465332","1.4871299266815186","1.4871299266815186","1.4871299266815186","1.511667251586914","1.511667251586914","1.511667251586914","1.680489420890808","1.680489420890808","1.680489420890808"
"7526","1.5960463285446167","1.5960463285446167","1.5960463285446167","1.6267738342285156","1.6267738342285156","1.6267738342285156","1.5793335437774658","1.5793335437774658","1.5793335437774658","1.476116418838501","1.476116418838501","1.476116418838501","1.5474112033843994","1.5474112033843994","1.5474112033843994"
"7626","1.3607608079910278","1.3607608079910278","1.3607608079910278","1.6497344970703125","1.6497344970703125","1.6497344970703125","1.7133073806762695","1.7133073806762695","1.7133073806762695","1.5593440532684326","1.5593440532684326","1.5593440532684326","1.7521482706069946","1.7521482706069946","1.7521482706069946"
"7726","1.565237045288086","1.565237045288086","1.565237045288086","1.6972484588623047","1.6972484588623047","1.6972484588623047","1.4948756694793701","1.4948756694793701","1.4948756694793701","1.5198659896850586","1.5198659896850586","1.5198659896850586","1.311176061630249","1.311176061630249","1.311176061630249"
"7826","1.4521033763885498","1.4521033763885498","1.4521033763885498","1.5600244998931885","1.5600244998931885","1.5600244998931885","1.5831207036972046","1.5831207036972046","1.5831207036972046","1.6513038873672485","1.6513038873672485","1.6513038873672485","1.4818048477172852","1.4818048477172852","1.4818048477172852"
"7926","1.6905324459075928","1.6905324459075928","1.6905324459075928","1.4406046867370605","1.4406046867370605","1.4406046867370605","1.666919469833374","1.666919469833374","1.666919469833374","1.4936347007751465","1.4936347007751465","1.4936347007751465","1.722205400466919","1.722205400466919","1.722205400466919"
"8026","1.5685083866119385","1.5685083866119385","1.5685083866119385","1.6975653171539307","1.6975653171539307","1.6975653171539307","1.7360317707061768","1.7360317707061768","1.7360317707061768","1.3421852588653564","1.3421852588653564","1.3421852588653564","1.469445824623108","1.469445824623108","1.469445824623108"
"8126","1.7489145994186401","1.7489145994186401","1.7489145994186401","1.619283676147461","1.619283676147461","1.619283676147461","1.4868290424346924","1.4868290424346924","1.4868290424346924","1.683764934539795","1.683764934539795","1.683764934539795","1.5721949338912964","1.5721949338912964","1.5721949338912964"
"8226","1.7695022821426392","1.7695022821426392","1.7695022821426392","1.6050113439559937","1.6050113439559937","1.6050113439559937","1.8244200944900513","1.8244200944900513","1.8244200944900513","1.6475967168807983","1.6475967168807983","1.6475967168807983","1.6207398176193237","1.6207398176193237","1.6207398176193237"
"8326","1.690401315689087","1.690401315689087","1.690401315689087","1.5970065593719482","1.5970065593719482","1.5970065593719482","1.6488745212554932","1.6488745212554932","1.6488745212554932","1.5167577266693115","1.5167577266693115","1.5167577266693115","1.5954253673553467","1.5954253673553467","1.5954253673553467"
"8426","1.3537485599517822","1.3537485599517822","1.3537485599517822","1.5338741540908813","1.5338741540908813","1.5338741540908813","1.50272798538208","1.50272798538208","1.50272798538208","1.2511818408966064","1.2511818408966064","1.2511818408966064","1.5582528114318848","1.5582528114318848","1.5582528114318848"
"8526","1.4524331092834473","1.4524331092834473","1.4524331092834473","1.701847791671753","1.701847791671753","1.701847791671753","1.5104669332504272","1.5104669332504272","1.5104669332504272","1.4169163703918457","1.4169163703918457","1.4169163703918457","1.5332272052764893","1.5332272052764893","1.5332272052764893"
"8626","1.544806718826294","1.544806718826294","1.544806718826294","1.4885642528533936","1.4885642528533936","1.4885642528533936","1.580625057220459","1.580625057220459","1.580625057220459","1.4499859809875488","1.4499859809875488","1.4499859809875488","1.7681233882904053","1.7681233882904053","1.7681233882904053"
"8726","1.780455231666565","1.780455231666565","1.780455231666565","1.5540372133255005","1.5540372133255005","1.5540372133255005","1.4236253499984741","1.4236253499984741","1.4236253499984741","1.656629204750061","1.656629204750061","1.656629204750061","1.582947015762329","1.582947015762329","1.582947015762329"
"8826","1.705045223236084","1.705045223236084","1.705045223236084","1.640588641166687","1.640588641166687","1.640588641166687","1.4370570182800293","1.4370570182800293","1.4370570182800293","1.4042387008666992","1.4042387008666992","1.4042387008666992","1.6898669004440308","1.6898669004440308","1.6898669004440308"
"8852","1.624193549156189","1.624193549156189","1.624193549156189","1.399506688117981","1.399506688117981","1.399506688117981","1.3907920122146606","1.3907920122146606","1.3907920122146606","1.6025457382202148","1.6025457382202148","1.6025457382202148","1.4693076610565186","1.4693076610565186","1.4693076610565186"
"8952","1.4293240308761597","1.4293240308761597","1.4293240308761597","1.564115047454834","1.564115047454834","1.564115047454834","1.6707913875579834","1.6707913875579834","1.6707913875579834","1.434861421585083","1.434861421585083","1.434861421585083","1.4637846946716309","1.4637846946716309","1.4637846946716309"
"9052","1.3057751655578613","1.3057751655578613","1.3057751655578613","1.5201493501663208","1.5201493501663208","1.5201493501663208","1.5393779277801514","1.5393779277801514","1.5393779277801514","1.484440803527832","1.484440803527832","1.484440803527832","1.657051920890808","1.657051920890808","1.657051920890808"
"9152","1.6682686805725098","1.6682686805725098","1.6682686805725098","1.7628707885742188","1.7628707885742188","1.7628707885742188","1.569711446762085","1.569711446762085","1.569711446762085","1.681044578552246","1.681044578552246","1.681044578552246","1.675694227218628","1.675694227218628","1.675694227218628"
"9252","1.6566503047943115","1.6566503047943115","1.6566503047943115","1.5059833526611328","1.5059833526611328","1.5059833526611328","1.4023438692092896","1.4023438692092896","1.4023438692092896","1.454512596130371","1.454512596130371","1.454512596130371","1.5395153760910034","1.5395153760910034","1.5395153760910034"
"9352","1.5041131973266602","1.5041131973266602","1.5041131973266602","1.50473952293396","1.50473952293396","1.50473952293396","1.436281681060791","1.436281681060791","1.436281681060791","1.3202264308929443","1.3202264308929443","1.3202264308929443","1.3095866441726685","1.3095866441726685","1.3095866441726685"
