"Step","swa_coco_baseline - loss","swa_coco_baseline - loss__MIN","swa_coco_baseline - loss__MAX"
"13878","1.4609496593475342","1.4609496593475342","1.4609496593475342"
"13978","1.4670665264129639","1.4670665264129639","1.4670665264129639"
"14078","1.5560144186019897","1.5560144186019897","1.5560144186019897"
"14178","1.4068714380264282","1.4068714380264282","1.4068714380264282"
"14278","1.5409480333328247","1.5409480333328247","1.5409480333328247"
"14378","1.7191998958587646","1.7191998958587646","1.7191998958587646"
"14478","1.297446846961975","1.297446846961975","1.297446846961975"
"14578","1.454167366027832","1.454167366027832","1.454167366027832"
"14678","1.1718226671218872","1.1718226671218872","1.1718226671218872"
"14778","1.495537281036377","1.495537281036377","1.495537281036377"
"14878","1.3521428108215332","1.3521428108215332","1.3521428108215332"
"14978","1.4121532440185547","1.4121532440185547","1.4121532440185547"
"15078","1.5581724643707275","1.5581724643707275","1.5581724643707275"
"15178","1.5268770456314087","1.5268770456314087","1.5268770456314087"
"15278","1.4612987041473389","1.4612987041473389","1.4612987041473389"
"15378","1.436750054359436","1.436750054359436","1.436750054359436"
"15478","1.4667868614196777","1.4667868614196777","1.4667868614196777"
"15578","1.4745848178863525","1.4745848178863525","1.4745848178863525"
"15678","1.5033267736434937","1.5033267736434937","1.5033267736434937"
"15778","1.3890457153320312","1.3890457153320312","1.3890457153320312"
"15878","1.4022750854492188","1.4022750854492188","1.4022750854492188"
"15978","1.5258748531341553","1.5258748531341553","1.5258748531341553"
"16078","1.4071297645568848","1.4071297645568848","1.4071297645568848"
"16178","1.3619346618652344","1.3619346618652344","1.3619346618652344"
"16278","1.5667942762374878","1.5667942762374878","1.5667942762374878"
"16378","1.4463807344436646","1.4463807344436646","1.4463807344436646"
"16478","1.4414600133895874","1.4414600133895874","1.4414600133895874"
"16578","1.1607153415679932","1.1607153415679932","1.1607153415679932"
"16678","1.5760955810546875","1.5760955810546875","1.5760955810546875"
"16778","1.4940204620361328","1.4940204620361328","1.4940204620361328"
"16878","1.3822076320648193","1.3822076320648193","1.3822076320648193"
"16978","1.3784010410308838","1.3784010410308838","1.3784010410308838"
"17078","1.2320524454116821","1.2320524454116821","1.2320524454116821"
"17178","1.4833691120147705","1.4833691120147705","1.4833691120147705"
"17278","1.3655835390090942","1.3655835390090942","1.3655835390090942"
"17378","1.5772204399108887","1.5772204399108887","1.5772204399108887"
"17478","1.5290489196777344","1.5290489196777344","1.5290489196777344"
"17578","1.553083896636963","1.553083896636963","1.553083896636963"
"17678","1.3535083532333374","1.3535083532333374","1.3535083532333374"
"17704","1.2706694602966309","1.2706694602966309","1.2706694602966309"
"17804","1.7484087944030762","1.7484087944030762","1.7484087944030762"
"17904","1.4737577438354492","1.4737577438354492","1.4737577438354492"
"18004","1.5055999755859375","1.5055999755859375","1.5055999755859375"
"18104","1.6394579410552979","1.6394579410552979","1.6394579410552979"
"18204","1.3747111558914185","1.3747111558914185","1.3747111558914185"
"18304","1.3581491708755493","1.3581491708755493","1.3581491708755493"
"18404","1.6044561862945557","1.6044561862945557","1.6044561862945557"
"18504","1.496071219444275","1.496071219444275","1.496071219444275"
"18604","1.2779631614685059","1.2779631614685059","1.2779631614685059"
"18704","1.5395228862762451","1.5395228862762451","1.5395228862762451"
"18804","1.406041145324707","1.406041145324707","1.406041145324707"
"18904","1.3925243616104126","1.3925243616104126","1.3925243616104126"
"19004","1.4250309467315674","1.4250309467315674","1.4250309467315674"
"19104","1.3454616069793701","1.3454616069793701","1.3454616069793701"
"19204","1.5646408796310425","1.5646408796310425","1.5646408796310425"
"19304","1.1861426830291748","1.1861426830291748","1.1861426830291748"
"19404","1.1806191205978394","1.1806191205978394","1.1806191205978394"
"19504","1.3219618797302246","1.3219618797302246","1.3219618797302246"
"19604","1.3464648723602295","1.3464648723602295","1.3464648723602295"
"19704","1.3235282897949219","1.3235282897949219","1.3235282897949219"
"19804","1.1737158298492432","1.1737158298492432","1.1737158298492432"
"19904","1.4143404960632324","1.4143404960632324","1.4143404960632324"
"20004","1.4055209159851074","1.4055209159851074","1.4055209159851074"
"20104","1.1745214462280273","1.1745214462280273","1.1745214462280273"
"20204","1.249345302581787","1.249345302581787","1.249345302581787"
"20304","1.2919344902038574","1.2919344902038574","1.2919344902038574"
"20404","1.3063251972198486","1.3063251972198486","1.3063251972198486"
"20504","1.311147928237915","1.311147928237915","1.311147928237915"
"20604","1.3713008165359497","1.3713008165359497","1.3713008165359497"
"20704","1.6304616928100586","1.6304616928100586","1.6304616928100586"
"20804","1.5015506744384766","1.5015506744384766","1.5015506744384766"
"20904","1.4750950336456299","1.4750950336456299","1.4750950336456299"
"21004","1.4508261680603027","1.4508261680603027","1.4508261680603027"
"21104","1.2693339586257935","1.2693339586257935","1.2693339586257935"
"21204","1.3135454654693604","1.3135454654693604","1.3135454654693604"
"21304","1.093063473701477","1.093063473701477","1.093063473701477"
"21404","1.5803420543670654","1.5803420543670654","1.5803420543670654"
"21504","1.2709033489227295","1.2709033489227295","1.2709033489227295"
"21604","1.3677270412445068","1.3677270412445068","1.3677270412445068"
"21704","1.0847736597061157","1.0847736597061157","1.0847736597061157"
"21804","1.4352045059204102","1.4352045059204102","1.4352045059204102"
"21904","1.2668778896331787","1.2668778896331787","1.2668778896331787"
"22004","1.3177168369293213","1.3177168369293213","1.3177168369293213"
"22104","1.4327163696289062","1.4327163696289062","1.4327163696289062"
"22130","1.2330892086029053","1.2330892086029053","1.2330892086029053"
"22230","1.2135941982269287","1.2135941982269287","1.2135941982269287"
"22330","1.1480013132095337","1.1480013132095337","1.1480013132095337"
"22430","1.3241231441497803","1.3241231441497803","1.3241231441497803"
"22530","1.2849345207214355","1.2849345207214355","1.2849345207214355"
"22630","1.4609148502349854","1.4609148502349854","1.4609148502349854"
"22730","1.648355484008789","1.648355484008789","1.648355484008789"
"22830","1.3508107662200928","1.3508107662200928","1.3508107662200928"
"22930","1.5400466918945312","1.5400466918945312","1.5400466918945312"
"23030","1.4839425086975098","1.4839425086975098","1.4839425086975098"
"23130","1.5429123640060425","1.5429123640060425","1.5429123640060425"
"23230","1.5368635654449463","1.5368635654449463","1.5368635654449463"
"23330","1.3347599506378174","1.3347599506378174","1.3347599506378174"
"23430","1.4763493537902832","1.4763493537902832","1.4763493537902832"
"23530","1.470318078994751","1.470318078994751","1.470318078994751"
"23630","1.331474781036377","1.331474781036377","1.331474781036377"
"23730","1.369297981262207","1.369297981262207","1.369297981262207"
"23830","1.4784619808197021","1.4784619808197021","1.4784619808197021"
"23930","1.270310401916504","1.270310401916504","1.270310401916504"
"24030","1.2624595165252686","1.2624595165252686","1.2624595165252686"
"24130","1.2944695949554443","1.2944695949554443","1.2944695949554443"
"24230","1.0907095670700073","1.0907095670700073","1.0907095670700073"
"24330","1.0783536434173584","1.0783536434173584","1.0783536434173584"
"24430","1.4243803024291992","1.4243803024291992","1.4243803024291992"
"24530","1.3126108646392822","1.3126108646392822","1.3126108646392822"
"24630","1.2075659036636353","1.2075659036636353","1.2075659036636353"
"24730","1.3438018560409546","1.3438018560409546","1.3438018560409546"
"24830","1.1280806064605713","1.1280806064605713","1.1280806064605713"
"24930","1.3298070430755615","1.3298070430755615","1.3298070430755615"
"25030","1.2397537231445312","1.2397537231445312","1.2397537231445312"
"25130","1.2332711219787598","1.2332711219787598","1.2332711219787598"
"25230","1.3417174816131592","1.3417174816131592","1.3417174816131592"
"25330","1.206154227256775","1.206154227256775","1.206154227256775"
"25430","1.2195210456848145","1.2195210456848145","1.2195210456848145"
"25530","1.3765108585357666","1.3765108585357666","1.3765108585357666"
"25630","1.5026578903198242","1.5026578903198242","1.5026578903198242"
"25730","1.3832271099090576","1.3832271099090576","1.3832271099090576"
"25830","1.4098660945892334","1.4098660945892334","1.4098660945892334"
"25930","1.4200429916381836","1.4200429916381836","1.4200429916381836"
"26030","1.365648865699768","1.365648865699768","1.365648865699768"
"26130","1.3427226543426514","1.3427226543426514","1.3427226543426514"
"26230","1.3808488845825195","1.3808488845825195","1.3808488845825195"
"26330","1.4627137184143066","1.4627137184143066","1.4627137184143066"
"26430","1.2708964347839355","1.2708964347839355","1.2708964347839355"
"26530","1.3733086585998535","1.3733086585998535","1.3733086585998535"
"26556","1.4192841053009033","1.4192841053009033","1.4192841053009033"
"26656","1.3127124309539795","1.3127124309539795","1.3127124309539795"
"26756","1.4056131839752197","1.4056131839752197","1.4056131839752197"
"26856","1.4206771850585938","1.4206771850585938","1.4206771850585938"
"26956","1.206299066543579","1.206299066543579","1.206299066543579"
"27056","1.2689275741577148","1.2689275741577148","1.2689275741577148"
"27156","1.2196080684661865","1.2196080684661865","1.2196080684661865"
"27256","1.2647331953048706","1.2647331953048706","1.2647331953048706"
"27356","1.1841192245483398","1.1841192245483398","1.1841192245483398"
"27456","1.404242753982544","1.404242753982544","1.404242753982544"
"27556","1.367518424987793","1.367518424987793","1.367518424987793"
"27656","1.4584821462631226","1.4584821462631226","1.4584821462631226"
"27756","1.2359328269958496","1.2359328269958496","1.2359328269958496"
"27856","1.5051569938659668","1.5051569938659668","1.5051569938659668"
"27956","1.3561146259307861","1.3561146259307861","1.3561146259307861"
"28056","1.322352647781372","1.322352647781372","1.322352647781372"
"28156","1.6673851013183594","1.6673851013183594","1.6673851013183594"
"28256","1.3086450099945068","1.3086450099945068","1.3086450099945068"
"28356","1.2107709646224976","1.2107709646224976","1.2107709646224976"
"28456","1.3643181324005127","1.3643181324005127","1.3643181324005127"
"28556","1.2271562814712524","1.2271562814712524","1.2271562814712524"
"28656","1.2359272241592407","1.2359272241592407","1.2359272241592407"
"28756","1.6007177829742432","1.6007177829742432","1.6007177829742432"
"28856","1.3536863327026367","1.3536863327026367","1.3536863327026367"
"28956","1.2505385875701904","1.2505385875701904","1.2505385875701904"
"29056","1.3890762329101562","1.3890762329101562","1.3890762329101562"
"29156","1.3643583059310913","1.3643583059310913","1.3643583059310913"
"29256","1.297147274017334","1.297147274017334","1.297147274017334"
"29356","1.2305175065994263","1.2305175065994263","1.2305175065994263"
"29456","1.2388381958007812","1.2388381958007812","1.2388381958007812"
"29556","1.2161712646484375","1.2161712646484375","1.2161712646484375"
"29656","1.4320058822631836","1.4320058822631836","1.4320058822631836"
"29756","1.2543190717697144","1.2543190717697144","1.2543190717697144"
"29856","1.3300623893737793","1.3300623893737793","1.3300623893737793"
"29956","1.6890263557434082","1.6890263557434082","1.6890263557434082"
"30056","1.1185951232910156","1.1185951232910156","1.1185951232910156"
"30156","1.300695538520813","1.300695538520813","1.300695538520813"
"30256","1.2169535160064697","1.2169535160064697","1.2169535160064697"
"30356","1.226930022239685","1.226930022239685","1.226930022239685"
"30456","1.2061712741851807","1.2061712741851807","1.2061712741851807"
"30556","1.3812284469604492","1.3812284469604492","1.3812284469604492"
"30656","1.3419828414916992","1.3419828414916992","1.3419828414916992"
"30756","1.225270390510559","1.225270390510559","1.225270390510559"
"30856","1.31071138381958","1.31071138381958","1.31071138381958"
"30956","1.2655861377716064","1.2655861377716064","1.2655861377716064"
"30982","1.4031732082366943","1.4031732082366943","1.4031732082366943"
"31082","1.4069575071334839","1.4069575071334839","1.4069575071334839"
"31182","1.2500007152557373","1.2500007152557373","1.2500007152557373"
"31282","1.3268837928771973","1.3268837928771973","1.3268837928771973"
"31382","1.22062349319458","1.22062349319458","1.22062349319458"
"31482","1.3248496055603027","1.3248496055603027","1.3248496055603027"
"31582","1.419839859008789","1.419839859008789","1.419839859008789"
"31682","1.2292723655700684","1.2292723655700684","1.2292723655700684"
"31782","1.4177780151367188","1.4177780151367188","1.4177780151367188"
"31882","1.3510061502456665","1.3510061502456665","1.3510061502456665"
"31982","1.1030793190002441","1.1030793190002441","1.1030793190002441"
"32082","1.3211562633514404","1.3211562633514404","1.3211562633514404"
"32182","1.2448337078094482","1.2448337078094482","1.2448337078094482"
"32282","1.2577825784683228","1.2577825784683228","1.2577825784683228"
"32382","1.3358473777770996","1.3358473777770996","1.3358473777770996"
"32482","1.0929811000823975","1.0929811000823975","1.0929811000823975"
"32582","1.2962141036987305","1.2962141036987305","1.2962141036987305"
"32682","1.292536735534668","1.292536735534668","1.292536735534668"
"32782","1.163771390914917","1.163771390914917","1.163771390914917"
"32882","1.2629047632217407","1.2629047632217407","1.2629047632217407"
"32982","1.3344472646713257","1.3344472646713257","1.3344472646713257"
"33082","1.268579125404358","1.268579125404358","1.268579125404358"
"33182","1.150373935699463","1.150373935699463","1.150373935699463"
"33282","1.1511502265930176","1.1511502265930176","1.1511502265930176"
"33382","1.0746114253997803","1.0746114253997803","1.0746114253997803"
"33482","1.198624610900879","1.198624610900879","1.198624610900879"
"33582","1.1851279735565186","1.1851279735565186","1.1851279735565186"
"33682","1.108386516571045","1.108386516571045","1.108386516571045"
"33782","1.3317811489105225","1.3317811489105225","1.3317811489105225"
"33882","1.3233346939086914","1.3233346939086914","1.3233346939086914"
"33982","1.1986312866210938","1.1986312866210938","1.1986312866210938"
"34082","1.223846197128296","1.223846197128296","1.223846197128296"
"34182","1.0853731632232666","1.0853731632232666","1.0853731632232666"
"34282","1.259926199913025","1.259926199913025","1.259926199913025"
"34382","1.4308130741119385","1.4308130741119385","1.4308130741119385"
"34482","1.1970205307006836","1.1970205307006836","1.1970205307006836"
"34582","1.2649072408676147","1.2649072408676147","1.2649072408676147"
"34682","1.5017790794372559","1.5017790794372559","1.5017790794372559"
"34782","1.394273281097412","1.394273281097412","1.394273281097412"
"34882","1.1460251808166504","1.1460251808166504","1.1460251808166504"
"34982","1.2162766456604004","1.2162766456604004","1.2162766456604004"
"35082","1.3642947673797607","1.3642947673797607","1.3642947673797607"
"35182","1.2532238960266113","1.2532238960266113","1.2532238960266113"
"35282","1.0510919094085693","1.0510919094085693","1.0510919094085693"
"35382","1.1137365102767944","1.1137365102767944","1.1137365102767944"
"35408","1.1319129467010498","1.1319129467010498","1.1319129467010498"
"35508","1.2074966430664062","1.2074966430664062","1.2074966430664062"
"35608","1.0810997486114502","1.0810997486114502","1.0810997486114502"
"35708","1.2102932929992676","1.2102932929992676","1.2102932929992676"
"35808","1.2024446725845337","1.2024446725845337","1.2024446725845337"
"35908","1.2902917861938477","1.2902917861938477","1.2902917861938477"
"36008","1.2857005596160889","1.2857005596160889","1.2857005596160889"
"36108","1.4354431629180908","1.4354431629180908","1.4354431629180908"
"36208","1.1613399982452393","1.1613399982452393","1.1613399982452393"
"36308","1.1084874868392944","1.1084874868392944","1.1084874868392944"
"36408","1.3703455924987793","1.3703455924987793","1.3703455924987793"
"36508","1.255242109298706","1.255242109298706","1.255242109298706"
"36608","1.2577590942382812","1.2577590942382812","1.2577590942382812"
"36708","1.6208380460739136","1.6208380460739136","1.6208380460739136"
"36808","1.492276906967163","1.492276906967163","1.492276906967163"
"36908","1.2363455295562744","1.2363455295562744","1.2363455295562744"
"37008","1.203249454498291","1.203249454498291","1.203249454498291"
"37108","1.171208381652832","1.171208381652832","1.171208381652832"
"37208","1.2185335159301758","1.2185335159301758","1.2185335159301758"
"37308","1.1726535558700562","1.1726535558700562","1.1726535558700562"
"37408","1.0104619264602661","1.0104619264602661","1.0104619264602661"
"37508","1.193925380706787","1.193925380706787","1.193925380706787"
"37608","1.1607202291488647","1.1607202291488647","1.1607202291488647"
"37708","1.0839564800262451","1.0839564800262451","1.0839564800262451"
"37808","1.1768293380737305","1.1768293380737305","1.1768293380737305"
"37908","1.2033333778381348","1.2033333778381348","1.2033333778381348"
"38008","1.3347713947296143","1.3347713947296143","1.3347713947296143"
"38108","1.108810305595398","1.108810305595398","1.108810305595398"
"38208","1.2773158550262451","1.2773158550262451","1.2773158550262451"
"38308","1.1215529441833496","1.1215529441833496","1.1215529441833496"
"38408","1.0198181867599487","1.0198181867599487","1.0198181867599487"
"38508","1.3377346992492676","1.3377346992492676","1.3377346992492676"
"38608","1.2237632274627686","1.2237632274627686","1.2237632274627686"
"38708","1.2334401607513428","1.2334401607513428","1.2334401607513428"
"38808","1.3360412120819092","1.3360412120819092","1.3360412120819092"
"38908","1.292771577835083","1.292771577835083","1.292771577835083"
"39008","1.3060457706451416","1.3060457706451416","1.3060457706451416"
"39108","1.3977292776107788","1.3977292776107788","1.3977292776107788"
"39208","1.2681725025177002","1.2681725025177002","1.2681725025177002"
"39308","1.2208375930786133","1.2208375930786133","1.2208375930786133"
"39408","1.367576003074646","1.367576003074646","1.367576003074646"
"39508","1.4903403520584106","1.4903403520584106","1.4903403520584106"
"39608","1.338130235671997","1.338130235671997","1.338130235671997"
"39708","1.1915361881256104","1.1915361881256104","1.1915361881256104"
"39808","1.3615021705627441","1.3615021705627441","1.3615021705627441"
"39834","1.33665132522583","1.33665132522583","1.33665132522583"
"39934","1.0982413291931152","1.0982413291931152","1.0982413291931152"
"40034","1.467636227607727","1.467636227607727","1.467636227607727"
"40134","1.1782152652740479","1.1782152652740479","1.1782152652740479"
"40234","1.177780032157898","1.177780032157898","1.177780032157898"
"40334","1.2664713859558105","1.2664713859558105","1.2664713859558105"
"40434","1.204865574836731","1.204865574836731","1.204865574836731"
"40534","1.1568140983581543","1.1568140983581543","1.1568140983581543"
"40634","1.367680311203003","1.367680311203003","1.367680311203003"
"40734","1.230425238609314","1.230425238609314","1.230425238609314"
"40834","1.282799482345581","1.282799482345581","1.282799482345581"
"40934","1.195317268371582","1.195317268371582","1.195317268371582"
"41034","1.1403390169143677","1.1403390169143677","1.1403390169143677"
"41134","1.2948358058929443","1.2948358058929443","1.2948358058929443"
"41234","1.3481390476226807","1.3481390476226807","1.3481390476226807"
"41334","1.2155168056488037","1.2155168056488037","1.2155168056488037"
"41434","1.3527474403381348","1.3527474403381348","1.3527474403381348"
"41534","1.2198119163513184","1.2198119163513184","1.2198119163513184"
"41634","1.2242275476455688","1.2242275476455688","1.2242275476455688"
"41734","1.1730895042419434","1.1730895042419434","1.1730895042419434"
"41834","1.3510992527008057","1.3510992527008057","1.3510992527008057"
"41934","1.2139688730239868","1.2139688730239868","1.2139688730239868"
"42034","1.063504695892334","1.063504695892334","1.063504695892334"
"42134","1.2182185649871826","1.2182185649871826","1.2182185649871826"
"42234","1.2117376327514648","1.2117376327514648","1.2117376327514648"
"42334","1.2590429782867432","1.2590429782867432","1.2590429782867432"
"42434","1.1866509914398193","1.1866509914398193","1.1866509914398193"
"42534","1.2128835916519165","1.2128835916519165","1.2128835916519165"
"42634","1.3809351921081543","1.3809351921081543","1.3809351921081543"
"42734","1.4142208099365234","1.4142208099365234","1.4142208099365234"
"42834","1.1236162185668945","1.1236162185668945","1.1236162185668945"
"42934","1.0663721561431885","1.0663721561431885","1.0663721561431885"
"43034","1.1086030006408691","1.1086030006408691","1.1086030006408691"
"43134","1.4161489009857178","1.4161489009857178","1.4161489009857178"
"43234","1.295828104019165","1.295828104019165","1.295828104019165"
"43334","1.1117229461669922","1.1117229461669922","1.1117229461669922"
"43434","1.426376223564148","1.426376223564148","1.426376223564148"
"43534","1.0699738264083862","1.0699738264083862","1.0699738264083862"
"43634","1.014904260635376","1.014904260635376","1.014904260635376"
