"Step","swa_coco_ltd_constraint_b005 - multiplier","swa_coco_ltd_constraint_b005 - multiplier__MIN","swa_coco_ltd_constraint_b005 - multiplier__MAX","swa_coco_ltd_constraint_b01 - multiplier","swa_coco_ltd_constraint_b01 - multiplier__MIN","swa_coco_ltd_constraint_b01 - multiplier__MAX","swa_coco_ltd_constraint_b03 - multiplier","swa_coco_ltd_constraint_b03 - multiplier__MIN","swa_coco_ltd_constraint_b03 - multiplier__MAX","swa_coco_ltd_constraint - multiplier","swa_coco_ltd_constraint - multiplier__MIN","swa_coco_ltd_constraint - multiplier__MAX"
"79442","100","100","100","79.43071746826172","79.43071746826172","79.43071746826172","0","0","0","0","0","0"
"79542","100","100","100","79.42578887939453","79.42578887939453","79.42578887939453","0","0","0","0","0","0"
"79642","100","100","100","79.42033386230469","79.42033386230469","79.42033386230469","0","0","0","0","0","0"
"79668","100","100","100","79.42002868652344","79.42002868652344","79.42002868652344","0","0","0","0","0","0"
"79768","100","100","100","79.41261291503906","79.41261291503906","79.41261291503906","0","0","0","0","0","0"
"79868","100","100","100","79.4035873413086","79.4035873413086","79.4035873413086","0","0","0","0","0","0"
"79968","100","100","100","79.39664459228516","79.39664459228516","79.39664459228516","0","0","0","0","0","0"
"80068","100","100","100","79.3909683227539","79.3909683227539","79.3909683227539","0","0","0","0","0","0"
"80168","100","100","100","79.38158416748047","79.38158416748047","79.38158416748047","0","0","0","0.0018949891673400998","0.0018949891673400998","0.0018949891673400998"
"80268","100","100","100","79.36746978759766","79.36746978759766","79.36746978759766","0","0","0","0.004538272973150015","0.004538272973150015","0.004538272973150015"
"80368","100","100","100","79.35844421386719","79.35844421386719","79.35844421386719","0","0","0","0.0070510683581233025","0.0070510683581233025","0.0070510683581233025"
"80468","100","100","100","79.35030364990234","79.35030364990234","79.35030364990234","0","0","0","0.007275065407156944","0.007275065407156944","0.007275065407156944"
"80568","100","100","100","79.34245300292969","79.34245300292969","79.34245300292969","0","0","0","0.00783703662455082","0.00783703662455082","0.00783703662455082"
"80668","100","100","100","79.33797454833984","79.33797454833984","79.33797454833984","0","0","0","0.006161137949675322","0.006161137949675322","0.006161137949675322"
"80768","100","100","100","79.32600402832031","79.32600402832031","79.32600402832031","0","0","0","0.008153746835887432","0.008153746835887432","0.008153746835887432"
"80868","100","100","100","79.32281494140625","79.32281494140625","79.32281494140625","0","0","0","0.006160020362585783","0.006160020362585783","0.006160020362585783"
"80968","100","100","100","79.30416870117188","79.30416870117188","79.30416870117188","0","0","0","0.008318956010043621","0.008318956010043621","0.008318956010043621"
"81068","100","100","100","79.2942123413086","79.2942123413086","79.2942123413086","0","0","0","0.009472721256315708","0.009472721256315708","0.009472721256315708"
"81168","100","100","100","79.28341674804688","79.28341674804688","79.28341674804688","0","0","0","0.0049042473547160625","0.0049042473547160625","0.0049042473547160625"
"81268","100","100","100","79.28433227539062","79.28433227539062","79.28433227539062","0","0","0","0.002358572091907263","0.002358572091907263","0.002358572091907263"
"81368","100","100","100","79.27396392822266","79.27396392822266","79.27396392822266","0","0","0","0.0005993860540911555","0.0005993860540911555","0.0005993860540911555"
"81468","100","100","100","79.2643051147461","79.2643051147461","79.2643051147461","0","0","0","0","0","0"
"81568","100","100","100","79.26451110839844","79.26451110839844","79.26451110839844","0","0","0","0.0005460514221340418","0.0005460514221340418","0.0005460514221340418"
"81668","100","100","100","79.25916290283203","79.25916290283203","79.25916290283203","0","0","0","0.0007792924297973514","0.0007792924297973514","0.0007792924297973514"
"81768","100","100","100","79.25428009033203","79.25428009033203","79.25428009033203","0","0","0","0.006889380048960447","0.006889380048960447","0.006889380048960447"
"81868","100","100","100","79.24020385742188","79.24020385742188","79.24020385742188","0","0","0","0.010494868271052837","0.010494868271052837","0.010494868271052837"
"81968","100","100","100","79.23258209228516","79.23258209228516","79.23258209228516","0","0","0","0.009158656932413578","0.009158656932413578","0.009158656932413578"
"82068","100","100","100","79.22142028808594","79.22142028808594","79.22142028808594","0","0","0","0.006782469339668751","0.006782469339668751","0.006782469339668751"
"82168","100","100","100","79.2127685546875","79.2127685546875","79.2127685546875","0","0","0","0.005635729059576988","0.005635729059576988","0.005635729059576988"
"82268","100","100","100","79.2044906616211","79.2044906616211","79.2044906616211","0","0","0","0.006836565677076578","0.006836565677076578","0.006836565677076578"
"82368","100","100","100","79.18998718261719","79.18998718261719","79.18998718261719","0","0","0","0.003114734310656786","0.003114734310656786","0.003114734310656786"
"82468","100","100","100","79.1822280883789","79.1822280883789","79.1822280883789","0","0","0","0.002888381015509367","0.002888381015509367","0.002888381015509367"
"82568","100","100","100","79.17430877685547","79.17430877685547","79.17430877685547","0","0","0","0.002990089589729905","0.002990089589729905","0.002990089589729905"
"82668","100","100","100","79.16436767578125","79.16436767578125","79.16436767578125","0","0","0","0.0015057810815051198","0.0015057810815051198","0.0015057810815051198"
"82768","100","100","100","79.16079711914062","79.16079711914062","79.16079711914062","0","0","0","0","0","0"
"82868","100","100","100","79.15562438964844","79.15562438964844","79.15562438964844","0","0","0","0","0","0"
"82968","100","100","100","79.14488220214844","79.14488220214844","79.14488220214844","0","0","0","0.001954687060788274","0.001954687060788274","0.001954687060788274"
"83068","100","100","100","79.13357543945312","79.13357543945312","79.13357543945312","0","0","0","0.004127123858779669","0.004127123858779669","0.004127123858779669"
"83168","100","100","100","79.12539672851562","79.12539672851562","79.12539672851562","0","0","0","0.0031583241652697325","0.0031583241652697325","0.0031583241652697325"
"83268","100","100","100","79.11419677734375","79.11419677734375","79.11419677734375","0","0","0","0.002247334225103259","0.002247334225103259","0.002247334225103259"
"83368","100","100","100","79.10516357421875","79.10516357421875","79.10516357421875","0","0","0","0.0049353656359016895","0.0049353656359016895","0.0049353656359016895"
"83468","100","100","100","79.09596252441406","79.09596252441406","79.09596252441406","0","0","0","0.0010744913015514612","0.0010744913015514612","0.0010744913015514612"
"83568","100","100","100","79.09053039550781","79.09053039550781","79.09053039550781","0","0","0","0.001287916675209999","0.001287916675209999","0.001287916675209999"
"83668","100","100","100","79.08403778076172","79.08403778076172","79.08403778076172","0","0","0","0","0","0"
"83768","100","100","100","79.07581329345703","79.07581329345703","79.07581329345703","0","0","0","0.0006765391444787383","0.0006765391444787383","0.0006765391444787383"
"83868","100","100","100","79.05950164794922","79.05950164794922","79.05950164794922","0","0","0","0.0004233933286741376","0.0004233933286741376","0.0004233933286741376"
"83968","100","100","100","79.0490951538086","79.0490951538086","79.0490951538086","0","0","0","0.0004138283256907016","0.0004138283256907016","0.0004138283256907016"
"84068","100","100","100","79.04438018798828","79.04438018798828","79.04438018798828","0","0","0","0.0006083757034502923","0.0006083757034502923","0.0006083757034502923"
"84094","100","100","100","79.0445556640625","79.0445556640625","79.0445556640625","0","0","0","0","0","0"
"84194","100","100","100","79.03990936279297","79.03990936279297","79.03990936279297","0","0","0","0.0012174701550975442","0.0012174701550975442","0.0012174701550975442"
"84294","100","100","100","79.02926635742188","79.02926635742188","79.02926635742188","0","0","0","0.0029312416445463896","0.0029312416445463896","0.0029312416445463896"
"84394","100","100","100","79.01717376708984","79.01717376708984","79.01717376708984","0","0","0","0.00016775938274804503","0.00016775938274804503","0.00016775938274804503"
"84494","100","100","100","79.00574493408203","79.00574493408203","79.00574493408203","0","0","0","0.0018873079679906368","0.0018873079679906368","0.0018873079679906368"
"84594","100","100","100","78.99535369873047","78.99535369873047","78.99535369873047","0","0","0","0.001107834163121879","0.001107834163121879","0.001107834163121879"
"84694","100","100","100","78.9817123413086","78.9817123413086","78.9817123413086","0","0","0","0","0","0"
"84794","100","100","100","78.97232055664062","78.97232055664062","78.97232055664062","0","0","0","0.0024819099344313145","0.0024819099344313145","0.0024819099344313145"
"84894","100","100","100","78.95549011230469","78.95549011230469","78.95549011230469","0","0","0","0.00911647081375122","0.00911647081375122","0.00911647081375122"
"84994","100","100","100","78.94078826904297","78.94078826904297","78.94078826904297","0","0","0","0.009928608313202858","0.009928608313202858","0.009928608313202858"
"85094","100","100","100","78.92839813232422","78.92839813232422","78.92839813232422","0","0","0","0.010476956143975258","0.010476956143975258","0.010476956143975258"
"85194","100","100","100","78.91849517822266","78.91849517822266","78.91849517822266","0","0","0","0.008997445926070213","0.008997445926070213","0.008997445926070213"
"85294","100","100","100","78.9063949584961","78.9063949584961","78.9063949584961","0","0","0","0.007386940997093916","0.007386940997093916","0.007386940997093916"
"85394","100","100","100","78.8979721069336","78.8979721069336","78.8979721069336","0","0","0","0.0061273276805877686","0.0061273276805877686","0.0061273276805877686"
"85494","100","100","100","78.88768005371094","78.88768005371094","78.88768005371094","0","0","0","0.00372622930444777","0.00372622930444777","0.00372622930444777"
"85594","100","100","100","78.8726577758789","78.8726577758789","78.8726577758789","0","0","0","0.0036655154544860125","0.0036655154544860125","0.0036655154544860125"
"85694","100","100","100","78.86183166503906","78.86183166503906","78.86183166503906","0","0","0","0.006800379138439894","0.006800379138439894","0.006800379138439894"
"85794","100","100","100","78.84388732910156","78.84388732910156","78.84388732910156","0","0","0","0.004314984194934368","0.004314984194934368","0.004314984194934368"
"85894","100","100","100","78.83256530761719","78.83256530761719","78.83256530761719","0","0","0","0.00028315986855886877","0.00028315986855886877","0.00028315986855886877"
"85994","100","100","100","78.81786346435547","78.81786346435547","78.81786346435547","0","0","0","0","0","0"
"86094","100","100","100","78.80706024169922","78.80706024169922","78.80706024169922","0","0","0","0","0","0"
"86194","100","100","100","78.79606628417969","78.79606628417969","78.79606628417969","0","0","0","0","0","0"
"86294","100","100","100","78.78361511230469","78.78361511230469","78.78361511230469","0","0","0","0","0","0"
"86394","100","100","100","78.77471160888672","78.77471160888672","78.77471160888672","0","0","0","0","0","0"
"86494","100","100","100","78.76779174804688","78.76779174804688","78.76779174804688","0","0","0","0","0","0"
"86594","100","100","100","78.761962890625","78.761962890625","78.761962890625","0","0","0","0","0","0"
"86694","100","100","100","78.75798034667969","78.75798034667969","78.75798034667969","0","0","0","0","0","0"
"86794","100","100","100","78.75020599365234","78.75020599365234","78.75020599365234","0","0","0","0","0","0"
"86894","100","100","100","78.73967742919922","78.73967742919922","78.73967742919922","0","0","0","0","0","0"
"86994","100","100","100","78.72723388671875","78.72723388671875","78.72723388671875","0","0","0","0","0","0"
"87094","100","100","100","78.71636199951172","78.71636199951172","78.71636199951172","0","0","0","0","0","0"
"87194","100","100","100","78.71647644042969","78.71647644042969","78.71647644042969","0","0","0","0","0","0"
"87294","100","100","100","78.707275390625","78.707275390625","78.707275390625","0","0","0","0","0","0"
"87394","100","100","100","78.69789123535156","78.69789123535156","78.69789123535156","0","0","0","0","0","0"
"87494","100","100","100","78.68783569335938","78.68783569335938","78.68783569335938","0","0","0","0","0","0"
"87594","100","100","100","78.68450927734375","78.68450927734375","78.68450927734375","0","0","0","0","0","0"
"87694","100","100","100","78.6786117553711","78.6786117553711","78.6786117553711","0","0","0","0","0","0"
"87794","100","100","100","78.6755142211914","78.6755142211914","78.6755142211914","0","0","0","0","0","0"
"87894","100","100","100","78.67018127441406","78.67018127441406","78.67018127441406","0","0","0","0","0","0"
"87994","100","100","100","78.65714263916016","78.65714263916016","78.65714263916016","0","0","0","0","0","0"
"88094","100","100","100","78.64996337890625","78.64996337890625","78.64996337890625","0","0","0","0","0","0"
"88194","100","100","100","78.64563751220703","78.64563751220703","78.64563751220703","0","0","0","0","0","0"
"88294","100","100","100","78.63400268554688","78.63400268554688","78.63400268554688","0","0","0","0","0","0"
"88394","100","100","100","78.62047576904297","78.62047576904297","78.62047576904297","0","0","0","0","0","0"
"88494","100","100","100","78.60249328613281","78.60249328613281","78.60249328613281","0","0","0","0.0008958372636698186","0.0008958372636698186","0.0008958372636698186"
"88520","100","100","100","78.59754180908203","78.59754180908203","78.59754180908203","0","0","0","0.0019022092455998063","0.0019022092455998063","0.0019022092455998063"
"88620","100","100","100","78.58263397216797","78.58263397216797","78.58263397216797","0","0","0","0.003996828105300665","0.003996828105300665","0.003996828105300665"
"88720","100","100","100","78.56403350830078","78.56403350830078","78.56403350830078","0","0","0","0.005429545417428017","0.005429545417428017","0.005429545417428017"
"88820","100","100","100","78.54986572265625","78.54986572265625","78.54986572265625","0","0","0","0.006510827224701643","0.006510827224701643","0.006510827224701643"
"88920","100","100","100","78.52961730957031","78.52961730957031","78.52961730957031","0","0","0","0.006147947162389755","0.006147947162389755","0.006147947162389755"
"89020","100","100","100","78.51500701904297","78.51500701904297","78.51500701904297","0","0","0","0.0029081522952765226","0.0029081522952765226","0.0029081522952765226"
"89120","100","100","100","78.49560546875","78.49560546875","78.49560546875","0","0","0","0.0017215916886925697","0.0017215916886925697","0.0017215916886925697"
"89220","100","100","100","78.48018646240234","78.48018646240234","78.48018646240234","0","0","0","0.0020916240755468607","0.0020916240755468607","0.0020916240755468607"
"89320","100","100","100","78.45928955078125","78.45928955078125","78.45928955078125","0","0","0","0.0030702571384608746","0.0030702571384608746","0.0030702571384608746"
"89420","100","100","100","78.44291687011719","78.44291687011719","78.44291687011719","0","0","0","0.004749774932861328","0.004749774932861328","0.004749774932861328"
"89520","100","100","100","78.42724609375","78.42724609375","78.42724609375","0","0","0","0.005828559398651123","0.005828559398651123","0.005828559398651123"
"89620","100","100","100","78.41239166259766","78.41239166259766","78.41239166259766","0","0","0","0.007196885533630848","0.007196885533630848","0.007196885533630848"
"89720","100","100","100","78.39622497558594","78.39622497558594","78.39622497558594","0","0","0","0.008240532130002975","0.008240532130002975","0.008240532130002975"
"89820","100","100","100","78.383544921875","78.383544921875","78.383544921875","0","0","0","0.009206360206007957","0.009206360206007957","0.009206360206007957"
"89920","100","100","100","78.36648559570312","78.36648559570312","78.36648559570312","0","0","0","0.00959449727088213","0.00959449727088213","0.00959449727088213"
"90020","100","100","100","78.3527603149414","78.3527603149414","78.3527603149414","0","0","0","0.009117097593843937","0.009117097593843937","0.009117097593843937"
"90120","100","100","100","78.33750915527344","78.33750915527344","78.33750915527344","0","0","0","0.006984548643231392","0.006984548643231392","0.006984548643231392"
"90220","100","100","100","78.32232666015625","78.32232666015625","78.32232666015625","0","0","0","0.0054085818119347095","0.0054085818119347095","0.0054085818119347095"
"90320","100","100","100","78.30625915527344","78.30625915527344","78.30625915527344","0","0","0","0.001382319605909288","0.001382319605909288","0.001382319605909288"
"90420","100","100","100","78.29374694824219","78.29374694824219","78.29374694824219","0","0","0","0","0","0"
"90520","100","100","100","78.275634765625","78.275634765625","78.275634765625","0","0","0","0","0","0"
"90620","100","100","100","78.26261901855469","78.26261901855469","78.26261901855469","0","0","0","0","0","0"
"90720","100","100","100","78.2505874633789","78.2505874633789","78.2505874633789","0","0","0","0.0010115935001522303","0.0010115935001522303","0.0010115935001522303"
"90820","100","100","100","78.23530578613281","78.23530578613281","78.23530578613281","0","0","0","0.0008092090138234198","0.0008092090138234198","0.0008092090138234198"
"90920","100","100","100","78.22293090820312","78.22293090820312","78.22293090820312","0","0","0","0.000695756811182946","0.000695756811182946","0.000695756811182946"
"91020","100","100","100","78.20503234863281","78.20503234863281","78.20503234863281","0","0","0","0.0027948094066232443","0.0027948094066232443","0.0027948094066232443"
"91120","100","100","100","78.19073486328125","78.19073486328125","78.19073486328125","0","0","0","0.002505538985133171","0.002505538985133171","0.002505538985133171"
"91220","100","100","100","78.17691040039062","78.17691040039062","78.17691040039062","0","0","0","0.002819738583639264","0.002819738583639264","0.002819738583639264"
"91320","100","100","100","78.16565704345703","78.16565704345703","78.16565704345703","0","0","0","0","0","0"
"91420","100","100","100","78.15166473388672","78.15166473388672","78.15166473388672","0","0","0","0","0","0"
"91520","100","100","100","78.13684844970703","78.13684844970703","78.13684844970703","0","0","0","0","0","0"
"91620","100","100","100","78.11927795410156","78.11927795410156","78.11927795410156","0","0","0","0","0","0"
"91720","100","100","100","78.11327362060547","78.11327362060547","78.11327362060547","0","0","0","0","0","0"
"91820","100","100","100","78.09742736816406","78.09742736816406","78.09742736816406","0","0","0","0","0","0"
"91920","100","100","100","78.08168029785156","78.08168029785156","78.08168029785156","0","0","0","0.0001157914666691795","0.0001157914666691795","0.0001157914666691795"
"92020","100","100","100","78.0621109008789","78.0621109008789","78.0621109008789","0","0","0","0.0008018589578568935","0.0008018589578568935","0.0008018589578568935"
"92120","100","100","100","78.04977416992188","78.04977416992188","78.04977416992188","0","0","0","0.005567447282373905","0.005567447282373905","0.005567447282373905"
"92220","100","100","100","78.04105377197266","78.04105377197266","78.04105377197266","0","0","0","0.005338428076356649","0.005338428076356649","0.005338428076356649"
"92320","100","100","100","78.02571105957031","78.02571105957031","78.02571105957031","0","0","0","0.0023107717279344797","0.0023107717279344797","0.0023107717279344797"
"92420","100","100","100","78.00800323486328","78.00800323486328","78.00800323486328","0","0","0","0.004568129312247038","0.004568129312247038","0.004568129312247038"
"92520","100","100","100","77.99201965332031","77.99201965332031","77.99201965332031","0","0","0","0.008018254302442074","0.008018254302442074","0.008018254302442074"
"92620","100","100","100","77.9775161743164","77.9775161743164","77.9775161743164","0","0","0","0.00966432224959135","0.00966432224959135","0.00966432224959135"
"92720","100","100","100","77.96115112304688","77.96115112304688","77.96115112304688","0","0","0","0.01310975942760706","0.01310975942760706","0.01310975942760706"
"92820","100","100","100","77.94209289550781","77.94209289550781","77.94209289550781","0","0","0","0.012882701121270657","0.012882701121270657","0.012882701121270657"
"92920","100","100","100","77.92589569091797","77.92589569091797","77.92589569091797","0","0","0","0.01533982902765274","0.01533982902765274","0.01533982902765274"
"92946","100","100","100","77.92315673828125","77.92315673828125","77.92315673828125","0","0","0","0.015518274158239365","0.015518274158239365","0.015518274158239365"
"93046","100","100","100","77.90814208984375","77.90814208984375","77.90814208984375","0","0","0","0.014306825585663319","0.014306825585663319","0.014306825585663319"
"93146","100","100","100","77.88832092285156","77.88832092285156","77.88832092285156","0","0","0","0.012745940126478672","0.012745940126478672","0.012745940126478672"
"93246","100","100","100","77.86937713623047","77.86937713623047","77.86937713623047","0","0","0","0.013211642391979694","0.013211642391979694","0.013211642391979694"
"93346","100","100","100","77.85184478759766","77.85184478759766","77.85184478759766","0","0","0","0.01408788189291954","0.01408788189291954","0.01408788189291954"
"93446","100","100","100","77.83283996582031","77.83283996582031","77.83283996582031","0","0","0","0.01568119041621685","0.01568119041621685","0.01568119041621685"
"93546","100","100","100","77.81362915039062","77.81362915039062","77.81362915039062","0","0","0","0.012365044094622135","0.012365044094622135","0.012365044094622135"
"93646","100","100","100","77.79328155517578","77.79328155517578","77.79328155517578","0","0","0","0.015311608090996742","0.015311608090996742","0.015311608090996742"
"93746","100","100","100","77.77310180664062","77.77310180664062","77.77310180664062","0","0","0","0.012524431571364403","0.012524431571364403","0.012524431571364403"
"93846","100","100","100","77.75481414794922","77.75481414794922","77.75481414794922","0","0","0","0.011841394938528538","0.011841394938528538","0.011841394938528538"
"93946","100","100","100","77.73693084716797","77.73693084716797","77.73693084716797","0","0","0","0.00976807251572609","0.00976807251572609","0.00976807251572609"
"94046","100","100","100","77.7218246459961","77.7218246459961","77.7218246459961","0","0","0","0.005145168397575617","0.005145168397575617","0.005145168397575617"
"94146","100","100","100","77.70671081542969","77.70671081542969","77.70671081542969","0","0","0","0.002447361359372735","0.002447361359372735","0.002447361359372735"
"94246","100","100","100","77.68830871582031","77.68830871582031","77.68830871582031","0","0","0","0.001348429941572249","0.001348429941572249","0.001348429941572249"
"94346","100","100","100","77.67191314697266","77.67191314697266","77.67191314697266","0","0","0","0.0012036311673000455","0.0012036311673000455","0.0012036311673000455"
"94446","100","100","100","77.65672302246094","77.65672302246094","77.65672302246094","0","0","0","0","0","0"
"94546","100","100","100","77.64662170410156","77.64662170410156","77.64662170410156","0","0","0","0","0","0"
"94646","100","100","100","77.63392639160156","77.63392639160156","77.63392639160156","0","0","0","0","0","0"
"94746","100","100","100","77.61759185791016","77.61759185791016","77.61759185791016","0","0","0","0","0","0"
"94846","100","100","100","77.60350036621094","77.60350036621094","77.60350036621094","0","0","0","0","0","0"
"94946","100","100","100","77.59033203125","77.59033203125","77.59033203125","0","0","0","0","0","0"
"95046","100","100","100","77.5713882446289","77.5713882446289","77.5713882446289","0","0","0","0","0","0"
"95146","100","100","100","77.55380249023438","77.55380249023438","77.55380249023438","0","0","0","0","0","0"
"95246","100","100","100","77.5370864868164","77.5370864868164","77.5370864868164","0","0","0","0","0","0"
"95346","100","100","100","77.51774597167969","77.51774597167969","77.51774597167969","0","0","0","0","0","0"
"95446","100","100","100","77.49787139892578","77.49787139892578","77.49787139892578","0","0","0","0","0","0"
"95546","100","100","100","77.48504638671875","77.48504638671875","77.48504638671875","0","0","0","0","0","0"
"95646","100","100","100","77.46483612060547","77.46483612060547","77.46483612060547","0","0","0","0","0","0"
"95746","100","100","100","77.44731903076172","77.44731903076172","77.44731903076172","0","0","0","0","0","0"
"95846","100","100","100","77.4301528930664","77.4301528930664","77.4301528930664","0","0","0","0","0","0"
"95946","100","100","100","77.40907287597656","77.40907287597656","77.40907287597656","0","0","0","0","0","0"
"96046","100","100","100","77.39033508300781","77.39033508300781","77.39033508300781","0","0","0","0","0","0"
"96146","100","100","100","77.37409210205078","77.37409210205078","77.37409210205078","0","0","0","0","0","0"
"96246","100","100","100","77.35464477539062","77.35464477539062","77.35464477539062","0","0","0","0.0007640995318070054","0.0007640995318070054","0.0007640995318070054"
"96346","100","100","100","77.34164428710938","77.34164428710938","77.34164428710938","0","0","0","0.002037059050053358","0.002037059050053358","0.002037059050053358"
"96446","100","100","100","77.32392120361328","77.32392120361328","77.32392120361328","0","0","0","0.0029136748053133488","0.0029136748053133488","0.0029136748053133488"
"96546","100","100","100","77.30818939208984","77.30818939208984","77.30818939208984","0","0","0","0.004341073799878359","0.004341073799878359","0.004341073799878359"
"96646","100","100","100","77.29322052001953","77.29322052001953","77.29322052001953","0","0","0","0.003887793282046914","0.003887793282046914","0.003887793282046914"
"96746","100","100","100","77.27637481689453","77.27637481689453","77.27637481689453","0","0","0","0.005699699278920889","0.005699699278920889","0.005699699278920889"
"96846","100","100","100","77.25892639160156","77.25892639160156","77.25892639160156","0","0","0","0.0037354817613959312","0.0037354817613959312","0.0037354817613959312"
"96946","100","100","100","77.24175262451172","77.24175262451172","77.24175262451172","0","0","0","0.003179132239893079","0.003179132239893079","0.003179132239893079"
"97046","100","100","100","77.22312927246094","77.22312927246094","77.22312927246094","0","0","0","0.002400939119979739","0.002400939119979739","0.002400939119979739"
"97146","100","100","100","77.20487213134766","77.20487213134766","77.20487213134766","0","0","0","0.00221537658944726","0.00221537658944726","0.00221537658944726"
"97246","100","100","100","77.18903350830078","77.18903350830078","77.18903350830078","0","0","0","0.004469269420951605","0.004469269420951605","0.004469269420951605"
"97346","100","100","100","77.16399383544922","77.16399383544922","77.16399383544922","0","0","0","0.009340385906398296","0.009340385906398296","0.009340385906398296"
"97372","100","100","100","77.15876770019531","77.15876770019531","77.15876770019531","0","0","0","0.009311865083873272","0.009311865083873272","0.009311865083873272"
"97472","100","100","100","77.1322250366211","77.1322250366211","77.1322250366211","0","0","0","0.011774631217122078","0.011774631217122078","0.011774631217122078"
"97572","100","100","100","77.11209106445312","77.11209106445312","77.11209106445312","0","0","0","0.010746159590780735","0.010746159590780735","0.010746159590780735"
"97672","100","100","100","77.09439849853516","77.09439849853516","77.09439849853516","0","0","0","0.012107031419873238","0.012107031419873238","0.012107031419873238"
"97772","100","100","100","77.07601928710938","77.07601928710938","77.07601928710938","0","0","0","0.011805803515017033","0.011805803515017033","0.011805803515017033"
"97872","100","100","100","77.0519790649414","77.0519790649414","77.0519790649414","0","0","0","0.008614224381744862","0.008614224381744862","0.008614224381744862"
"97972","100","100","100","77.03273010253906","77.03273010253906","77.03273010253906","0","0","0","0.004245138261467218","0.004245138261467218","0.004245138261467218"
"98072","100","100","100","77.02212524414062","77.02212524414062","77.02212524414062","0","0","0","0.004167885985225439","0.004167885985225439","0.004167885985225439"
"98172","100","100","100","77.00112915039062","77.00112915039062","77.00112915039062","0","0","0","0.004714649170637131","0.004714649170637131","0.004714649170637131"
"98272","100","100","100","76.98275756835938","76.98275756835938","76.98275756835938","0","0","0","0.002462946344166994","0.002462946344166994","0.002462946344166994"
"98372","100","100","100","76.95833587646484","76.95833587646484","76.95833587646484","0","0","0","0.0005092177889309824","0.0005092177889309824","0.0005092177889309824"
"98472","100","100","100","76.93768310546875","76.93768310546875","76.93768310546875","0","0","0","0.0007609747699461877","0.0007609747699461877","0.0007609747699461877"
"98572","100","100","100","76.91341400146484","76.91341400146484","76.91341400146484","0","0","0","0.002194460015743971","0.002194460015743971","0.002194460015743971"
"98672","100","100","100","76.88771057128906","76.88771057128906","76.88771057128906","0","0","0","0.0006848948542028666","0.0006848948542028666","0.0006848948542028666"
"98772","100","100","100","76.86295318603516","76.86295318603516","76.86295318603516","0","0","0","0","0","0"
"98872","100","100","100","76.84554290771484","76.84554290771484","76.84554290771484","0","0","0","0","0","0"
"98972","100","100","100","76.82931518554688","76.82931518554688","76.82931518554688","0","0","0","0","0","0"
"99072","100","100","100","76.80345916748047","76.80345916748047","76.80345916748047","0","0","0","0","0","0"
"99172","100","100","100","76.78241729736328","76.78241729736328","76.78241729736328","0","0","0","0","0","0"
"99272","100","100","100","76.76231384277344","76.76231384277344","76.76231384277344","0","0","0","0","0","0"
"99372","100","100","100","76.7418441772461","76.7418441772461","76.7418441772461","0","0","0","0","0","0"
"99472","100","100","100","76.72240447998047","76.72240447998047","76.72240447998047","0","0","0","0","0","0"
"99572","100","100","100","76.7009506225586","76.7009506225586","76.7009506225586","0","0","0","0","0","0"
"99672","100","100","100","76.67957305908203","76.67957305908203","76.67957305908203","0","0","0","0.0018076447304338217","0.0018076447304338217","0.0018076447304338217"
"99772","100","100","100","76.6592788696289","76.6592788696289","76.6592788696289","0","0","0","0.001762489089742303","0.001762489089742303","0.001762489089742303"
"99872","100","100","100","76.6394271850586","76.6394271850586","76.6394271850586","0","0","0","0.003346408484503627","0.003346408484503627","0.003346408484503627"
"99972","100","100","100","76.61866760253906","76.61866760253906","76.61866760253906","0","0","0","0.003982816822826862","0.003982816822826862","0.003982816822826862"
"100072","100","100","100","76.59674072265625","76.59674072265625","76.59674072265625","0","0","0","0.005082633346319199","0.005082633346319199","0.005082633346319199"
"100172","100","100","100","76.57499694824219","76.57499694824219","76.57499694824219","0","0","0","0.009035201743245125","0.009035201743245125","0.009035201743245125"
"100272","100","100","100","76.5579833984375","76.5579833984375","76.5579833984375","0","0","0","0.010731757618486881","0.010731757618486881","0.010731757618486881"
"100372","100","100","100","76.54458618164062","76.54458618164062","76.54458618164062","0","0","0","0.009730556979775429","0.009730556979775429","0.009730556979775429"
"100472","100","100","100","76.53074645996094","76.53074645996094","76.53074645996094","0","0","0","0.006294989492744207","0.006294989492744207","0.006294989492744207"
"100572","100","100","100","76.51551818847656","76.51551818847656","76.51551818847656","0","0","0","0.004534532316029072","0.004534532316029072","0.004534532316029072"
"100672","100","100","100","76.49418640136719","76.49418640136719","76.49418640136719","0","0","0","0.0016986377304419875","0.0016986377304419875","0.0016986377304419875"
"100772","100","100","100","76.46987915039062","76.46987915039062","76.46987915039062","0","0","0","0","0","0"
"100872","100","100","100","76.4543228149414","76.4543228149414","76.4543228149414","0","0","0","0","0","0"
"100972","100","100","100","76.43572235107422","76.43572235107422","76.43572235107422","0","0","0","0","0","0"
"101072","100","100","100","76.41104125976562","76.41104125976562","76.41104125976562","0","0","0","0.00037366594187915325","0.00037366594187915325","0.00037366594187915325"
"101172","100","100","100","76.39263916015625","76.39263916015625","76.39263916015625","0","0","0","0.0005551198846660554","0.0005551198846660554","0.0005551198846660554"
"101272","100","100","100","76.36988830566406","76.36988830566406","76.36988830566406","0","0","0","0.0011354712769389153","0.0011354712769389153","0.0011354712769389153"
