"Step","swa_coco_ltd_constraint_b005 - multiplier","swa_coco_ltd_constraint_b005 - multiplier__MIN","swa_coco_ltd_constraint_b005 - multiplier__MAX","swa_coco_ltd_constraint_b01 - multiplier","swa_coco_ltd_constraint_b01 - multiplier__MIN","swa_coco_ltd_constraint_b01 - multiplier__MAX","swa_coco_ltd_constraint_b03 - multiplier","swa_coco_ltd_constraint_b03 - multiplier__MIN","swa_coco_ltd_constraint_b03 - multiplier__MAX","swa_coco_ltd_constraint - multiplier","swa_coco_ltd_constraint - multiplier__MIN","swa_coco_ltd_constraint - multiplier__MAX"
"2400","58.41032028198242","58.41032028198242","58.41032028198242","24.95878028869629","24.95878028869629","24.95878028869629","3.3162710666656494","3.3162710666656494","3.3162710666656494","8.965206146240234","8.965206146240234","8.965206146240234"
"2500","59.760196685791016","59.760196685791016","59.760196685791016","25.41230583190918","25.41230583190918","25.41230583190918","3.2148005962371826","3.2148005962371826","3.2148005962371826","9.003557205200195","9.003557205200195","9.003557205200195"
"2600","61.06291961669922","61.06291961669922","61.06291961669922","25.856508255004883","25.856508255004883","25.856508255004883","3.103224039077759","3.103224039077759","3.103224039077759","9.033439636230469","9.033439636230469","9.033439636230469"
"2700","62.37186813354492","62.37186813354492","62.37186813354492","26.288986206054688","26.288986206054688","26.288986206054688","2.991316795349121","2.991316795349121","2.991316795349121","9.059289932250977","9.059289932250977","9.059289932250977"
"2800","63.65740203857422","63.65740203857422","63.65740203857422","26.713510513305664","26.713510513305664","26.713510513305664","2.8765370845794678","2.8765370845794678","2.8765370845794678","9.074528694152832","9.074528694152832","9.074528694152832"
"2900","64.93367004394531","64.93367004394531","64.93367004394531","27.126903533935547","27.126903533935547","27.126903533935547","2.7606711387634277","2.7606711387634277","2.7606711387634277","9.077718734741211","9.077718734741211","9.077718734741211"
"3000","66.18514251708984","66.18514251708984","66.18514251708984","27.537309646606445","27.537309646606445","27.537309646606445","2.6419332027435303","2.6419332027435303","2.6419332027435303","9.080458641052246","9.080458641052246","9.080458641052246"
"3100","67.39847564697266","67.39847564697266","67.39847564697266","27.93110466003418","27.93110466003418","27.93110466003418","2.520150899887085","2.520150899887085","2.520150899887085","9.081308364868164","9.081308364868164","9.081308364868164"
"3200","68.60874938964844","68.60874938964844","68.60874938964844","28.32860565185547","28.32860565185547","28.32860565185547","2.3971633911132812","2.3971633911132812","2.3971633911132812","9.081509590148926","9.081509590148926","9.081509590148926"
"3300","69.82381439208984","69.82381439208984","69.82381439208984","28.699453353881836","28.699453353881836","28.699453353881836","2.2726826667785645","2.2726826667785645","2.2726826667785645","9.078659057617188","9.078659057617188","9.078659057617188"
"3400","71.02426147460938","71.02426147460938","71.02426147460938","29.067249298095703","29.067249298095703","29.067249298095703","2.1463427543640137","2.1463427543640137","2.1463427543640137","9.068841934204102","9.068841934204102","9.068841934204102"
"3500","72.20680236816406","72.20680236816406","72.20680236816406","29.438228607177734","29.438228607177734","29.438228607177734","2.021369457244873","2.021369457244873","2.021369457244873","9.060837745666504","9.060837745666504","9.060837745666504"
"3600","73.38143157958984","73.38143157958984","73.38143157958984","29.812057495117188","29.812057495117188","29.812057495117188","1.8929450511932373","1.8929450511932373","1.8929450511932373","9.048667907714844","9.048667907714844","9.048667907714844"
"3700","74.54231262207031","74.54231262207031","74.54231262207031","30.174070358276367","30.174070358276367","30.174070358276367","1.762709379196167","1.762709379196167","1.762709379196167","9.033241271972656","9.033241271972656","9.033241271972656"
"3800","75.70440673828125","75.70440673828125","75.70440673828125","30.53093719482422","30.53093719482422","30.53093719482422","1.6301459074020386","1.6301459074020386","1.6301459074020386","9.015217781066895","9.015217781066895","9.015217781066895"
"3900","76.85047912597656","76.85047912597656","76.85047912597656","30.876651763916016","30.876651763916016","30.876651763916016","1.4966316223144531","1.4966316223144531","1.4966316223144531","8.995017051696777","8.995017051696777","8.995017051696777"
"4000","77.96768951416016","77.96768951416016","77.96768951416016","31.216371536254883","31.216371536254883","31.216371536254883","1.3639309406280518","1.3639309406280518","1.3639309406280518","8.970100402832031","8.970100402832031","8.970100402832031"
"4100","79.08013153076172","79.08013153076172","79.08013153076172","31.558334350585938","31.558334350585938","31.558334350585938","1.2314362525939941","1.2314362525939941","1.2314362525939941","8.944694519042969","8.944694519042969","8.944694519042969"
"4200","80.189208984375","80.189208984375","80.189208984375","31.89704132080078","31.89704132080078","31.89704132080078","1.0959402322769165","1.0959402322769165","1.0959402322769165","8.916553497314453","8.916553497314453","8.916553497314453"
"4300","81.29051971435547","81.29051971435547","81.29051971435547","32.233036041259766","32.233036041259766","32.233036041259766","0.9625466465950012","0.9625466465950012","0.9625466465950012","8.884567260742188","8.884567260742188","8.884567260742188"
"4400","82.3785629272461","82.3785629272461","82.3785629272461","32.55226135253906","32.55226135253906","32.55226135253906","0.8303931355476379","0.8303931355476379","0.8303931355476379","8.849995613098145","8.849995613098145","8.849995613098145"
"4426","82.65908813476562","82.65908813476562","82.65908813476562","32.63740539550781","32.63740539550781","32.63740539550781","0.7956785559654236","0.7956785559654236","0.7956785559654236","8.840240478515625","8.840240478515625","8.840240478515625"
"4526","83.72320556640625","83.72320556640625","83.72320556640625","32.95405960083008","32.95405960083008","32.95405960083008","0.6571518182754517","0.6571518182754517","0.6571518182754517","8.804574012756348","8.804574012756348","8.804574012756348"
"4626","84.81534576416016","84.81534576416016","84.81534576416016","33.27231216430664","33.27231216430664","33.27231216430664","0.5171264410018921","0.5171264410018921","0.5171264410018921","8.76981258392334","8.76981258392334","8.76981258392334"
"4726","85.88545227050781","85.88545227050781","85.88545227050781","33.581336975097656","33.581336975097656","33.581336975097656","0.3781060576438904","0.3781060576438904","0.3781060576438904","8.730460166931152","8.730460166931152","8.730460166931152"
"4826","86.95439910888672","86.95439910888672","86.95439910888672","33.89068603515625","33.89068603515625","33.89068603515625","0.24053116142749786","0.24053116142749786","0.24053116142749786","8.689563751220703","8.689563751220703","8.689563751220703"
"4926","88.01750946044922","88.01750946044922","88.01750946044922","34.19797134399414","34.19797134399414","34.19797134399414","0.10196287930011749","0.10196287930011749","0.10196287930011749","8.647640228271484","8.647640228271484","8.647640228271484"
"5026","89.07583618164062","89.07583618164062","89.07583618164062","34.498226165771484","34.498226165771484","34.498226165771484","0","0","0","8.60480785369873","8.60480785369873","8.60480785369873"
"5126","90.11412048339844","90.11412048339844","90.11412048339844","34.793113708496094","34.793113708496094","34.793113708496094","0","0","0","8.560357093811035","8.560357093811035","8.560357093811035"
"5226","91.1728286743164","91.1728286743164","91.1728286743164","35.08981704711914","35.08981704711914","35.08981704711914","0","0","0","8.510083198547363","8.510083198547363","8.510083198547363"
"5326","92.21422576904297","92.21422576904297","92.21422576904297","35.38029479980469","35.38029479980469","35.38029479980469","0","0","0","8.458883285522461","8.458883285522461","8.458883285522461"
"5426","93.24537658691406","93.24537658691406","93.24537658691406","35.66764831542969","35.66764831542969","35.66764831542969","0","0","0","8.402459144592285","8.402459144592285","8.402459144592285"
"5526","94.26749420166016","94.26749420166016","94.26749420166016","35.95568084716797","35.95568084716797","35.95568084716797","0","0","0","8.350366592407227","8.350366592407227","8.350366592407227"
"5626","95.29092407226562","95.29092407226562","95.29092407226562","36.24507141113281","36.24507141113281","36.24507141113281","0","0","0","8.292848587036133","8.292848587036133","8.292848587036133"
"5726","96.30455780029297","96.30455780029297","96.30455780029297","36.526702880859375","36.526702880859375","36.526702880859375","0","0","0","8.234334945678711","8.234334945678711","8.234334945678711"
"5826","97.31351470947266","97.31351470947266","97.31351470947266","36.80684280395508","36.80684280395508","36.80684280395508","0","0","0","8.17304515838623","8.17304515838623","8.17304515838623"
"5926","98.3245620727539","98.3245620727539","98.3245620727539","37.07905197143555","37.07905197143555","37.07905197143555","0","0","0","8.11051082611084","8.11051082611084","8.11051082611084"
"6026","99.31805419921875","99.31805419921875","99.31805419921875","37.35293197631836","37.35293197631836","37.35293197631836","0","0","0","8.043800354003906","8.043800354003906","8.043800354003906"
"6126","100","100","100","37.614471435546875","37.614471435546875","37.614471435546875","0","0","0","7.977321147918701","7.977321147918701","7.977321147918701"
"6226","100","100","100","37.88220977783203","37.88220977783203","37.88220977783203","0","0","0","7.908810138702393","7.908810138702393","7.908810138702393"
"6326","100","100","100","38.139705657958984","38.139705657958984","38.139705657958984","0","0","0","7.838193416595459","7.838193416595459","7.838193416595459"
"6426","100","100","100","38.401885986328125","38.401885986328125","38.401885986328125","0","0","0","7.768385410308838","7.768385410308838","7.768385410308838"
"6526","100","100","100","38.65761947631836","38.65761947631836","38.65761947631836","0","0","0","7.69840669631958","7.69840669631958","7.69840669631958"
"6626","100","100","100","38.908851623535156","38.908851623535156","38.908851623535156","0","0","0","7.627748012542725","7.627748012542725","7.627748012542725"
"6726","100","100","100","39.15187454223633","39.15187454223633","39.15187454223633","0","0","0","7.553444862365723","7.553444862365723","7.553444862365723"
"6826","100","100","100","39.394187927246094","39.394187927246094","39.394187927246094","0","0","0","7.477259159088135","7.477259159088135","7.477259159088135"
"6926","100","100","100","39.64033508300781","39.64033508300781","39.64033508300781","0","0","0","7.398488998413086","7.398488998413086","7.398488998413086"
"7026","100","100","100","39.87942123413086","39.87942123413086","39.87942123413086","0","0","0","7.320647239685059","7.320647239685059","7.320647239685059"
"7126","100","100","100","40.11613845825195","40.11613845825195","40.11613845825195","0","0","0","7.237343788146973","7.237343788146973","7.237343788146973"
"7226","100","100","100","40.35429763793945","40.35429763793945","40.35429763793945","0","0","0","7.15525484085083","7.15525484085083","7.15525484085083"
"7326","100","100","100","40.58793640136719","40.58793640136719","40.58793640136719","0","0","0","7.072493553161621","7.072493553161621","7.072493553161621"
"7426","100","100","100","40.82630157470703","40.82630157470703","40.82630157470703","0","0","0","6.991629600524902","6.991629600524902","6.991629600524902"
"7526","100","100","100","41.06014633178711","41.06014633178711","41.06014633178711","0","0","0","6.907852649688721","6.907852649688721","6.907852649688721"
"7626","100","100","100","41.287471771240234","41.287471771240234","41.287471771240234","0","0","0","6.82009744644165","6.82009744644165","6.82009744644165"
"7726","100","100","100","41.50968551635742","41.50968551635742","41.50968551635742","0","0","0","6.732728958129883","6.732728958129883","6.732728958129883"
"7826","100","100","100","41.732513427734375","41.732513427734375","41.732513427734375","0","0","0","6.642421245574951","6.642421245574951","6.642421245574951"
"7926","100","100","100","41.95903396606445","41.95903396606445","41.95903396606445","0","0","0","6.551941394805908","6.551941394805908","6.551941394805908"
"8026","100","100","100","42.18943786621094","42.18943786621094","42.18943786621094","0","0","0","6.461436748504639","6.461436748504639","6.461436748504639"
"8126","100","100","100","42.41142272949219","42.41142272949219","42.41142272949219","0","0","0","6.3683977127075195","6.3683977127075195","6.3683977127075195"
"8226","100","100","100","42.63235855102539","42.63235855102539","42.63235855102539","0","0","0","6.275232791900635","6.275232791900635","6.275232791900635"
"8326","100","100","100","42.844974517822266","42.844974517822266","42.844974517822266","0","0","0","6.1800336837768555","6.1800336837768555","6.1800336837768555"
"8426","100","100","100","43.0515022277832","43.0515022277832","43.0515022277832","0","0","0","6.083423614501953","6.083423614501953","6.083423614501953"
"8526","100","100","100","43.25648880004883","43.25648880004883","43.25648880004883","0","0","0","5.9799275398254395","5.9799275398254395","5.9799275398254395"
"8626","100","100","100","43.466346740722656","43.466346740722656","43.466346740722656","0","0","0","5.881020545959473","5.881020545959473","5.881020545959473"
"8726","100","100","100","43.67603302001953","43.67603302001953","43.67603302001953","0","0","0","5.784147262573242","5.784147262573242","5.784147262573242"
"8826","100","100","100","43.879642486572266","43.879642486572266","43.879642486572266","0","0","0","5.677937030792236","5.677937030792236","5.677937030792236"
"8852","100","100","100","43.93193054199219","43.93193054199219","43.93193054199219","0","0","0","5.649923801422119","5.649923801422119","5.649923801422119"
"8952","100","100","100","44.12690734863281","44.12690734863281","44.12690734863281","0","0","0","5.540107250213623","5.540107250213623","5.540107250213623"
"9052","100","100","100","44.322208404541016","44.322208404541016","44.322208404541016","0","0","0","5.428153038024902","5.428153038024902","5.428153038024902"
"9152","100","100","100","44.52975082397461","44.52975082397461","44.52975082397461","0","0","0","5.317705154418945","5.317705154418945","5.317705154418945"
"9252","100","100","100","44.727996826171875","44.727996826171875","44.727996826171875","0","0","0","5.20495080947876","5.20495080947876","5.20495080947876"
"9352","100","100","100","44.92801284790039","44.92801284790039","44.92801284790039","0","0","0","5.09287166595459","5.09287166595459","5.09287166595459"
"9452","100","100","100","45.11600112915039","45.11600112915039","45.11600112915039","0","0","0","4.98023796081543","4.98023796081543","4.98023796081543"
"9552","100","100","100","45.3070068359375","45.3070068359375","45.3070068359375","0","0","0","4.869767189025879","4.869767189025879","4.869767189025879"
"9652","100","100","100","45.49927520751953","45.49927520751953","45.49927520751953","0","0","0","4.759673595428467","4.759673595428467","4.759673595428467"
"9752","100","100","100","45.6960563659668","45.6960563659668","45.6960563659668","0","0","0","4.64827823638916","4.64827823638916","4.64827823638916"
"9852","100","100","100","45.89095687866211","45.89095687866211","45.89095687866211","0","0","0","4.535847187042236","4.535847187042236","4.535847187042236"
"9952","100","100","100","46.08776092529297","46.08776092529297","46.08776092529297","0","0","0","4.422937870025635","4.422937870025635","4.422937870025635"
"10052","100","100","100","46.273494720458984","46.273494720458984","46.273494720458984","0","0","0","4.308427333831787","4.308427333831787","4.308427333831787"
"10152","100","100","100","46.4669075012207","46.4669075012207","46.4669075012207","0","0","0","4.19443941116333","4.19443941116333","4.19443941116333"
"10252","100","100","100","46.658042907714844","46.658042907714844","46.658042907714844","0","0","0","4.080676078796387","4.080676078796387","4.080676078796387"
"10352","100","100","100","46.846534729003906","46.846534729003906","46.846534729003906","0","0","0","3.96608304977417","3.96608304977417","3.96608304977417"
"10452","100","100","100","47.02806091308594","47.02806091308594","47.02806091308594","0","0","0","3.84901762008667","3.84901762008667","3.84901762008667"
"10552","100","100","100","47.205440521240234","47.205440521240234","47.205440521240234","0","0","0","3.7319228649139404","3.7319228649139404","3.7319228649139404"
"10652","100","100","100","47.388771057128906","47.388771057128906","47.388771057128906","0","0","0","3.6181135177612305","3.6181135177612305","3.6181135177612305"
"10752","100","100","100","47.5714111328125","47.5714111328125","47.5714111328125","0","0","0","3.5017764568328857","3.5017764568328857","3.5017764568328857"
"10852","100","100","100","47.750572204589844","47.750572204589844","47.750572204589844","0","0","0","3.3866288661956787","3.3866288661956787","3.3866288661956787"
"10952","100","100","100","47.93035125732422","47.93035125732422","47.93035125732422","0","0","0","3.270345687866211","3.270345687866211","3.270345687866211"
"11052","100","100","100","48.09459686279297","48.09459686279297","48.09459686279297","0","0","0","3.154287815093994","3.154287815093994","3.154287815093994"
"11152","100","100","100","48.271446228027344","48.271446228027344","48.271446228027344","0","0","0","3.03645920753479","3.03645920753479","3.03645920753479"
"11252","100","100","100","48.435672760009766","48.435672760009766","48.435672760009766","0","0","0","2.923755407333374","2.923755407333374","2.923755407333374"
"11352","100","100","100","48.6080436706543","48.6080436706543","48.6080436706543","0","0","0","2.805506944656372","2.805506944656372","2.805506944656372"
"11452","100","100","100","48.78409194946289","48.78409194946289","48.78409194946289","0","0","0","2.6903388500213623","2.6903388500213623","2.6903388500213623"
"11552","100","100","100","48.946678161621094","48.946678161621094","48.946678161621094","0","0","0","2.5724599361419678","2.5724599361419678","2.5724599361419678"
"11652","100","100","100","49.11711883544922","49.11711883544922","49.11711883544922","0","0","0","2.4563236236572266","2.4563236236572266","2.4563236236572266"
"11752","100","100","100","49.2855110168457","49.2855110168457","49.2855110168457","0","0","0","2.3359310626983643","2.3359310626983643","2.3359310626983643"
"11852","100","100","100","49.45064926147461","49.45064926147461","49.45064926147461","0","0","0","2.21671199798584","2.21671199798584","2.21671199798584"
"11952","100","100","100","49.61140823364258","49.61140823364258","49.61140823364258","0","0","0","2.0979692935943604","2.0979692935943604","2.0979692935943604"
"12052","100","100","100","49.77671813964844","49.77671813964844","49.77671813964844","0","0","0","1.9823180437088013","1.9823180437088013","1.9823180437088013"
"12152","100","100","100","49.94743347167969","49.94743347167969","49.94743347167969","0","0","0","1.8640106916427612","1.8640106916427612","1.8640106916427612"
"12252","100","100","100","50.114131927490234","50.114131927490234","50.114131927490234","0","0","0","1.7436456680297852","1.7436456680297852","1.7436456680297852"
"12352","100","100","100","50.27741241455078","50.27741241455078","50.27741241455078","0","0","0","1.6242340803146362","1.6242340803146362","1.6242340803146362"
"12452","100","100","100","50.43781280517578","50.43781280517578","50.43781280517578","0","0","0","1.5045125484466553","1.5045125484466553","1.5045125484466553"
"12552","100","100","100","50.60697937011719","50.60697937011719","50.60697937011719","0","0","0","1.3850005865097046","1.3850005865097046","1.3850005865097046"
"12652","100","100","100","50.76768112182617","50.76768112182617","50.76768112182617","0","0","0","1.2666311264038086","1.2666311264038086","1.2666311264038086"
"12752","100","100","100","50.9237174987793","50.9237174987793","50.9237174987793","0","0","0","1.1530550718307495","1.1530550718307495","1.1530550718307495"
"12852","100","100","100","51.07815170288086","51.07815170288086","51.07815170288086","0","0","0","1.031150460243225","1.031150460243225","1.031150460243225"
"12952","100","100","100","51.23656463623047","51.23656463623047","51.23656463623047","0","0","0","0.9097440838813782","0.9097440838813782","0.9097440838813782"
"13052","100","100","100","51.39121627807617","51.39121627807617","51.39121627807617","0","0","0","0.7924768924713135","0.7924768924713135","0.7924768924713135"
"13152","100","100","100","51.54287338256836","51.54287338256836","51.54287338256836","0","0","0","0.6667740345001221","0.6667740345001221","0.6667740345001221"
"13252","100","100","100","51.701446533203125","51.701446533203125","51.701446533203125","0","0","0","0.5430653691291809","0.5430653691291809","0.5430653691291809"
"13278","100","100","100","51.74089813232422","51.74089813232422","51.74089813232422","0","0","0","0.5103848576545715","0.5103848576545715","0.5103848576545715"
"13378","100","100","100","51.884674072265625","51.884674072265625","51.884674072265625","0","0","0","0.3823021948337555","0.3823021948337555","0.3823021948337555"
"13478","100","100","100","52.03497314453125","52.03497314453125","52.03497314453125","0","0","0","0.2597580552101135","0.2597580552101135","0.2597580552101135"
"13578","100","100","100","52.18524932861328","52.18524932861328","52.18524932861328","0","0","0","0.13835616409778595","0.13835616409778595","0.13835616409778595"
"13678","100","100","100","52.33608627319336","52.33608627319336","52.33608627319336","0","0","0","0.02220817282795906","0.02220817282795906","0.02220817282795906"
"13778","100","100","100","52.47883987426758","52.47883987426758","52.47883987426758","0","0","0","0","0","0"
"13878","100","100","100","52.62030029296875","52.62030029296875","52.62030029296875","0","0","0","0","0","0"
"13978","100","100","100","52.76750183105469","52.76750183105469","52.76750183105469","0","0","0","0","0","0"
"14078","100","100","100","52.9151611328125","52.9151611328125","52.9151611328125","0","0","0","0","0","0"
"14178","100","100","100","53.06205368041992","53.06205368041992","53.06205368041992","0","0","0","0","0","0"
"14278","100","100","100","53.20099639892578","53.20099639892578","53.20099639892578","0","0","0","0","0","0"
"14378","100","100","100","53.3422966003418","53.3422966003418","53.3422966003418","0","0","0","0","0","0"
"14478","100","100","100","53.490230560302734","53.490230560302734","53.490230560302734","0","0","0","0","0","0"
"14578","100","100","100","53.629722595214844","53.629722595214844","53.629722595214844","0","0","0","0","0","0"
"14678","100","100","100","53.76844024658203","53.76844024658203","53.76844024658203","0","0","0","0","0","0"
"14778","100","100","100","53.909202575683594","53.909202575683594","53.909202575683594","0","0","0","0","0","0"
"14878","100","100","100","54.04063034057617","54.04063034057617","54.04063034057617","0","0","0","0","0","0"
"14978","100","100","100","54.1915168762207","54.1915168762207","54.1915168762207","0","0","0","0","0","0"
"15078","100","100","100","54.326786041259766","54.326786041259766","54.326786041259766","0","0","0","0","0","0"
"15178","100","100","100","54.46101760864258","54.46101760864258","54.46101760864258","0","0","0","0","0","0"
"15278","100","100","100","54.5915641784668","54.5915641784668","54.5915641784668","0","0","0","0","0","0"
"15378","100","100","100","54.72309112548828","54.72309112548828","54.72309112548828","0","0","0","0","0","0"
"15478","100","100","100","54.86019515991211","54.86019515991211","54.86019515991211","0","0","0","0","0","0"
"15578","100","100","100","54.99537658691406","54.99537658691406","54.99537658691406","0","0","0","0","0","0"
"15678","100","100","100","55.12492370605469","55.12492370605469","55.12492370605469","0","0","0","0","0","0"
"15778","100","100","100","55.259647369384766","55.259647369384766","55.259647369384766","0","0","0","0","0","0"
"15878","100","100","100","55.39405059814453","55.39405059814453","55.39405059814453","0","0","0","0","0","0"
"15978","100","100","100","55.52581787109375","55.52581787109375","55.52581787109375","0","0","0","0","0","0"
"16078","100","100","100","55.657955169677734","55.657955169677734","55.657955169677734","0","0","0","0","0","0"
"16178","100","100","100","55.78702163696289","55.78702163696289","55.78702163696289","0","0","0","0","0","0"
"16278","100","100","100","55.91463088989258","55.91463088989258","55.91463088989258","0","0","0","0","0","0"
"16378","100","100","100","56.03973388671875","56.03973388671875","56.03973388671875","0","0","0","0","0","0"
"16478","100","100","100","56.1661376953125","56.1661376953125","56.1661376953125","0","0","0","0","0","0"
"16578","100","100","100","56.29894256591797","56.29894256591797","56.29894256591797","0","0","0","0","0","0"
"16678","100","100","100","56.423545837402344","56.423545837402344","56.423545837402344","0","0","0","0","0","0"
"16778","100","100","100","56.54039001464844","56.54039001464844","56.54039001464844","0","0","0","0","0","0"
"16878","100","100","100","56.66511917114258","56.66511917114258","56.66511917114258","0","0","0","0","0","0"
"16978","100","100","100","56.7944221496582","56.7944221496582","56.7944221496582","0","0","0","0","0","0"
"17078","100","100","100","56.91336441040039","56.91336441040039","56.91336441040039","0","0","0","0","0","0"
"17178","100","100","100","57.03402328491211","57.03402328491211","57.03402328491211","0","0","0","0","0","0"
"17278","100","100","100","57.155921936035156","57.155921936035156","57.155921936035156","0","0","0","0","0","0"
"17378","100","100","100","57.27466583251953","57.27466583251953","57.27466583251953","0","0","0","0","0","0"
