"Step","swa_coco_ltd_constraint_b005 - reconstruction_loss","swa_coco_ltd_constraint_b005 - reconstruction_loss__MIN","swa_coco_ltd_constraint_b005 - reconstruction_loss__MAX","swa_coco_ltd_constraint_b01 - reconstruction_loss","swa_coco_ltd_constraint_b01 - reconstruction_loss__MIN","swa_coco_ltd_constraint_b01 - reconstruction_loss__MAX","swa_coco_ltd_constraint_b03 - reconstruction_loss","swa_coco_ltd_constraint_b03 - reconstruction_loss__MIN","swa_coco_ltd_constraint_b03 - reconstruction_loss__MAX","swa_coco_ltd_constraint - reconstruction_loss","swa_coco_ltd_constraint - reconstruction_loss__MIN","swa_coco_ltd_constraint - reconstruction_loss__MAX","swa_coco_ltd - reconstruction_loss","swa_coco_ltd - reconstruction_loss__MIN","swa_coco_ltd - reconstruction_loss__MAX"
"1400","0.21850818395614624","0.21850818395614624","0.21850818395614624","0.22219577431678772","0.22219577431678772","0.22219577431678772","0.30073282122612","0.30073282122612","0.30073282122612","0.25646573305130005","0.25646573305130005","0.25646573305130005","0.42908307909965515","0.42908307909965515","0.42908307909965515"
"1500","0.20820194482803345","0.20820194482803345","0.20820194482803345","0.2255532145500183","0.2255532145500183","0.2255532145500183","0.27667200565338135","0.27667200565338135","0.27667200565338135","0.23592504858970642","0.23592504858970642","0.23592504858970642","0.40385937690734863","0.40385937690734863","0.40385937690734863"
"1600","0.20490053296089172","0.20490053296089172","0.20490053296089172","0.21836009621620178","0.21836009621620178","0.21836009621620178","0.28755342960357666","0.28755342960357666","0.28755342960357666","0.2414402961730957","0.2414402961730957","0.2414402961730957","0.4119517207145691","0.4119517207145691","0.4119517207145691"
"1700","0.21203520894050598","0.21203520894050598","0.21203520894050598","0.20675745606422424","0.20675745606422424","0.20675745606422424","0.2770029902458191","0.2770029902458191","0.2770029902458191","0.25359371304512024","0.25359371304512024","0.25359371304512024","0.38920068740844727","0.38920068740844727","0.38920068740844727"
"1800","0.19343113899230957","0.19343113899230957","0.19343113899230957","0.21051420271396637","0.21051420271396637","0.21051420271396637","0.2586486339569092","0.2586486339569092","0.2586486339569092","0.22255182266235352","0.22255182266235352","0.22255182266235352","0.3849639296531677","0.3849639296531677","0.3849639296531677"
"1900","0.20217441022396088","0.20217441022396088","0.20217441022396088","0.20629942417144775","0.20629942417144775","0.20629942417144775","0.2631325125694275","0.2631325125694275","0.2631325125694275","0.23168981075286865","0.23168981075286865","0.23168981075286865","0.3685837388038635","0.3685837388038635","0.3685837388038635"
"2000","0.19025583565235138","0.19025583565235138","0.19025583565235138","0.2094029188156128","0.2094029188156128","0.2094029188156128","0.2576625347137451","0.2576625347137451","0.2576625347137451","0.24048981070518494","0.24048981070518494","0.24048981070518494","0.38369253277778625","0.38369253277778625","0.38369253277778625"
"2100","0.1968463957309723","0.1968463957309723","0.1968463957309723","0.19234628975391388","0.19234628975391388","0.19234628975391388","0.24900290369987488","0.24900290369987488","0.24900290369987488","0.23045124113559723","0.23045124113559723","0.23045124113559723","0.3696272671222687","0.3696272671222687","0.3696272671222687"
"2200","0.19984836876392365","0.19984836876392365","0.19984836876392365","0.19730809330940247","0.19730809330940247","0.19730809330940247","0.2500884532928467","0.2500884532928467","0.2500884532928467","0.21678243577480316","0.21678243577480316","0.21678243577480316","0.36211857199668884","0.36211857199668884","0.36211857199668884"
"2300","0.18221759796142578","0.18221759796142578","0.18221759796142578","0.19360032677650452","0.19360032677650452","0.19360032677650452","0.24174946546554565","0.24174946546554565","0.24174946546554565","0.22515273094177246","0.22515273094177246","0.22515273094177246","0.3716510832309723","0.3716510832309723","0.3716510832309723"
"2400","0.19001546502113342","0.19001546502113342","0.19001546502113342","0.20226183533668518","0.20226183533668518","0.20226183533668518","0.2332453429698944","0.2332453429698944","0.2332453429698944","0.21408113837242126","0.21408113837242126","0.21408113837242126","0.36652836203575134","0.36652836203575134","0.36652836203575134"
"2500","0.17467521131038666","0.17467521131038666","0.17467521131038666","0.1677207052707672","0.1677207052707672","0.1677207052707672","0.2434147447347641","0.2434147447347641","0.2434147447347641","0.20735031366348267","0.20735031366348267","0.20735031366348267","0.36372485756874084","0.36372485756874084","0.36372485756874084"
"2600","0.1784232258796692","0.1784232258796692","0.1784232258796692","0.1916397362947464","0.1916397362947464","0.1916397362947464","0.23934288322925568","0.23934288322925568","0.23934288322925568","0.1994369924068451","0.1994369924068451","0.1994369924068451","0.36382031440734863","0.36382031440734863","0.36382031440734863"
"2700","0.17388036847114563","0.17388036847114563","0.17388036847114563","0.19700166583061218","0.19700166583061218","0.19700166583061218","0.22950497269630432","0.22950497269630432","0.22950497269630432","0.2108495682477951","0.2108495682477951","0.2108495682477951","0.33633583784103394","0.33633583784103394","0.33633583784103394"
"2800","0.17999425530433655","0.17999425530433655","0.17999425530433655","0.18160480260849","0.18160480260849","0.18160480260849","0.2204592227935791","0.2204592227935791","0.2204592227935791","0.20975960791110992","0.20975960791110992","0.20975960791110992","0.3538029193878174","0.3538029193878174","0.3538029193878174"
"2900","0.17577525973320007","0.17577525973320007","0.17577525973320007","0.1826862394809723","0.1826862394809723","0.1826862394809723","0.23914745450019836","0.23914745450019836","0.23914745450019836","0.18806737661361694","0.18806737661361694","0.18806737661361694","0.3459893763065338","0.3459893763065338","0.3459893763065338"
"3000","0.18640407919883728","0.18640407919883728","0.18640407919883728","0.1828462779521942","0.1828462779521942","0.1828462779521942","0.2312479466199875","0.2312479466199875","0.2312479466199875","0.2129925638437271","0.2129925638437271","0.2129925638437271","0.3450624346733093","0.3450624346733093","0.3450624346733093"
"3100","0.18023602664470673","0.18023602664470673","0.18023602664470673","0.18565908074378967","0.18565908074378967","0.18565908074378967","0.2318735420703888","0.2318735420703888","0.2318735420703888","0.19786366820335388","0.19786366820335388","0.19786366820335388","0.34458428621292114","0.34458428621292114","0.34458428621292114"
"3200","0.17926931381225586","0.17926931381225586","0.17926931381225586","0.1810959428548813","0.1810959428548813","0.1810959428548813","0.22148650884628296","0.22148650884628296","0.22148650884628296","0.1993873417377472","0.1993873417377472","0.1993873417377472","0.3398106098175049","0.3398106098175049","0.3398106098175049"
"3300","0.18587687611579895","0.18587687611579895","0.18587687611579895","0.16799424588680267","0.16799424588680267","0.16799424588680267","0.2363567352294922","0.2363567352294922","0.2363567352294922","0.18574172258377075","0.18574172258377075","0.18574172258377075","0.34415850043296814","0.34415850043296814","0.34415850043296814"
"3400","0.16729973256587982","0.16729973256587982","0.16729973256587982","0.16698870062828064","0.16698870062828064","0.16698870062828064","0.2147708237171173","0.2147708237171173","0.2147708237171173","0.20160932838916779","0.20160932838916779","0.20160932838916779","0.32843390107154846","0.32843390107154846","0.32843390107154846"
"3500","0.1644834578037262","0.1644834578037262","0.1644834578037262","0.18041008710861206","0.18041008710861206","0.18041008710861206","0.21648959815502167","0.21648959815502167","0.21648959815502167","0.1974039375782013","0.1974039375782013","0.1974039375782013","0.3362632691860199","0.3362632691860199","0.3362632691860199"
"3600","0.1620326042175293","0.1620326042175293","0.1620326042175293","0.1668807864189148","0.1668807864189148","0.1668807864189148","0.21558356285095215","0.21558356285095215","0.21558356285095215","0.18733392655849457","0.18733392655849457","0.18733392655849457","0.33767977356910706","0.33767977356910706","0.33767977356910706"
"3700","0.17269554734230042","0.17269554734230042","0.17269554734230042","0.16115279495716095","0.16115279495716095","0.16115279495716095","0.235186368227005","0.235186368227005","0.235186368227005","0.19356855750083923","0.19356855750083923","0.19356855750083923","0.32485291361808777","0.32485291361808777","0.32485291361808777"
"3800","0.15452715754508972","0.15452715754508972","0.15452715754508972","0.17183786630630493","0.17183786630630493","0.17183786630630493","0.2265227735042572","0.2265227735042572","0.2265227735042572","0.1907680481672287","0.1907680481672287","0.1907680481672287","0.31474509835243225","0.31474509835243225","0.31474509835243225"
"3900","0.15604527294635773","0.15604527294635773","0.15604527294635773","0.16594037413597107","0.16594037413597107","0.16594037413597107","0.21468167006969452","0.21468167006969452","0.21468167006969452","0.19752627611160278","0.19752627611160278","0.19752627611160278","0.3126896023750305","0.3126896023750305","0.3126896023750305"
"4000","0.17529967427253723","0.17529967427253723","0.17529967427253723","0.1718507707118988","0.1718507707118988","0.1718507707118988","0.23351283371448517","0.23351283371448517","0.23351283371448517","0.19851331412792206","0.19851331412792206","0.19851331412792206","0.3037714958190918","0.3037714958190918","0.3037714958190918"
"4100","0.1651029884815216","0.1651029884815216","0.1651029884815216","0.17892667651176453","0.17892667651176453","0.17892667651176453","0.22592616081237793","0.22592616081237793","0.22592616081237793","0.1917920708656311","0.1917920708656311","0.1917920708656311","0.3090135157108307","0.3090135157108307","0.3090135157108307"
"4200","0.1508430540561676","0.1508430540561676","0.1508430540561676","0.15989220142364502","0.15989220142364502","0.15989220142364502","0.22060003876686096","0.22060003876686096","0.22060003876686096","0.17512205243110657","0.17512205243110657","0.17512205243110657","0.33184295892715454","0.33184295892715454","0.33184295892715454"
"4300","0.15949133038520813","0.15949133038520813","0.15949133038520813","0.16681745648384094","0.16681745648384094","0.16681745648384094","0.2265530824661255","0.2265530824661255","0.2265530824661255","0.18630672991275787","0.18630672991275787","0.18630672991275787","0.3308219909667969","0.3308219909667969","0.3308219909667969"
"4400","0.15977799892425537","0.15977799892425537","0.15977799892425537","0.1651182770729065","0.1651182770729065","0.1651182770729065","0.22268113493919373","0.22268113493919373","0.22268113493919373","0.16008594632148743","0.16008594632148743","0.16008594632148743","0.29840946197509766","0.29840946197509766","0.29840946197509766"
"4426","0.16164100170135498","0.16164100170135498","0.16164100170135498","0.16109482944011688","0.16109482944011688","0.16109482944011688","0.22068727016448975","0.22068727016448975","0.22068727016448975","0.1946132481098175","0.1946132481098175","0.1946132481098175","0.3114110231399536","0.3114110231399536","0.3114110231399536"
"4526","0.15296043455600739","0.15296043455600739","0.15296043455600739","0.17557568848133087","0.17557568848133087","0.17557568848133087","0.2197589874267578","0.2197589874267578","0.2197589874267578","0.19619593024253845","0.19619593024253845","0.19619593024253845","0.3037985563278198","0.3037985563278198","0.3037985563278198"
"4626","0.1634065806865692","0.1634065806865692","0.1634065806865692","0.146083801984787","0.146083801984787","0.146083801984787","0.22527842223644257","0.22527842223644257","0.22527842223644257","0.17795497179031372","0.17795497179031372","0.17795497179031372","0.30560702085494995","0.30560702085494995","0.30560702085494995"
"4726","0.1590106189250946","0.1590106189250946","0.1590106189250946","0.17229579389095306","0.17229579389095306","0.17229579389095306","0.2235659807920456","0.2235659807920456","0.2235659807920456","0.16771277785301208","0.16771277785301208","0.16771277785301208","0.2856433391571045","0.2856433391571045","0.2856433391571045"
"4826","0.15644122660160065","0.15644122660160065","0.15644122660160065","0.15687251091003418","0.15687251091003418","0.15687251091003418","0.22252249717712402","0.22252249717712402","0.22252249717712402","0.1769089698791504","0.1769089698791504","0.1769089698791504","0.30793872475624084","0.30793872475624084","0.30793872475624084"
"4926","0.16035202145576477","0.16035202145576477","0.16035202145576477","0.14872723817825317","0.14872723817825317","0.14872723817825317","0.20084115862846375","0.20084115862846375","0.20084115862846375","0.17967671155929565","0.17967671155929565","0.17967671155929565","0.30916404724121094","0.30916404724121094","0.30916404724121094"
"5026","0.15095026791095734","0.15095026791095734","0.15095026791095734","0.15109901130199432","0.15109901130199432","0.15109901130199432","0.21669401228427887","0.21669401228427887","0.21669401228427887","0.17498649656772614","0.17498649656772614","0.17498649656772614","0.2804725468158722","0.2804725468158722","0.2804725468158722"
"5126","0.14738750457763672","0.14738750457763672","0.14738750457763672","0.15768174827098846","0.15768174827098846","0.15768174827098846","0.22558169066905975","0.22558169066905975","0.22558169066905975","0.1788540482521057","0.1788540482521057","0.1788540482521057","0.28907740116119385","0.28907740116119385","0.28907740116119385"
"5226","0.14995332062244415","0.14995332062244415","0.14995332062244415","0.1416999101638794","0.1416999101638794","0.1416999101638794","0.23002839088439941","0.23002839088439941","0.23002839088439941","0.17819508910179138","0.17819508910179138","0.17819508910179138","0.299263596534729","0.299263596534729","0.299263596534729"
"5326","0.14626172184944153","0.14626172184944153","0.14626172184944153","0.15249444544315338","0.15249444544315338","0.15249444544315338","0.22762183845043182","0.22762183845043182","0.22762183845043182","0.1785479485988617","0.1785479485988617","0.1785479485988617","0.2898148000240326","0.2898148000240326","0.2898148000240326"
"5426","0.15089286863803864","0.15089286863803864","0.15089286863803864","0.13537217676639557","0.13537217676639557","0.13537217676639557","0.224707692861557","0.224707692861557","0.224707692861557","0.17024679481983185","0.17024679481983185","0.17024679481983185","0.2960851192474365","0.2960851192474365","0.2960851192474365"
"5526","0.14352136850357056","0.14352136850357056","0.14352136850357056","0.15332022309303284","0.15332022309303284","0.15332022309303284","0.210496187210083","0.210496187210083","0.210496187210083","0.17324963212013245","0.17324963212013245","0.17324963212013245","0.2895820736885071","0.2895820736885071","0.2895820736885071"
"5626","0.14167916774749756","0.14167916774749756","0.14167916774749756","0.1593010276556015","0.1593010276556015","0.1593010276556015","0.22747930884361267","0.22747930884361267","0.22747930884361267","0.17352810502052307","0.17352810502052307","0.17352810502052307","0.29907089471817017","0.29907089471817017","0.29907089471817017"
"5726","0.1492585837841034","0.1492585837841034","0.1492585837841034","0.15447278320789337","0.15447278320789337","0.15447278320789337","0.2184748649597168","0.2184748649597168","0.2184748649597168","0.1782623529434204","0.1782623529434204","0.1782623529434204","0.2938951849937439","0.2938951849937439","0.2938951849937439"
"5826","0.14336703717708588","0.14336703717708588","0.14336703717708588","0.1614878624677658","0.1614878624677658","0.1614878624677658","0.2284509241580963","0.2284509241580963","0.2284509241580963","0.18353235721588135","0.18353235721588135","0.18353235721588135","0.28096503019332886","0.28096503019332886","0.28096503019332886"
"5926","0.1511087715625763","0.1511087715625763","0.1511087715625763","0.15243665874004364","0.15243665874004364","0.15243665874004364","0.23174753785133362","0.23174753785133362","0.23174753785133362","0.17031003534793854","0.17031003534793854","0.17031003534793854","0.2941681742668152","0.2941681742668152","0.2941681742668152"
"6026","0.14573420584201813","0.14573420584201813","0.14573420584201813","0.14545202255249023","0.14545202255249023","0.14545202255249023","0.2392793893814087","0.2392793893814087","0.2392793893814087","0.17980241775512695","0.17980241775512695","0.17980241775512695","0.28759753704071045","0.28759753704071045","0.28759753704071045"
"6126","0.14624403417110443","0.14624403417110443","0.14624403417110443","0.1484382003545761","0.1484382003545761","0.1484382003545761","0.22090750932693481","0.22090750932693481","0.22090750932693481","0.1904916763305664","0.1904916763305664","0.1904916763305664","0.293242871761322","0.293242871761322","0.293242871761322"
"6226","0.15650483965873718","0.15650483965873718","0.15650483965873718","0.15539142489433289","0.15539142489433289","0.15539142489433289","0.2219875603914261","0.2219875603914261","0.2219875603914261","0.16495126485824585","0.16495126485824585","0.16495126485824585","0.28290802240371704","0.28290802240371704","0.28290802240371704"
"6326","0.1541830599308014","0.1541830599308014","0.1541830599308014","0.1550312489271164","0.1550312489271164","0.1550312489271164","0.22381043434143066","0.22381043434143066","0.22381043434143066","0.17853957414627075","0.17853957414627075","0.17853957414627075","0.28877007961273193","0.28877007961273193","0.28877007961273193"
"6426","0.1565099060535431","0.1565099060535431","0.1565099060535431","0.15512323379516602","0.15512323379516602","0.15512323379516602","0.24545320868492126","0.24545320868492126","0.24545320868492126","0.16958004236221313","0.16958004236221313","0.16958004236221313","0.2876685559749603","0.2876685559749603","0.2876685559749603"
"6526","0.154744952917099","0.154744952917099","0.154744952917099","0.15264378488063812","0.15264378488063812","0.15264378488063812","0.22596415877342224","0.22596415877342224","0.22596415877342224","0.18856149911880493","0.18856149911880493","0.18856149911880493","0.2870747148990631","0.2870747148990631","0.2870747148990631"
"6626","0.13552437722682953","0.13552437722682953","0.13552437722682953","0.14888706803321838","0.14888706803321838","0.14888706803321838","0.2369435876607895","0.2369435876607895","0.2369435876607895","0.16479626297950745","0.16479626297950745","0.16479626297950745","0.27517980337142944","0.27517980337142944","0.27517980337142944"
"6726","0.15879158675670624","0.15879158675670624","0.15879158675670624","0.14943256974220276","0.14943256974220276","0.14943256974220276","0.25559377670288086","0.25559377670288086","0.25559377670288086","0.1733185350894928","0.1733185350894928","0.1733185350894928","0.27808165550231934","0.27808165550231934","0.27808165550231934"
"6826","0.14915244281291962","0.14915244281291962","0.14915244281291962","0.14538419246673584","0.14538419246673584","0.14538419246673584","0.24715033173561096","0.24715033173561096","0.24715033173561096","0.16627377271652222","0.16627377271652222","0.16627377271652222","0.28229421377182007","0.28229421377182007","0.28229421377182007"
"6926","0.15505848824977875","0.15505848824977875","0.15505848824977875","0.1506064385175705","0.1506064385175705","0.1506064385175705","0.24825333058834076","0.24825333058834076","0.24825333058834076","0.1677481234073639","0.1677481234073639","0.1677481234073639","0.2672466039657593","0.2672466039657593","0.2672466039657593"
"7026","0.15093225240707397","0.15093225240707397","0.15093225240707397","0.14849171042442322","0.14849171042442322","0.14849171042442322","0.2339545339345932","0.2339545339345932","0.2339545339345932","0.16906289756298065","0.16906289756298065","0.16906289756298065","0.2991424798965454","0.2991424798965454","0.2991424798965454"
"7126","0.14458207786083221","0.14458207786083221","0.14458207786083221","0.15952786803245544","0.15952786803245544","0.15952786803245544","0.23004838824272156","0.23004838824272156","0.23004838824272156","0.15324798226356506","0.15324798226356506","0.15324798226356506","0.27201682329177856","0.27201682329177856","0.27201682329177856"
"7226","0.14231501519680023","0.14231501519680023","0.14231501519680023","0.14932385087013245","0.14932385087013245","0.14932385087013245","0.24088816344738007","0.24088816344738007","0.24088816344738007","0.16573378443717957","0.16573378443717957","0.16573378443717957","0.2897965908050537","0.2897965908050537","0.2897965908050537"
"7326","0.14804495871067047","0.14804495871067047","0.14804495871067047","0.15013805031776428","0.15013805031776428","0.15013805031776428","0.23728257417678833","0.23728257417678833","0.23728257417678833","0.15976852178573608","0.15976852178573608","0.15976852178573608","0.28010937571525574","0.28010937571525574","0.28010937571525574"
"7426","0.13787832856178284","0.13787832856178284","0.13787832856178284","0.15386226773262024","0.15386226773262024","0.15386226773262024","0.23925068974494934","0.23925068974494934","0.23925068974494934","0.16859197616577148","0.16859197616577148","0.16859197616577148","0.2600727677345276","0.2600727677345276","0.2600727677345276"
"7526","0.1470729410648346","0.1470729410648346","0.1470729410648346","0.14195026457309723","0.14195026457309723","0.14195026457309723","0.24168603122234344","0.24168603122234344","0.24168603122234344","0.17302697896957397","0.17302697896957397","0.17302697896957397","0.2808747887611389","0.2808747887611389","0.2808747887611389"
"7626","0.12289293855428696","0.12289293855428696","0.12289293855428696","0.14812502264976501","0.14812502264976501","0.14812502264976501","0.2546221613883972","0.2546221613883972","0.2546221613883972","0.1499491035938263","0.1499491035938263","0.1499491035938263","0.27584075927734375","0.27584075927734375","0.27584075927734375"
"7726","0.11900004744529724","0.11900004744529724","0.11900004744529724","0.1406407356262207","0.1406407356262207","0.1406407356262207","0.24638712406158447","0.24638712406158447","0.24638712406158447","0.16141262650489807","0.16141262650489807","0.16141262650489807","0.2810654044151306","0.2810654044151306","0.2810654044151306"
"7826","0.13157373666763306","0.13157373666763306","0.13157373666763306","0.1438356637954712","0.1438356637954712","0.1438356637954712","0.2554172873497009","0.2554172873497009","0.2554172873497009","0.17023098468780518","0.17023098468780518","0.17023098468780518","0.2756863236427307","0.2756863236427307","0.2756863236427307"
"7926","0.15059007704257965","0.15059007704257965","0.15059007704257965","0.1486569046974182","0.1486569046974182","0.1486569046974182","0.2537536919116974","0.2537536919116974","0.2537536919116974","0.1587066352367401","0.1587066352367401","0.1587066352367401","0.2906593382358551","0.2906593382358551","0.2906593382358551"
"8026","0.12590333819389343","0.12590333819389343","0.12590333819389343","0.14370307326316833","0.14370307326316833","0.14370307326316833","0.24699616432189941","0.24699616432189941","0.24699616432189941","0.15549257397651672","0.15549257397651672","0.15549257397651672","0.28592097759246826","0.28592097759246826","0.28592097759246826"
"8126","0.14252351224422455","0.14252351224422455","0.14252351224422455","0.1437261402606964","0.1437261402606964","0.1437261402606964","0.2452925145626068","0.2452925145626068","0.2452925145626068","0.1714855134487152","0.1714855134487152","0.1714855134487152","0.28795716166496277","0.28795716166496277","0.28795716166496277"
"8226","0.13877935707569122","0.13877935707569122","0.13877935707569122","0.1392216980457306","0.1392216980457306","0.1392216980457306","0.270302951335907","0.270302951335907","0.270302951335907","0.16896364092826843","0.16896364092826843","0.16896364092826843","0.29694050550460815","0.29694050550460815","0.29694050550460815"
"8326","0.1421075463294983","0.1421075463294983","0.1421075463294983","0.14664050936698914","0.14664050936698914","0.14664050936698914","0.24480772018432617","0.24480772018432617","0.24480772018432617","0.16268093883991241","0.16268093883991241","0.16268093883991241","0.2745404541492462","0.2745404541492462","0.2745404541492462"
"8426","0.14070619642734528","0.14070619642734528","0.14070619642734528","0.13693857192993164","0.13693857192993164","0.13693857192993164","0.2605857849121094","0.2605857849121094","0.2605857849121094","0.1672210991382599","0.1672210991382599","0.1672210991382599","0.2789844274520874","0.2789844274520874","0.2789844274520874"
"8526","0.13558076322078705","0.13558076322078705","0.13558076322078705","0.14805346727371216","0.14805346727371216","0.14805346727371216","0.2554934620857239","0.2554934620857239","0.2554934620857239","0.16144055128097534","0.16144055128097534","0.16144055128097534","0.2588583528995514","0.2588583528995514","0.2588583528995514"
"8626","0.14728902280330658","0.14728902280330658","0.14728902280330658","0.13056506216526031","0.13056506216526031","0.13056506216526031","0.23289534449577332","0.23289534449577332","0.23289534449577332","0.1670423299074173","0.1670423299074173","0.1670423299074173","0.27132922410964966","0.27132922410964966","0.27132922410964966"
"8726","0.137291818857193","0.137291818857193","0.137291818857193","0.1436925232410431","0.1436925232410431","0.1436925232410431","0.2396724969148636","0.2396724969148636","0.2396724969148636","0.15828874707221985","0.15828874707221985","0.15828874707221985","0.2854645550251007","0.2854645550251007","0.2854645550251007"
"8826","0.12895523011684418","0.12895523011684418","0.12895523011684418","0.15127897262573242","0.15127897262573242","0.15127897262573242","0.24736179411411285","0.24736179411411285","0.24736179411411285","0.17033448815345764","0.17033448815345764","0.17033448815345764","0.27143144607543945","0.27143144607543945","0.27143144607543945"
"8852","0.1286720186471939","0.1286720186471939","0.1286720186471939","0.14076432585716248","0.14076432585716248","0.14076432585716248","0.24524155259132385","0.24524155259132385","0.24524155259132385","0.15716788172721863","0.15716788172721863","0.15716788172721863","0.27301251888275146","0.27301251888275146","0.27301251888275146"
"8952","0.11977266520261765","0.11977266520261765","0.11977266520261765","0.1391398310661316","0.1391398310661316","0.1391398310661316","0.24032209813594818","0.24032209813594818","0.24032209813594818","0.14635494351387024","0.14635494351387024","0.14635494351387024","0.2710822820663452","0.2710822820663452","0.2710822820663452"
"9052","0.13475632667541504","0.13475632667541504","0.13475632667541504","0.14248007535934448","0.14248007535934448","0.14248007535934448","0.24934637546539307","0.24934637546539307","0.24934637546539307","0.1464848667383194","0.1464848667383194","0.1464848667383194","0.2673932909965515","0.2673932909965515","0.2673932909965515"
"9152","0.1385054886341095","0.1385054886341095","0.1385054886341095","0.15724027156829834","0.15724027156829834","0.15724027156829834","0.2696741223335266","0.2696741223335266","0.2696741223335266","0.1565195471048355","0.1565195471048355","0.1565195471048355","0.25620773434638977","0.25620773434638977","0.25620773434638977"
