"Step","coco_ltd_constraint_b03 - reconstruction_loss","coco_ltd_constraint_b03 - reconstruction_loss__MIN","coco_ltd_constraint_b03 - reconstruction_loss__MAX","coco_ltd_constraint_b01 - reconstruction_loss","coco_ltd_constraint_b01 - reconstruction_loss__MIN","coco_ltd_constraint_b01 - reconstruction_loss__MAX","coco_ltd_constraint - reconstruction_loss","coco_ltd_constraint - reconstruction_loss__MIN","coco_ltd_constraint - reconstruction_loss__MAX","coco_ltd - reconstruction_loss","coco_ltd - reconstruction_loss__MIN","coco_ltd - reconstruction_loss__MAX"
"4426","0.2254624366760254","0.2254624366760254","0.2254624366760254","0.1524670273065567","0.1524670273065567","0.1524670273065567","0.19190996885299683","0.19190996885299683","0.19190996885299683","0.31353580951690674","0.31353580951690674","0.31353580951690674"
"4526","0.22173567116260529","0.22173567116260529","0.22173567116260529","0.16769808530807495","0.16769808530807495","0.16769808530807495","0.18217648565769196","0.18217648565769196","0.18217648565769196","0.29991304874420166","0.29991304874420166","0.29991304874420166"
"4626","0.21331483125686646","0.21331483125686646","0.21331483125686646","0.17143121361732483","0.17143121361732483","0.17143121361732483","0.17669811844825745","0.17669811844825745","0.17669811844825745","0.31710153818130493","0.31710153818130493","0.31710153818130493"
"4726","0.20456209778785706","0.20456209778785706","0.20456209778785706","0.1621522456407547","0.1621522456407547","0.1621522456407547","0.18577654659748077","0.18577654659748077","0.18577654659748077","0.29723596572875977","0.29723596572875977","0.29723596572875977"
"4826","0.21698704361915588","0.21698704361915588","0.21698704361915588","0.1597805619239807","0.1597805619239807","0.1597805619239807","0.1742723286151886","0.1742723286151886","0.1742723286151886","0.3055623471736908","0.3055623471736908","0.3055623471736908"
"4926","0.21756133437156677","0.21756133437156677","0.21756133437156677","0.15685805678367615","0.15685805678367615","0.15685805678367615","0.18685680627822876","0.18685680627822876","0.18685680627822876","0.29230085015296936","0.29230085015296936","0.29230085015296936"
"5026","0.21134281158447266","0.21134281158447266","0.21134281158447266","0.1747370809316635","0.1747370809316635","0.1747370809316635","0.1845109611749649","0.1845109611749649","0.1845109611749649","0.29645708203315735","0.29645708203315735","0.29645708203315735"
"5126","0.2147011160850525","0.2147011160850525","0.2147011160850525","0.1614370197057724","0.1614370197057724","0.1614370197057724","0.17707327008247375","0.17707327008247375","0.17707327008247375","0.2843118906021118","0.2843118906021118","0.2843118906021118"
"5226","0.22864879667758942","0.22864879667758942","0.22864879667758942","0.1626381129026413","0.1626381129026413","0.1626381129026413","0.1833754926919937","0.1833754926919937","0.1833754926919937","0.30293896794319153","0.30293896794319153","0.30293896794319153"
"5326","0.22464318573474884","0.22464318573474884","0.22464318573474884","0.16322162747383118","0.16322162747383118","0.16322162747383118","0.1784171462059021","0.1784171462059021","0.1784171462059021","0.2806023955345154","0.2806023955345154","0.2806023955345154"
"5426","0.2260177582502365","0.2260177582502365","0.2260177582502365","0.1497100293636322","0.1497100293636322","0.1497100293636322","0.1908385306596756","0.1908385306596756","0.1908385306596756","0.2970486283302307","0.2970486283302307","0.2970486283302307"
"5526","0.23652595281600952","0.23652595281600952","0.23652595281600952","0.16097193956375122","0.16097193956375122","0.16097193956375122","0.18330118060112","0.18330118060112","0.18330118060112","0.3011229336261749","0.3011229336261749","0.3011229336261749"
"5626","0.22657935321331024","0.22657935321331024","0.22657935321331024","0.14895202219486237","0.14895202219486237","0.14895202219486237","0.1769639402627945","0.1769639402627945","0.1769639402627945","0.30014410614967346","0.30014410614967346","0.30014410614967346"
"5726","0.2236054539680481","0.2236054539680481","0.2236054539680481","0.15766587853431702","0.15766587853431702","0.15766587853431702","0.17776967585086823","0.17776967585086823","0.17776967585086823","0.2895449995994568","0.2895449995994568","0.2895449995994568"
"5826","0.21844762563705444","0.21844762563705444","0.21844762563705444","0.14372971653938293","0.14372971653938293","0.14372971653938293","0.1676211655139923","0.1676211655139923","0.1676211655139923","0.276984304189682","0.276984304189682","0.276984304189682"
"5926","0.22440901398658752","0.22440901398658752","0.22440901398658752","0.15292888879776","0.15292888879776","0.15292888879776","0.16467544436454773","0.16467544436454773","0.16467544436454773","0.2838236391544342","0.2838236391544342","0.2838236391544342"
"6026","0.23050890862941742","0.23050890862941742","0.23050890862941742","0.15522471070289612","0.15522471070289612","0.15522471070289612","0.16349494457244873","0.16349494457244873","0.16349494457244873","0.3059220314025879","0.3059220314025879","0.3059220314025879"
"6126","0.2274428904056549","0.2274428904056549","0.2274428904056549","0.13891911506652832","0.13891911506652832","0.13891911506652832","0.1591474413871765","0.1591474413871765","0.1591474413871765","0.27992746233940125","0.27992746233940125","0.27992746233940125"
"6226","0.23838216066360474","0.23838216066360474","0.23838216066360474","0.15107247233390808","0.15107247233390808","0.15107247233390808","0.16692429780960083","0.16692429780960083","0.16692429780960083","0.2822546362876892","0.2822546362876892","0.2822546362876892"
"6326","0.2423650473356247","0.2423650473356247","0.2423650473356247","0.14698174595832825","0.14698174595832825","0.14698174595832825","0.16507500410079956","0.16507500410079956","0.16507500410079956","0.2914184331893921","0.2914184331893921","0.2914184331893921"
"6426","0.23486092686653137","0.23486092686653137","0.23486092686653137","0.1536990851163864","0.1536990851163864","0.1536990851163864","0.15784618258476257","0.15784618258476257","0.15784618258476257","0.28004738688468933","0.28004738688468933","0.28004738688468933"
"6526","0.2272341251373291","0.2272341251373291","0.2272341251373291","0.1528477668762207","0.1528477668762207","0.1528477668762207","0.15941931307315826","0.15941931307315826","0.15941931307315826","0.2939049005508423","0.2939049005508423","0.2939049005508423"
"6626","0.2466341257095337","0.2466341257095337","0.2466341257095337","0.15195432305335999","0.15195432305335999","0.15195432305335999","0.16593845188617706","0.16593845188617706","0.16593845188617706","0.2946810722351074","0.2946810722351074","0.2946810722351074"
"6726","0.2395106703042984","0.2395106703042984","0.2395106703042984","0.1369273066520691","0.1369273066520691","0.1369273066520691","0.16105899214744568","0.16105899214744568","0.16105899214744568","0.2746780216693878","0.2746780216693878","0.2746780216693878"
"6826","0.25030583143234253","0.25030583143234253","0.25030583143234253","0.14594249427318573","0.14594249427318573","0.14594249427318573","0.16012927889823914","0.16012927889823914","0.16012927889823914","0.27189886569976807","0.27189886569976807","0.27189886569976807"
"6926","0.23191262781620026","0.23191262781620026","0.23191262781620026","0.1351042538881302","0.1351042538881302","0.1351042538881302","0.1583070605993271","0.1583070605993271","0.1583070605993271","0.2877812385559082","0.2877812385559082","0.2877812385559082"
"7026","0.23386871814727783","0.23386871814727783","0.23386871814727783","0.1432986557483673","0.1432986557483673","0.1432986557483673","0.1547120213508606","0.1547120213508606","0.1547120213508606","0.2795330286026001","0.2795330286026001","0.2795330286026001"
"7126","0.23506270349025726","0.23506270349025726","0.23506270349025726","0.14046728610992432","0.14046728610992432","0.14046728610992432","0.1586378663778305","0.1586378663778305","0.1586378663778305","0.28747573494911194","0.28747573494911194","0.28747573494911194"
"7226","0.23658370971679688","0.23658370971679688","0.23658370971679688","0.12995664775371552","0.12995664775371552","0.12995664775371552","0.16031453013420105","0.16031453013420105","0.16031453013420105","0.2881195843219757","0.2881195843219757","0.2881195843219757"
"7326","0.24252596497535706","0.24252596497535706","0.24252596497535706","0.14227387309074402","0.14227387309074402","0.14227387309074402","0.15496836602687836","0.15496836602687836","0.15496836602687836","0.2745068669319153","0.2745068669319153","0.2745068669319153"
"7426","0.2436443418264389","0.2436443418264389","0.2436443418264389","0.148980051279068","0.148980051279068","0.148980051279068","0.16929271817207336","0.16929271817207336","0.16929271817207336","0.2826847434043884","0.2826847434043884","0.2826847434043884"
"7526","0.21630626916885376","0.21630626916885376","0.21630626916885376","0.13966792821884155","0.13966792821884155","0.13966792821884155","0.17114920914173126","0.17114920914173126","0.17114920914173126","0.2690567374229431","0.2690567374229431","0.2690567374229431"
"7626","0.25115132331848145","0.25115132331848145","0.25115132331848145","0.15157727897167206","0.15157727897167206","0.15157727897167206","0.15535447001457214","0.15535447001457214","0.15535447001457214","0.27532920241355896","0.27532920241355896","0.27532920241355896"
"7726","0.23784139752388","0.23784139752388","0.23784139752388","0.14892543852329254","0.14892543852329254","0.14892543852329254","0.15551058948040009","0.15551058948040009","0.15551058948040009","0.2694833278656006","0.2694833278656006","0.2694833278656006"
"7826","0.24381063878536224","0.24381063878536224","0.24381063878536224","0.15106451511383057","0.15106451511383057","0.15106451511383057","0.14784473180770874","0.14784473180770874","0.14784473180770874","0.262478232383728","0.262478232383728","0.262478232383728"
"7926","0.2487400770187378","0.2487400770187378","0.2487400770187378","0.1414555460214615","0.1414555460214615","0.1414555460214615","0.16007396578788757","0.16007396578788757","0.16007396578788757","0.2784450352191925","0.2784450352191925","0.2784450352191925"
"8026","0.2361118048429489","0.2361118048429489","0.2361118048429489","0.147746741771698","0.147746741771698","0.147746741771698","0.145779550075531","0.145779550075531","0.145779550075531","0.2590988576412201","0.2590988576412201","0.2590988576412201"
"8126","0.23692145943641663","0.23692145943641663","0.23692145943641663","0.1472085565328598","0.1472085565328598","0.1472085565328598","0.15106791257858276","0.15106791257858276","0.15106791257858276","0.2773210406303406","0.2773210406303406","0.2773210406303406"
"8226","0.23849377036094666","0.23849377036094666","0.23849377036094666","0.14677271246910095","0.14677271246910095","0.14677271246910095","0.15795433521270752","0.15795433521270752","0.15795433521270752","0.27088531851768494","0.27088531851768494","0.27088531851768494"
"8326","0.23948441445827484","0.23948441445827484","0.23948441445827484","0.14315323531627655","0.14315323531627655","0.14315323531627655","0.1521489918231964","0.1521489918231964","0.1521489918231964","0.2611599564552307","0.2611599564552307","0.2611599564552307"
"8426","0.23160803318023682","0.23160803318023682","0.23160803318023682","0.1409083604812622","0.1409083604812622","0.1409083604812622","0.1385224163532257","0.1385224163532257","0.1385224163532257","0.27757441997528076","0.27757441997528076","0.27757441997528076"
"8526","0.24271269142627716","0.24271269142627716","0.24271269142627716","0.14384491741657257","0.14384491741657257","0.14384491741657257","0.1736443191766739","0.1736443191766739","0.1736443191766739","0.2653936743736267","0.2653936743736267","0.2653936743736267"
"8626","0.2529566287994385","0.2529566287994385","0.2529566287994385","0.12207469344139099","0.12207469344139099","0.12207469344139099","0.16192731261253357","0.16192731261253357","0.16192731261253357","0.26554811000823975","0.26554811000823975","0.26554811000823975"
"8726","0.23044094443321228","0.23044094443321228","0.23044094443321228","0.15185001492500305","0.15185001492500305","0.15185001492500305","0.1605379581451416","0.1605379581451416","0.1605379581451416","0.27181872725486755","0.27181872725486755","0.27181872725486755"
"8826","0.23494920134544373","0.23494920134544373","0.23494920134544373","0.14011302590370178","0.14011302590370178","0.14011302590370178","0.159589022397995","0.159589022397995","0.159589022397995","0.27702006697654724","0.27702006697654724","0.27702006697654724"
"8852","0.22922846674919128","0.22922846674919128","0.22922846674919128","0.15095779299736023","0.15095779299736023","0.15095779299736023","0.14900481700897217","0.14900481700897217","0.14900481700897217","0.26709580421447754","0.26709580421447754","0.26709580421447754"
"8952","0.23637209832668304","0.23637209832668304","0.23637209832668304","0.16423854231834412","0.16423854231834412","0.16423854231834412","0.16315683722496033","0.16315683722496033","0.16315683722496033","0.2711963355541229","0.2711963355541229","0.2711963355541229"
"9052","0.2373773455619812","0.2373773455619812","0.2373773455619812","0.12569314241409302","0.12569314241409302","0.12569314241409302","0.15108542144298553","0.15108542144298553","0.15108542144298553","0.255744606256485","0.255744606256485","0.255744606256485"
"9152","0.2478082776069641","0.2478082776069641","0.2478082776069641","0.15152418613433838","0.15152418613433838","0.15152418613433838","0.1591166853904724","0.1591166853904724","0.1591166853904724","0.2828323245048523","0.2828323245048523","0.2828323245048523"
"9252","0.23393112421035767","0.23393112421035767","0.23393112421035767","0.1432010531425476","0.1432010531425476","0.1432010531425476","0.15103179216384888","0.15103179216384888","0.15103179216384888","0.2631942629814148","0.2631942629814148","0.2631942629814148"
"9352","0.26083481311798096","0.26083481311798096","0.26083481311798096","0.14667680859565735","0.14667680859565735","0.14667680859565735","0.157019704580307","0.157019704580307","0.157019704580307","0.2577904462814331","0.2577904462814331","0.2577904462814331"
"9452","0.2479236125946045","0.2479236125946045","0.2479236125946045","0.14438575506210327","0.14438575506210327","0.14438575506210327","0.1796155571937561","0.1796155571937561","0.1796155571937561","0.267775297164917","0.267775297164917","0.267775297164917"
"9552","0.2644251883029938","0.2644251883029938","0.2644251883029938","0.14544209837913513","0.14544209837913513","0.14544209837913513","0.15949083864688873","0.15949083864688873","0.15949083864688873","0.26954907178878784","0.26954907178878784","0.26954907178878784"
"9652","0.2514992356300354","0.2514992356300354","0.2514992356300354","0.13867563009262085","0.13867563009262085","0.13867563009262085","0.153024822473526","0.153024822473526","0.153024822473526","0.2675035297870636","0.2675035297870636","0.2675035297870636"
"9752","0.24063748121261597","0.24063748121261597","0.24063748121261597","0.14272190630435944","0.14272190630435944","0.14272190630435944","0.1543155014514923","0.1543155014514923","0.1543155014514923","0.26974180340766907","0.26974180340766907","0.26974180340766907"
"9852","0.23039007186889648","0.23039007186889648","0.23039007186889648","0.14060327410697937","0.14060327410697937","0.14060327410697937","0.14985594153404236","0.14985594153404236","0.14985594153404236","0.25429463386535645","0.25429463386535645","0.25429463386535645"
"9952","0.24366721510887146","0.24366721510887146","0.24366721510887146","0.14170148968696594","0.14170148968696594","0.14170148968696594","0.14786669611930847","0.14786669611930847","0.14786669611930847","0.2507784962654114","0.2507784962654114","0.2507784962654114"
"10052","0.24352948367595673","0.24352948367595673","0.24352948367595673","0.14599785208702087","0.14599785208702087","0.14599785208702087","0.160973459482193","0.160973459482193","0.160973459482193","0.2672846019268036","0.2672846019268036","0.2672846019268036"
"10152","0.2534017562866211","0.2534017562866211","0.2534017562866211","0.12411632388830185","0.12411632388830185","0.12411632388830185","0.15075871348381042","0.15075871348381042","0.15075871348381042","0.2620571553707123","0.2620571553707123","0.2620571553707123"
"10252","0.2431267946958542","0.2431267946958542","0.2431267946958542","0.1483982652425766","0.1483982652425766","0.1483982652425766","0.15095031261444092","0.15095031261444092","0.15095031261444092","0.24604620039463043","0.24604620039463043","0.24604620039463043"
"10352","0.24688436090946198","0.24688436090946198","0.24688436090946198","0.13508698344230652","0.13508698344230652","0.13508698344230652","0.15172602236270905","0.15172602236270905","0.15172602236270905","0.2696647047996521","0.2696647047996521","0.2696647047996521"
"10452","0.25332748889923096","0.25332748889923096","0.25332748889923096","0.14146177470684052","0.14146177470684052","0.14146177470684052","0.14697468280792236","0.14697468280792236","0.14697468280792236","0.254061222076416","0.254061222076416","0.254061222076416"
"10552","0.24916738271713257","0.24916738271713257","0.24916738271713257","0.1393401026725769","0.1393401026725769","0.1393401026725769","0.14590951800346375","0.14590951800346375","0.14590951800346375","0.2520183026790619","0.2520183026790619","0.2520183026790619"
"10652","0.23778609931468964","0.23778609931468964","0.23778609931468964","0.13088716566562653","0.13088716566562653","0.13088716566562653","0.148789644241333","0.148789644241333","0.148789644241333","0.27581048011779785","0.27581048011779785","0.27581048011779785"
"10752","0.23748986423015594","0.23748986423015594","0.23748986423015594","0.11748909950256348","0.11748909950256348","0.11748909950256348","0.1381683051586151","0.1381683051586151","0.1381683051586151","0.24830865859985352","0.24830865859985352","0.24830865859985352"
"10852","0.2604134678840637","0.2604134678840637","0.2604134678840637","0.1345232129096985","0.1345232129096985","0.1345232129096985","0.13750910758972168","0.13750910758972168","0.13750910758972168","0.25967198610305786","0.25967198610305786","0.25967198610305786"
"10952","0.2634035348892212","0.2634035348892212","0.2634035348892212","0.15041542053222656","0.15041542053222656","0.15041542053222656","0.13852714002132416","0.13852714002132416","0.13852714002132416","0.26001399755477905","0.26001399755477905","0.26001399755477905"
"11052","0.26011818647384644","0.26011818647384644","0.26011818647384644","0.11725792288780212","0.11725792288780212","0.11725792288780212","0.1519312858581543","0.1519312858581543","0.1519312858581543","0.2505795359611511","0.2505795359611511","0.2505795359611511"
"11152","0.2292485535144806","0.2292485535144806","0.2292485535144806","0.1439324915409088","0.1439324915409088","0.1439324915409088","0.15858720242977142","0.15858720242977142","0.15858720242977142","0.24702173471450806","0.24702173471450806","0.24702173471450806"
"11252","0.24875923991203308","0.24875923991203308","0.24875923991203308","0.14260873198509216","0.14260873198509216","0.14260873198509216","0.1460510492324829","0.1460510492324829","0.1460510492324829","0.24450205266475677","0.24450205266475677","0.24450205266475677"
"11352","0.25263655185699463","0.25263655185699463","0.25263655185699463","0.133056178689003","0.133056178689003","0.133056178689003","0.14879971742630005","0.14879971742630005","0.14879971742630005","0.2504023313522339","0.2504023313522339","0.2504023313522339"
"11452","0.2577962577342987","0.2577962577342987","0.2577962577342987","0.13296273350715637","0.13296273350715637","0.13296273350715637","0.15279313921928406","0.15279313921928406","0.15279313921928406","0.26846492290496826","0.26846492290496826","0.26846492290496826"
"11552","0.2523038387298584","0.2523038387298584","0.2523038387298584","0.12434132397174835","0.12434132397174835","0.12434132397174835","0.14317187666893005","0.14317187666893005","0.14317187666893005","0.2551273703575134","0.2551273703575134","0.2551273703575134"
"11652","0.25837865471839905","0.25837865471839905","0.25837865471839905","0.14147770404815674","0.14147770404815674","0.14147770404815674","0.15312421321868896","0.15312421321868896","0.15312421321868896","0.24756206572055817","0.24756206572055817","0.24756206572055817"
