"Step","coco_ltd_constraint_b03 - multiplier","coco_ltd_constraint_b03 - multiplier__MIN","coco_ltd_constraint_b03 - multiplier__MAX","coco_ltd_constraint_b01 - multiplier","coco_ltd_constraint_b01 - multiplier__MIN","coco_ltd_constraint_b01 - multiplier__MAX","coco_ltd_constraint - multiplier","coco_ltd_constraint - multiplier__MIN","coco_ltd_constraint - multiplier__MAX"
"3800","1.7439377307891846","1.7439377307891846","1.7439377307891846","30.57314109802246","30.57314109802246","30.57314109802246","9.160849571228027","9.160849571228027","9.160849571228027"
"3900","1.6102811098098755","1.6102811098098755","1.6102811098098755","30.93914794921875","30.93914794921875","30.93914794921875","9.152563095092773","9.152563095092773","9.152563095092773"
"4000","1.476470947265625","1.476470947265625","1.476470947265625","31.293611526489258","31.293611526489258","31.293611526489258","9.138910293579102","9.138910293579102","9.138910293579102"
"4100","1.3399639129638672","1.3399639129638672","1.3399639129638672","31.6470947265625","31.6470947265625","31.6470947265625","9.119994163513184","9.119994163513184","9.119994163513184"
"4200","1.206061601638794","1.206061601638794","1.206061601638794","31.99098777770996","31.99098777770996","31.99098777770996","9.096534729003906","9.096534729003906","9.096534729003906"
"4300","1.0724035501480103","1.0724035501480103","1.0724035501480103","32.339317321777344","32.339317321777344","32.339317321777344","9.070712089538574","9.070712089538574","9.070712089538574"
"4400","0.9343879818916321","0.9343879818916321","0.9343879818916321","32.670814514160156","32.670814514160156","32.670814514160156","9.039300918579102","9.039300918579102","9.039300918579102"
"4426","0.8989155888557434","0.8989155888557434","0.8989155888557434","32.75533676147461","32.75533676147461","32.75533676147461","9.031401634216309","9.031401634216309","9.031401634216309"
"4526","0.7614067792892456","0.7614067792892456","0.7614067792892456","33.080509185791016","33.080509185791016","33.080509185791016","8.99843978881836","8.99843978881836","8.99843978881836"
"4626","0.6218406558036804","0.6218406558036804","0.6218406558036804","33.40058517456055","33.40058517456055","33.40058517456055","8.962567329406738","8.962567329406738","8.962567329406738"
"4726","0.47871315479278564","0.47871315479278564","0.47871315479278564","33.713050842285156","33.713050842285156","33.713050842285156","8.920865058898926","8.920865058898926","8.920865058898926"
"4826","0.3364557921886444","0.3364557921886444","0.3364557921886444","34.02420425415039","34.02420425415039","34.02420425415039","8.872297286987305","8.872297286987305","8.872297286987305"
"4926","0.19342747330665588","0.19342747330665588","0.19342747330665588","34.326744079589844","34.326744079589844","34.326744079589844","8.826287269592285","8.826287269592285","8.826287269592285"
"5026","0.053479135036468506","0.053479135036468506","0.053479135036468506","34.6268310546875","34.6268310546875","34.6268310546875","8.77392864227295","8.77392864227295","8.77392864227295"
"5126","0","0","0","34.9282112121582","34.9282112121582","34.9282112121582","8.719332695007324","8.719332695007324","8.719332695007324"
"5226","0","0","0","35.2232551574707","35.2232551574707","35.2232551574707","8.661825180053711","8.661825180053711","8.661825180053711"
"5326","0","0","0","35.501304626464844","35.501304626464844","35.501304626464844","8.600738525390625","8.600738525390625","8.600738525390625"
"5426","0","0","0","35.791812896728516","35.791812896728516","35.791812896728516","8.540842056274414","8.540842056274414","8.540842056274414"
"5526","0","0","0","36.07637023925781","36.07637023925781","36.07637023925781","8.474835395812988","8.474835395812988","8.474835395812988"
"5626","0","0","0","36.35802459716797","36.35802459716797","36.35802459716797","8.410438537597656","8.410438537597656","8.410438537597656"
"5726","0","0","0","36.64056396484375","36.64056396484375","36.64056396484375","8.341153144836426","8.341153144836426","8.341153144836426"
"5826","0","0","0","36.91791915893555","36.91791915893555","36.91791915893555","8.263614654541016","8.263614654541016","8.263614654541016"
"5926","0","0","0","37.186519622802734","37.186519622802734","37.186519622802734","8.182377815246582","8.182377815246582","8.182377815246582"
"6026","0","0","0","37.454830169677734","37.454830169677734","37.454830169677734","8.09852123260498","8.09852123260498","8.09852123260498"
"6126","0","0","0","37.720367431640625","37.720367431640625","37.720367431640625","8.014179229736328","8.014179229736328","8.014179229736328"
"6226","0","0","0","37.978233337402344","37.978233337402344","37.978233337402344","7.930520057678223","7.930520057678223","7.930520057678223"
"6326","0","0","0","38.23179626464844","38.23179626464844","38.23179626464844","7.843939304351807","7.843939304351807","7.843939304351807"
"6426","0","0","0","38.489837646484375","38.489837646484375","38.489837646484375","7.757522106170654","7.757522106170654","7.757522106170654"
"6526","0","0","0","38.743465423583984","38.743465423583984","38.743465423583984","7.6704888343811035","7.6704888343811035","7.6704888343811035"
"6626","0","0","0","38.98955154418945","38.98955154418945","38.98955154418945","7.583227157592773","7.583227157592773","7.583227157592773"
"6726","0","0","0","39.24330139160156","39.24330139160156","39.24330139160156","7.494160175323486","7.494160175323486","7.494160175323486"
"6826","0","0","0","39.48331832885742","39.48331832885742","39.48331832885742","7.4046101570129395","7.4046101570129395","7.4046101570129395"
"6926","0","0","0","39.72736740112305","39.72736740112305","39.72736740112305","7.314420700073242","7.314420700073242","7.314420700073242"
"7026","0","0","0","39.96931457519531","39.96931457519531","39.96931457519531","7.220516204833984","7.220516204833984","7.220516204833984"
"7126","0","0","0","40.20887756347656","40.20887756347656","40.20887756347656","7.130239963531494","7.130239963531494","7.130239963531494"
"7226","0","0","0","40.44193649291992","40.44193649291992","40.44193649291992","7.036671161651611","7.036671161651611","7.036671161651611"
"7326","0","0","0","40.66902542114258","40.66902542114258","40.66902542114258","6.943113803863525","6.943113803863525","6.943113803863525"
"7426","0","0","0","40.90044403076172","40.90044403076172","40.90044403076172","6.846711158752441","6.846711158752441","6.846711158752441"
"7526","0","0","0","41.13151931762695","41.13151931762695","41.13151931762695","6.751744270324707","6.751744270324707","6.751744270324707"
"7626","0","0","0","41.357479095458984","41.357479095458984","41.357479095458984","6.6522345542907715","6.6522345542907715","6.6522345542907715"
"7726","0","0","0","41.58995056152344","41.58995056152344","41.58995056152344","6.556092262268066","6.556092262268066","6.556092262268066"
"7826","0","0","0","41.808349609375","41.808349609375","41.808349609375","6.456390380859375","6.456390380859375","6.456390380859375"
"7926","0","0","0","42.023902893066406","42.023902893066406","42.023902893066406","6.3574018478393555","6.3574018478393555","6.3574018478393555"
"8026","0","0","0","42.24260330200195","42.24260330200195","42.24260330200195","6.258016109466553","6.258016109466553","6.258016109466553"
"8126","0","0","0","42.46297073364258","42.46297073364258","42.46297073364258","6.159178256988525","6.159178256988525","6.159178256988525"
"8226","0","0","0","42.68201446533203","42.68201446533203","42.68201446533203","6.057345867156982","6.057345867156982","6.057345867156982"
"8326","0","0","0","42.89383316040039","42.89383316040039","42.89383316040039","5.954848766326904","5.954848766326904","5.954848766326904"
"8426","0","0","0","43.1126823425293","43.1126823425293","43.1126823425293","5.850243091583252","5.850243091583252","5.850243091583252"
"8526","0","0","0","43.33069610595703","43.33069610595703","43.33069610595703","5.744083881378174","5.744083881378174","5.744083881378174"
"8626","0","0","0","43.54078674316406","43.54078674316406","43.54078674316406","5.635900020599365","5.635900020599365","5.635900020599365"
"8726","0","0","0","43.749691009521484","43.749691009521484","43.749691009521484","5.531574726104736","5.531574726104736","5.531574726104736"
"8826","0","0","0","43.958038330078125","43.958038330078125","43.958038330078125","5.424619674682617","5.424619674682617","5.424619674682617"
"8852","0","0","0","44.01216125488281","44.01216125488281","44.01216125488281","5.39739465713501","5.39739465713501","5.39739465713501"
"8952","0","0","0","44.22252655029297","44.22252655029297","44.22252655029297","5.289016246795654","5.289016246795654","5.289016246795654"
"9052","0","0","0","44.41975402832031","44.41975402832031","44.41975402832031","5.181961536407471","5.181961536407471","5.181961536407471"
"9152","0","0","0","44.61757278442383","44.61757278442383","44.61757278442383","5.067023754119873","5.067023754119873","5.067023754119873"
"9252","0","0","0","44.82004165649414","44.82004165649414","44.82004165649414","4.955461025238037","4.955461025238037","4.955461025238037"
"9352","0","0","0","45.01125717163086","45.01125717163086","45.01125717163086","4.84513521194458","4.84513521194458","4.84513521194458"
"9452","0","0","0","45.20043182373047","45.20043182373047","45.20043182373047","4.732461929321289","4.732461929321289","4.732461929321289"
"9552","0","0","0","45.39192581176758","45.39192581176758","45.39192581176758","4.615628719329834","4.615628719329834","4.615628719329834"
"9652","0","0","0","45.587093353271484","45.587093353271484","45.587093353271484","4.501617908477783","4.501617908477783","4.501617908477783"
"9752","0","0","0","45.774295806884766","45.774295806884766","45.774295806884766","4.385282516479492","4.385282516479492","4.385282516479492"
"9852","0","0","0","45.96453094482422","45.96453094482422","45.96453094482422","4.266213417053223","4.266213417053223","4.266213417053223"
"9952","0","0","0","46.154510498046875","46.154510498046875","46.154510498046875","4.145798683166504","4.145798683166504","4.145798683166504"
"10052","0","0","0","46.34082794189453","46.34082794189453","46.34082794189453","4.023837566375732","4.023837566375732","4.023837566375732"
"10152","0","0","0","46.52513122558594","46.52513122558594","46.52513122558594","3.899880886077881","3.899880886077881","3.899880886077881"
"10252","0","0","0","46.7152214050293","46.7152214050293","46.7152214050293","3.7748169898986816","3.7748169898986816","3.7748169898986816"
"10352","0","0","0","46.8992805480957","46.8992805480957","46.8992805480957","3.651240348815918","3.651240348815918","3.651240348815918"
"10452","0","0","0","47.07947540283203","47.07947540283203","47.07947540283203","3.526740074157715","3.526740074157715","3.526740074157715"
"10552","0","0","0","47.252960205078125","47.252960205078125","47.252960205078125","3.402247190475464","3.402247190475464","3.402247190475464"
"10652","0","0","0","47.42804718017578","47.42804718017578","47.42804718017578","3.27903151512146","3.27903151512146","3.27903151512146"
"10752","0","0","0","47.6027717590332","47.6027717590332","47.6027717590332","3.151270866394043","3.151270866394043","3.151270866394043"
"10852","0","0","0","47.777584075927734","47.777584075927734","47.777584075927734","3.0251073837280273","3.0251073837280273","3.0251073837280273"
"10952","0","0","0","47.951637268066406","47.951637268066406","47.951637268066406","2.9005353450775146","2.9005353450775146","2.9005353450775146"
"11052","0","0","0","48.122467041015625","48.122467041015625","48.122467041015625","2.773439645767212","2.773439645767212","2.773439645767212"
"11152","0","0","0","48.291290283203125","48.291290283203125","48.291290283203125","2.6480958461761475","2.6480958461761475","2.6480958461761475"
"11252","0","0","0","48.4638671875","48.4638671875","48.4638671875","2.521242618560791","2.521242618560791","2.521242618560791"
"11352","0","0","0","48.62779235839844","48.62779235839844","48.62779235839844","2.3965303897857666","2.3965303897857666","2.3965303897857666"
"11452","0","0","0","48.79921340942383","48.79921340942383","48.79921340942383","2.2705395221710205","2.2705395221710205","2.2705395221710205"
"11552","0","0","0","48.96718978881836","48.96718978881836","48.96718978881836","2.142566442489624","2.142566442489624","2.142566442489624"
"11652","0","0","0","49.13633346557617","49.13633346557617","49.13633346557617","2.017148494720459","2.017148494720459","2.017148494720459"
"11752","0","0","0","49.3022575378418","49.3022575378418","49.3022575378418","1.8934262990951538","1.8934262990951538","1.8934262990951538"
"11852","0","0","0","49.46860122680664","49.46860122680664","49.46860122680664","1.7663248777389526","1.7663248777389526","1.7663248777389526"
"11952","0","0","0","49.63178253173828","49.63178253173828","49.63178253173828","1.636431097984314","1.636431097984314","1.636431097984314"
"12052","0","0","0","49.79661178588867","49.79661178588867","49.79661178588867","1.5029566287994385","1.5029566287994385","1.5029566287994385"
"12152","0","0","0","49.96029281616211","49.96029281616211","49.96029281616211","1.3702139854431152","1.3702139854431152","1.3702139854431152"
"12252","0","0","0","50.120948791503906","50.120948791503906","50.120948791503906","1.2382404804229736","1.2382404804229736","1.2382404804229736"
"12352","0","0","0","50.27790832519531","50.27790832519531","50.27790832519531","1.1043516397476196","1.1043516397476196","1.1043516397476196"
"12452","0","0","0","50.43421173095703","50.43421173095703","50.43421173095703","0.9765665531158447","0.9765665531158447","0.9765665531158447"
"12552","0","0","0","50.59593963623047","50.59593963623047","50.59593963623047","0.846450686454773","0.846450686454773","0.846450686454773"
"12652","0","0","0","50.750457763671875","50.750457763671875","50.750457763671875","0.7126224637031555","0.7126224637031555","0.7126224637031555"
"12752","0","0","0","50.905670166015625","50.905670166015625","50.905670166015625","0.5811665058135986","0.5811665058135986","0.5811665058135986"
"12852","0","0","0","51.05640411376953","51.05640411376953","51.05640411376953","0.4527004659175873","0.4527004659175873","0.4527004659175873"
"12952","0","0","0","51.2101936340332","51.2101936340332","51.2101936340332","0.32373180985450745","0.32373180985450745","0.32373180985450745"
"13052","0","0","0","51.37129211425781","51.37129211425781","51.37129211425781","0.19838109612464905","0.19838109612464905","0.19838109612464905"
"13152","0","0","0","51.52226257324219","51.52226257324219","51.52226257324219","0.0746038556098938","0.0746038556098938","0.0746038556098938"
"13252","0","0","0","51.670501708984375","51.670501708984375","51.670501708984375","0","0","0"
"13278","0","0","0","51.7095832824707","51.7095832824707","51.7095832824707","0","0","0"
"13378","0","0","0","51.84626388549805","51.84626388549805","51.84626388549805","0","0","0"
"13478","0","0","0","52.00092315673828","52.00092315673828","52.00092315673828","0","0","0"
"13578","0","0","0","52.14399719238281","52.14399719238281","52.14399719238281","0","0","0"
"13678","0","0","0","52.282470703125","52.282470703125","52.282470703125","0","0","0"
"13778","0","0","0","52.42304611206055","52.42304611206055","52.42304611206055","0","0","0"
"13878","0","0","0","52.56101989746094","52.56101989746094","52.56101989746094","0","0","0"
"13978","0","0","0","52.705692291259766","52.705692291259766","52.705692291259766","0","0","0"
"14078","0","0","0","52.84712219238281","52.84712219238281","52.84712219238281","0","0","0"
"14178","0","0","0","52.986690521240234","52.986690521240234","52.986690521240234","0","0","0"
"14278","0","0","0","53.128570556640625","53.128570556640625","53.128570556640625","0","0","0"
"14378","0","0","0","53.265586853027344","53.265586853027344","53.265586853027344","0","0","0"
"14478","0","0","0","53.40464782714844","53.40464782714844","53.40464782714844","0","0","0"
"14578","0","0","0","53.54066467285156","53.54066467285156","53.54066467285156","0","0","0"
"14678","0","0","0","53.67326736450195","53.67326736450195","53.67326736450195","0","0","0"
"14778","0","0","0","53.81078338623047","53.81078338623047","53.81078338623047","0","0","0"
"14878","0","0","0","53.94843673706055","53.94843673706055","53.94843673706055","0","0","0"
"14978","0","0","0","54.09199142456055","54.09199142456055","54.09199142456055","0","0","0"
"15078","0","0","0","54.224159240722656","54.224159240722656","54.224159240722656","0","0","0"
"15178","0","0","0","54.35974884033203","54.35974884033203","54.35974884033203","0","0","0"
"15278","0","0","0","54.488304138183594","54.488304138183594","54.488304138183594","0","0","0"
"15378","0","0","0","54.626182556152344","54.626182556152344","54.626182556152344","0","0","0"
"15478","0","0","0","54.75918960571289","54.75918960571289","54.75918960571289","0","0","0"
"15578","0","0","0","54.88811111450195","54.88811111450195","54.88811111450195","0","0","0"
"15678","0","0","0","55.024200439453125","55.024200439453125","55.024200439453125","0","0","0"
"15778","0","0","0","55.148746490478516","55.148746490478516","55.148746490478516","0","0","0"
"15878","0","0","0","55.27767562866211","55.27767562866211","55.27767562866211","0","0","0"
"15978","0","0","0","55.40193557739258","55.40193557739258","55.40193557739258","0","0","0"
"16078","0","0","0","55.52981948852539","55.52981948852539","55.52981948852539","0","0","0"
"16178","0","0","0","55.6535530090332","55.6535530090332","55.6535530090332","0","0","0"
"16278","0","0","0","55.78273010253906","55.78273010253906","55.78273010253906","0","0","0"
"16378","0","0","0","55.904380798339844","55.904380798339844","55.904380798339844","0","0","0"
"16478","0","0","0","56.02959442138672","56.02959442138672","56.02959442138672","0","0","0"
"16578","0","0","0","56.153751373291016","56.153751373291016","56.153751373291016","0","0","0"
"16678","0","0","0","56.27496337890625","56.27496337890625","56.27496337890625","0","0","0"
"16778","0","0","0","56.39561462402344","56.39561462402344","56.39561462402344","0","0","0"
"16878","0","0","0","56.51996994018555","56.51996994018555","56.51996994018555","0","0","0"
"16978","0","0","0","56.64030075073242","56.64030075073242","56.64030075073242","0","0","0"
"17078","0","0","0","56.75894546508789","56.75894546508789","56.75894546508789","0","0","0"
"17178","0","0","0","56.877479553222656","56.877479553222656","56.877479553222656","0","0","0"
"17278","0","0","0","56.99143600463867","56.99143600463867","56.99143600463867","0","0","0"
"17378","0","0","0","57.11166763305664","57.11166763305664","57.11166763305664","0","0","0"
"17478","0","0","0","57.22864532470703","57.22864532470703","57.22864532470703","0","0","0"
"17578","0","0","0","57.34922409057617","57.34922409057617","57.34922409057617","0","0","0"
"17678","0","0","0","57.457763671875","57.457763671875","57.457763671875","0","0","0"
"17704","0","0","0","57.48407745361328","57.48407745361328","57.48407745361328","0","0","0"
"17804","0","0","0","57.595062255859375","57.595062255859375","57.595062255859375","0","0","0"
"17904","0","0","0","57.7030029296875","57.7030029296875","57.7030029296875","0","0","0"
"18004","0","0","0","57.81632614135742","57.81632614135742","57.81632614135742","0","0","0"
"18104","0","0","0","57.931182861328125","57.931182861328125","57.931182861328125","0","0","0"
"18204","0","0","0","58.03883361816406","58.03883361816406","58.03883361816406","0","0","0"
"18304","0","0","0","58.1494255065918","58.1494255065918","58.1494255065918","0","0","0"
"18404","0","0","0","58.258201599121094","58.258201599121094","58.258201599121094","0","0","0"
"18504","0","0","0","58.36647415161133","58.36647415161133","58.36647415161133","0","0","0"
"18604","0","0","0","58.473697662353516","58.473697662353516","58.473697662353516","0","0","0"
"18704","0","0","0","58.58376693725586","58.58376693725586","58.58376693725586","0","0","0"
"18804","0","0","0","58.693912506103516","58.693912506103516","58.693912506103516","0","0","0"
"18904","0","0","0","58.80636215209961","58.80636215209961","58.80636215209961","0","0","0"
"19004","0","0","0","58.919525146484375","58.919525146484375","58.919525146484375","0","0","0"
"19104","0","0","0","59.02901840209961","59.02901840209961","59.02901840209961","0","0","0"
"19204","0","0","0","59.135807037353516","59.135807037353516","59.135807037353516","0","0","0"
"19304","0","0","0","59.24928283691406","59.24928283691406","59.24928283691406","0","0","0"
"19404","0","0","0","59.35095977783203","59.35095977783203","59.35095977783203","0","0","0"
"19504","0","0","0","59.45285415649414","59.45285415649414","59.45285415649414","0","0","0"
"19604","0","0","0","59.55987548828125","59.55987548828125","59.55987548828125","0","0","0"
"19704","0","0","0","59.66419982910156","59.66419982910156","59.66419982910156","0","0","0"
"19804","0","0","0","59.771575927734375","59.771575927734375","59.771575927734375","0","0","0"
"19904","0","0","0","59.86735534667969","59.86735534667969","59.86735534667969","0","0","0"
"20004","0","0","0","59.978702545166016","59.978702545166016","59.978702545166016","0","0","0"
"20104","0","0","0","60.08308029174805","60.08308029174805","60.08308029174805","0","0","0"
"20204","0","0","0","60.182674407958984","60.182674407958984","60.182674407958984","0","0","0"
"20304","0","0","0","60.28459548950195","60.28459548950195","60.28459548950195","0","0","0"
"20404","0","0","0","60.38833999633789","60.38833999633789","60.38833999633789","0","0","0"
"20504","0","0","0","60.48867416381836","60.48867416381836","60.48867416381836","0","0","0"
"20604","0","0","0","60.586795806884766","60.586795806884766","60.586795806884766","0","0","0"
"20704","0","0","0","60.68968200683594","60.68968200683594","60.68968200683594","0","0","0"
"20804","0","0","0","60.78666687011719","60.78666687011719","60.78666687011719","0","0","0"
"20904","0","0","0","60.889957427978516","60.889957427978516","60.889957427978516","0","0","0"
"21004","0","0","0","60.983768463134766","60.983768463134766","60.983768463134766","0","0","0"
"21104","0","0","0","61.07322311401367","61.07322311401367","61.07322311401367","0","0","0"
"21204","0","0","0","61.17008972167969","61.17008972167969","61.17008972167969","0","0","0"
"21304","0","0","0","61.262245178222656","61.262245178222656","61.262245178222656","0","0","0"
"21404","0","0","0","61.35628128051758","61.35628128051758","61.35628128051758","0","0","0"
"21504","0","0","0","61.44380187988281","61.44380187988281","61.44380187988281","0","0","0"
"21604","0","0","0","61.5411376953125","61.5411376953125","61.5411376953125","0","0","0"
"21704","0","0","0","61.63838195800781","61.63838195800781","61.63838195800781","0","0","0"
"21804","0","0","0","61.730934143066406","61.730934143066406","61.730934143066406","0","0","0"
"21904","0","0","0","61.827884674072266","61.827884674072266","61.827884674072266","0","0","0"
"22004","0","0","0","61.92292785644531","61.92292785644531","61.92292785644531","0","0","0"
"22104","0","0","0","62.011314392089844","62.011314392089844","62.011314392089844","0","0","0"
"22130","0","0","0","62.03440856933594","62.03440856933594","62.03440856933594","0","0","0"
"22230","0","0","0","62.128509521484375","62.128509521484375","62.128509521484375","0","0","0"
"22330","0","0","0","62.21966552734375","62.21966552734375","62.21966552734375","0","0","0"
"22430","0","0","0","62.30767822265625","62.30767822265625","62.30767822265625","0","0","0"
"22530","0","0","0","62.39518356323242","62.39518356323242","62.39518356323242","0","0","0"
"22630","0","0","0","62.48261260986328","62.48261260986328","62.48261260986328","0","0","0"
"22730","0","0","0","62.56519317626953","62.56519317626953","62.56519317626953","0","0","0"
"22830","0","0","0","62.65240478515625","62.65240478515625","62.65240478515625","0","0","0"
"22930","0","0","0","62.740272521972656","62.740272521972656","62.740272521972656","0","0","0"
"23030","0","0","0","62.82929611206055","62.82929611206055","62.82929611206055","0","0","0"
"23130","0","0","0","62.91588592529297","62.91588592529297","62.91588592529297","0","0","0"
"23230","0","0","0","63.002197265625","63.002197265625","63.002197265625","0","0","0"
"23330","0","0","0","63.08490753173828","63.08490753173828","63.08490753173828","0","0","0"
"23430","0","0","0","63.167518615722656","63.167518615722656","63.167518615722656","0","0","0"
"23530","0","0","0","63.25319290161133","63.25319290161133","63.25319290161133","0","0","0"
"23630","0","0","0","63.33981704711914","63.33981704711914","63.33981704711914","0","0","0"
